budget,repeat,num_success,num_failure,spearman,kendall,top_jaccard
5,0,4,1,0.1774560534953748,0.12467277486910995,0.15151515151515152
5,1,4,1,0.19347313023899304,0.13045375218150088,0.13432835820895522
5,2,4,1,0.1667169655209831,0.11660122164048865,0.16923076923076924
5,3,4,1,0.2962896400184467,0.20331588132635253,0.20634920634920634
5,4,4,1,0.4418420909855411,0.31620855148342064,0.20634920634920634
5,5,4,1,0.07423771803705614,0.046684118673647475,0.11764705882352941
5,6,4,1,0.2682008382388846,0.18695462478184993,0.15151515151515152
5,7,4,1,0.22258768955321054,0.1544502617801047,0.20634920634920634
5,8,4,1,0.15772590402300413,0.11256544502617802,0.11764705882352941
5,9,4,1,0.4079497056669289,0.2843586387434555,0.288135593220339
5,10,4,1,0.2085203998589372,0.13797993019197208,0.08571428571428572
5,11,4,1,0.2722343542305293,0.18324607329842932,0.20634920634920634
5,12,4,1,0.14749036974744328,0.10580279232111693,0.13432835820895522
5,13,4,1,0.20518711173805715,0.13852530541012217,0.11764705882352941
5,14,4,1,0.14301264140194775,0.1018760907504363,0.10144927536231885
5,15,4,1,0.19069256435992735,0.13525305410122165,0.22580645161290322
5,16,4,1,0.040233431896481577,0.031958987783595114,0.15151515151515152
5,17,4,1,0.07079422456121315,0.04788394415357766,0.15151515151515152
5,18,4,1,0.20968857662154466,0.14321553228621292,0.16923076923076924
5,19,4,1,0.0942645742343271,0.06119109947643979,0.11764705882352941
10,0,7,3,0.49217033339663085,0.3468586387434555,0.3103448275862069
10,1,7,3,0.33157400374359125,0.22534904013961607,0.13432835820895522
10,2,7,3,0.2960285381005345,0.20473385689354276,0.13432835820895522
10,3,7,3,0.29783421045492775,0.21029668411867364,0.1875
10,4,7,3,0.512047988497952,0.36747382198952877,0.3333333333333333
10,5,7,3,0.31185233160621767,0.2105148342059337,0.11764705882352941
10,6,7,3,0.27426382822884743,0.18695462478184993,0.15151515151515152
10,7,7,3,0.33459702140357545,0.2330933682373473,0.20634920634920634
10,8,7,3,0.4983621788785504,0.35863874345549734,0.3103448275862069
10,9,7,3,0.38886892005534013,0.26668848167539266,0.15151515151515152
10,10,7,3,0.4121544638255161,0.2891579406631763,0.22580645161290322
10,11,7,3,0.4439665111358273,0.3113001745200698,0.288135593220339
10,12,7,3,0.23820633155196272,0.16590314136125656,0.2459016393442623
10,13,7,3,0.33909848628706296,0.2342931937172775,0.20634920634920634
10,14,7,3,0.5612300952174267,0.40510471204188486,0.3103448275862069
10,15,7,3,0.48457633670618244,0.3539485165794066,0.288135593220339
10,16,7,3,0.3232373925073923,0.22469458987783597,0.16923076923076924
10,17,7,3,0.5123650408268454,0.3580933682373473,0.2459016393442623
10,18,7,3,0.5278141361256545,0.38154450261780104,0.288135593220339
10,19,7,3,0.2793570110951361,0.18520942408376964,0.08571428571428572
25,0,18,7,0.49486443045872563,0.36038394415357766,0.3103448275862069
25,1,18,7,0.3221811165667472,0.22643979057591623,0.10144927536231885
25,2,18,7,0.41574885386430843,0.2904668411867365,0.22580645161290322
25,3,18,7,0.6585872012587147,0.4966186736474694,0.38181818181818183
25,4,18,7,0.38458617041477905,0.2823952879581152,0.22580645161290322
25,5,18,7,0.3328761223991537,0.23582024432809773,0.22580645161290322
25,6,18,7,0.5960176871117382,0.4339005235602094,0.38181818181818183
25,7,18,7,0.38114437240593557,0.2709424083769634,0.1875
25,8,18,7,0.411952703252584,0.28763089005235604,0.3333333333333333
25,9,18,7,0.4861565119496515,0.3456588132635253,0.26666666666666666
25,10,18,7,0.48561226704283433,0.3417321116928447,0.1875
25,11,18,7,0.5412168027561512,0.3889616055846422,0.3333333333333333
25,12,18,7,0.4592443642676939,0.324716404886562,0.22580645161290322
25,13,18,7,0.7012926240403657,0.5128708551483421,0.26666666666666666
25,14,18,7,0.5584749613433525,0.3981239092495637,0.22580645161290322
25,15,18,7,0.46075163443018746,0.3238438045375218,0.20634920634920634
25,16,18,7,0.6007022624311641,0.4294284467713787,0.2459016393442623
25,17,18,7,0.4370337465751567,0.31326352530541013,0.22580645161290322
25,18,18,7,0.5128652035916773,0.36627399650959863,0.1875
25,19,18,7,0.690946884409842,0.5047993019197208,0.26666666666666666
50,0,36,14,0.779529948729078,0.5988219895287958,0.38181818181818183
50,1,36,14,0.7562376230909043,0.5640270506108203,0.4074074074074074
50,2,36,14,0.6676952499796545,0.49323734729493895,0.38181818181818183
50,3,36,14,0.8528707647234355,0.6633944153577661,0.49019607843137253
50,4,36,14,0.8243937010010038,0.6522687609075043,0.46153846153846156
50,5,36,14,0.7695809483764209,0.5936954624781849,0.46153846153846156
50,6,36,14,0.666783088733961,0.5080715532286213,0.38181818181818183
50,7,36,14,0.673437796706725,0.5018542757417103,0.3333333333333333
50,8,36,14,0.7639926891462985,0.5864965095986038,0.49019607843137253
50,9,36,14,0.7017537910642108,0.512325479930192,0.3103448275862069
50,10,36,14,0.8124711770610097,0.6230366492146597,0.5833333333333334
50,11,36,14,0.7137458291511816,0.5517015706806283,0.38181818181818183
50,12,36,14,0.7458579741203918,0.5703534031413613,0.4339622641509434
50,13,36,14,0.6567391422293357,0.475130890052356,0.22580645161290322
50,14,36,14,0.7347594471421209,0.5550828970331588,0.46153846153846156
50,15,36,14,0.7826038303990451,0.6035122164048866,0.4074074074074074
50,16,36,14,0.8107791009955783,0.6452879581151832,0.46153846153846156
50,17,36,14,0.8027188508802865,0.6139834205933683,0.4339622641509434
50,18,36,14,0.8032647912541032,0.6174738219895288,0.5510204081632653
50,19,36,14,0.7613731926321787,0.580497382198953,0.4339622641509434
100,0,71,29,1.0,1.0,1.0
100,1,71,29,1.0,1.0,1.0
100,2,71,29,1.0,1.0,1.0
100,3,71,29,1.0,1.0,1.0
100,4,71,29,1.0,1.0,1.0
100,5,71,29,1.0,1.0,1.0
100,6,71,29,1.0,1.0,1.0
100,7,71,29,1.0,1.0,1.0
100,8,71,29,1.0,1.0,1.0
100,9,71,29,1.0,1.0,1.0
100,10,71,29,1.0,1.0,1.0
100,11,71,29,1.0,1.0,1.0
100,12,71,29,1.0,1.0,1.0
100,13,71,29,1.0,1.0,1.0
100,14,71,29,1.0,1.0,1.0
100,15,71,29,1.0,1.0,1.0
100,16,71,29,1.0,1.0,1.0
100,17,71,29,1.0,1.0,1.0
100,18,71,29,1.0,1.0,1.0
100,19,71,29,1.0,1.0,1.0
