boundary_f1_tol1,boundary_f1_tol2,boundary_mae,boundary_precision_tol1,boundary_precision_tol2,boundary_recall_tol1,boundary_recall_tol2,causal,config_name,contact_reestablished_recall,episodes,event_macro_f1,events_per_episode,method,minimum_segment_length,offline_noncausal,quantile,recovery_start_recall,runtime_per_1000_steps,segment_length_train_median,selection_score,split,threshold,unknown_rate,window
0.4863349684653118,0.5437981779957953,0.5257731958762887,0.39976958525345624,0.4470046082949309,0.6207513416815742,0.6940966010733453,True,uniform_00,0.0,108,0.16536478270247032,8.037037037037036,uniform,,,,0.52,0.040258602064074854,3,0.6185208971371191,val,,0.15134736064968624,
0.48846459824980115,0.569610182975338,0.5363128491620112,0.43982808022922637,0.5128939828080229,0.5491949910554562,0.6404293381037567,True,sensor_hysteresis_01,0.0,108,0.1926959155006645,6.462962962962963,sensor_hysteresis,3,,,0.48,0.041568486994109484,,0.664744351132762,val,0.35,0.15134736064968624,
0.48846459824980115,0.569610182975338,0.5363128491620112,0.43982808022922637,0.5128939828080229,0.5491949910554562,0.6404293381037567,True,sensor_hysteresis_02,0.0,108,0.1926959155006645,6.462962962962963,sensor_hysteresis,3,,,0.48,0.04219199505971028,,0.664744351132762,val,0.45,0.15134736064968624,
0.48726114649681534,0.5684713375796178,0.5378151260504201,0.43902439024390244,0.5121951219512195,0.5474060822898033,0.6386404293381037,True,sensor_hysteresis_03,0.0,108,0.1926959155006645,6.453703703703703,sensor_hysteresis,3,,,0.48,0.04186579056230841,,0.663784396613607,val,0.55,0.15134736064968624,
0.48726114649681534,0.5684713375796178,0.5378151260504201,0.43902439024390244,0.5121951219512195,0.5474060822898033,0.6386404293381037,True,sensor_hysteresis_04,0.0,108,0.1926959155006645,6.453703703703703,sensor_hysteresis,3,,,0.48,0.04281968314027799,,0.663784396613607,val,0.65,0.15134736064968624,
0.28607277289836885,0.3538268506900878,0.6879432624113475,0.4789915966386555,0.592436974789916,0.2039355992844365,0.2522361359570662,False,multivariate_change_point_05,0.0,108,0.1482531452991475,2.2037037037037037,multivariate_change_point,3,True,0.85,0.36,0.11937811463133935,,0.386402879312628,val,,0.15134736064968624,4
0.23638778220451528,0.2682602921646746,0.5445544554455446,0.4587628865979381,0.520618556701031,0.1592128801431127,0.1806797853309481,False,multivariate_change_point_06,0.0,108,0.14400047795009346,1.7962962962962963,multivariate_change_point,5,True,0.85,0.36,0.1193416320194338,,0.29296512221834187,val,,0.15134736064968624,4
0.2767123287671233,0.3287671232876712,0.5583333333333333,0.5906432748538012,0.7017543859649122,0.1806797853309481,0.2146690518783542,False,multivariate_change_point_07,0.0,108,0.1431785925134282,1.5833333333333333,multivariate_change_point,3,True,0.9,0.32,0.11893561855120705,,0.3393574631803367,val,,0.15134736064968624,4
0.23380281690140847,0.2732394366197183,0.4948453608247423,0.5496688741721855,0.6423841059602649,0.148479427549195,0.1735241502683363,False,multivariate_change_point_08,0.0,108,0.14015744841969885,1.3981481481481481,multivariate_change_point,5,True,0.9,0.32,0.11951276990879811,,0.28025195898107785,val,,0.15134736064968624,4
0.18325434439178515,0.2274881516587678,0.5694444444444444,0.7837837837837838,0.972972972972973,0.1037567084078712,0.12880143112701253,False,multivariate_change_point_09,0.0,108,0.10497076023391813,0.6851851851851852,multivariate_change_point,3,True,0.95,0.2,0.11892160506419858,,0.1907260765245996,val,,0.15134736064968624,4
0.17862838915470494,0.2073365231259968,0.46153846153846156,0.8235294117647058,0.9558823529411765,0.1001788908765653,0.11627906976744186,False,multivariate_change_point_10,0.0,108,0.10497076023391813,0.6296296296296297,multivariate_change_point,5,True,0.95,0.2,0.11909123410231244,,0.16950110273243688,val,,0.15134736064968624,4
0.12307692307692307,0.1641025641025641,0.984375,0.2171945701357466,0.2895927601809955,0.08586762075134168,0.11449016100178891,False,multivariate_change_point_11,0.0,108,0.01201697565333929,2.0462962962962963,multivariate_change_point,3,True,0.85,0.0,0.09040307367091517,,0.10363744782349434,val,,0.15134736064968624,8
0.11157601115760112,0.16178521617852162,1.0689655172413792,0.25316455696202533,0.3670886075949367,0.07155635062611806,0.1037567084078712,False,multivariate_change_point_12,0.0,108,0.009753231492361927,1.462962962962963,multivariate_change_point,5,True,0.85,0.0,0.08980916951552982,,0.09004997467583827,val,,0.15134736064968624,8
0.1253405994550409,0.14986376021798367,0.8181818181818182,0.26285714285714284,0.3142857142857143,0.08228980322003578,0.09838998211091235,False,multivariate_change_point_13,0.0,108,0.011655405405405406,1.6203703703703705,multivariate_change_point,3,True,0.9,0.0,0.08951373518060779,,0.08116966361691032,val,,0.15134736064968624,8
0.10818713450292398,0.14035087719298245,0.9166666666666666,0.296,0.384,0.06618962432915922,0.08586762075134168,False,multivariate_change_point_14,0.0,108,0.010003106554830693,1.1574074074074074,multivariate_change_point,5,True,0.9,0.0,0.08985778662158328,,0.06271223676364435,val,,0.15134736064968624,8
0.11585365853658536,0.1219512195121951,0.575,0.3917525773195876,0.41237113402061853,0.06797853309481217,0.07155635062611806,False,multivariate_change_point_15,0.0,108,0.011578244911578245,0.8981481481481481,multivariate_change_point,3,True,0.95,0.0,0.08947623692463266,,0.03930363453902873,val,,0.15134736064968624,8
0.08463949843260188,0.09404388714733541,0.6,0.34177215189873417,0.379746835443038,0.04830053667262969,0.05366726296958855,False,multivariate_change_point_16,0.0,108,0.010884857460199926,0.7314814814814815,multivariate_change_point,5,True,0.95,0.0,0.08987010546560216,,0.008176266395993725,val,,0.15134736064968624,8
