method,input_tier,rollout_id,root_family_id,time,capture_order,h,r,e,cos,rho,evidence_valid,evidence_duration
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.05,0,,,,,,False,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.1,1,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.15,3,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.2,4,,,,0.7317912236025921,0.6772359120244417,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.25,5,,,,0.9794008815540478,0.5357413245794314,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.3,6,,,,0.8368631731240135,0.6613523765485204,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.35,8,,,,-0.9211485571136023,0.9815429942936866,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.4,9,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.45,10,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.5,12,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.55,13,,,,0.903578382479141,0.5440325155447354,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.6,14,,,,0.908701533941362,0.5470790035863984,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.65,15,,,,0.9881613518850302,0.2975442347711267,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.7,17,,,,-0.9979761087801831,0.9995991904338071,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.05,0,0.0,"[0.0, 0.25, -0.22583149999999985]",,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.1,1,-0.006265346089570634,"[2.229076188481338e-05, 0.2499586636973434, -0.23209684608957049]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.15,3,-0.004905093606709987,"[-2.5429032320556377e-05, 0.2499849566876092, -0.23073659360670984]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.2,4,-0.004066938913755314,"[-1.0930991560353931e-05, 0.1874595615781559, -0.20471429051207768]",,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.25,5,-0.004101917097858787,"[7.20403967362504e-05, 0.12498514108301156, -0.17956512029450367]",,0.3827949769316252,0.998217531827106,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.3,6,-0.004080435846702701,"[4.5021697615887923e-05, 0.062421236588516116, -0.1543594906416701]",,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.35,8,-0.002847075734816795,"[1.5358932155984384e-05, -9.353067144087217e-05, -0.1279419821281068]",,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.4,9,-0.001853057567267502,"[2.8212458701881715e-05, -5.835899348013681e-05, -0.12763396991785536]",,0.9987221614282934,0.18458929359901885,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.45,10,-0.0013816619793712848,"[2.5964810024758922e-05, -2.5642056129937703e-05, -0.12784858028725676]",,0.9988143577937696,0.18745704551207718,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.5,12,-0.001154260412332575,"[2.405468348815054e-05, 6.673771686204963e-06, -0.12830718467751578]",,0.9987069713818565,0.5029157139215491,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.55,13,-0.002741041361921992,"[0.00019707597612261818, 0.07012401348640644, -0.1298939656271052]",,-0.07331471850030115,0.9795394183863521,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.6,14,-0.004039702546388413,"[0.00026665462817221375, 0.1400953793851781, -0.13119262681157162]",,0.022012026345535986,0.9815235274468174,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.65,15,-0.004190311936310032,"[0.00020735153067280576, 0.21010934143321314, -0.13134323620149324]",,-0.08593862924623193,0.9978861036333032,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.7,17,-0.004220312448992125,"[0.00015800367811891203, 0.28005895386562507, -0.13137323671417533]",,0.6574321542799704,0.9981876026700243,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.05,0,0.0,"[0.0, 0.25, -0.22583149999999985]",,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.1,1,-0.006265346089570634,"[2.229076188481338e-05, 0.2499586636973434, -0.23209684608957049]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.15,3,-0.004905093606709987,"[-2.5429032320556377e-05, 0.2499849566876092, -0.23073659360670984]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.2,4,-0.004066938913755314,"[-1.0930991560353931e-05, 0.1874595615781559, -0.20471429051207768]",,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.25,5,-0.004101917097858787,"[7.20403967362504e-05, 0.12498514108301156, -0.17956512029450367]",,0.3827949769316252,0.998217531827106,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.3,6,-0.004080435846702701,"[4.5021697615887923e-05, 0.062421236588516116, -0.1543594906416701]",,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.35,8,-0.002847075734816795,"[1.5358932155984384e-05, -9.353067144087217e-05, -0.1279419821281068]",,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.4,9,-0.001853057567267502,"[2.8212458701881715e-05, -5.835899348013681e-05, -0.12763396991785536]",,0.9987221614282934,0.18458929359901885,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.45,10,-0.0013816619793712848,"[2.5964810024758922e-05, -2.5642056129937703e-05, -0.12784858028725676]",,0.9988143577937696,0.18745704551207718,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.5,12,-0.001154260412332575,"[2.405468348815054e-05, 6.673771686204963e-06, -0.12830718467751578]",,0.9987069713818565,0.5029157139215491,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.55,13,-0.002741041361921992,"[0.00019707597612261818, 0.07012401348640644, -0.1298939656271052]",,-0.07331471850030115,0.9795394183863521,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.6,14,-0.004039702546388413,"[0.00026665462817221375, 0.1400953793851781, -0.13119262681157162]",,0.022012026345535986,0.9815235274468174,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.65,15,-0.004190311936310032,"[0.00020735153067280576, 0.21010934143321314, -0.13134323620149324]",,-0.08593862924623193,0.9978861036333032,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.7,17,-0.004220312448992125,"[0.00015800367811891203, 0.28005895386562507, -0.13137323671417533]",,0.6574321542799704,0.9981876026700243,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.05,0,0.0,"[0.0, 0.25, -0.22583149999999985]",,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.1,1,-0.006265346089570634,"[2.229076188481338e-05, 0.2499586636973434, -0.23209684608957049]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.15,3,-0.004905093606709987,"[-2.5429032320556377e-05, 0.2499849566876092, -0.23073659360670984]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.2,4,-0.004066938913755314,"[-1.0930991560353931e-05, 0.1874595615781559, -0.20471429051207768]",,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.25,5,-0.004101917097858787,"[7.20403967362504e-05, 0.12498514108301156, -0.17956512029450367]",,0.3827949769316252,0.998217531827106,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.3,6,-0.004080435846702701,"[4.5021697615887923e-05, 0.062421236588516116, -0.1543594906416701]",,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.35,8,-0.002847075734816795,"[1.5358932155984384e-05, -9.353067144087217e-05, -0.1279419821281068]",,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.4,9,-0.001853057567267502,"[2.8212458701881715e-05, -5.835899348013681e-05, -0.12763396991785536]",,0.9987221614282934,0.18458929359901885,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.45,10,-0.0013816619793712848,"[2.5964810024758922e-05, -2.5642056129937703e-05, -0.12784858028725676]",,0.9988143577937696,0.18745704551207718,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.5,12,-0.001154260412332575,"[2.405468348815054e-05, 6.673771686204963e-06, -0.12830718467751578]",,0.9987069713818565,0.5029157139215491,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.55,13,-0.002741041361921992,"[0.00019707597612261818, 0.07012401348640644, -0.1298939656271052]",,-0.07331471850030115,0.9795394183863521,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.6,14,-0.004039702546388413,"[0.00026665462817221375, 0.1400953793851781, -0.13119262681157162]",,0.022012026345535986,0.9815235274468174,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.65,15,-0.004190311936310032,"[0.00020735153067280576, 0.21010934143321314, -0.13134323620149324]",,-0.08593862924623193,0.9978861036333032,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_02_840002,0.7,17,-0.004220312448992125,"[0.00015800367811891203, 0.28005895386562507, -0.13137323671417533]",,0.6574321542799704,0.9981876026700243,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.05,0,,,,,,False,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.1,1,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.15,3,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.2,4,,,,0.7317912236025921,0.6772359120244417,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.25,5,,,,0.9794008815540478,0.5357413245794314,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.3,6,,,,0.8368631731240135,0.6613523765485204,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.35,8,,,,-0.9211485571136023,0.9815429942936866,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.4,9,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.45,11,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.5,12,,,,0.9755512932854915,0.12157239730667242,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.55,13,,,,0.9217246847815542,0.27142155140018936,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.6,14,,,,0.9959179358723157,0.04524362246424365,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.65,15,,,,0.9470046609258577,0.1684571608044928,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.7,17,,,,0.9991260817248665,0.04920875041119328,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.75,18,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.8,19,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.85,21,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.9,22,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.95,23,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.0,25,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.05,26,,,,0.9962218877143343,0.050183693818887425,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.1,27,,,,0.9911701777104654,0.06718722121792711,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.15,28,,,,0.9991490075650789,0.020627615522135778,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.2,29,,,,0.9756698418183883,0.11367147527399236,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.25,30,,,,0.9760592570192141,0.11607115170619284,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.3,31,,,,0.9999884220481597,0.026776423895110844,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.35,32,,,,0.9982732832784671,0.040018920005874724,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.4,34,,,,0.9999999797191549,0.13544403721569978,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.45,35,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.5,36,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.55,38,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.05,0,,,,,,False,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.1,1,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.15,3,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.2,4,,,,0.7317912236025921,0.6772359120244417,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.25,5,,,,0.9794008815540478,0.5357413245794314,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.3,6,,,,0.8368631731240135,0.6613523765485204,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.35,8,,,,-0.9211485571136023,0.9815429942936866,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.4,9,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.45,11,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.5,12,,,,0.9755512932854915,0.12157239730667242,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.55,13,,,,0.9217246847815542,0.27142155140018936,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.6,14,,,,0.9959179358723157,0.04524362246424365,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.65,15,,,,0.9470046609258577,0.1684571608044928,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.7,17,,,,0.9991260817248665,0.04920875041119328,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.75,18,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.8,19,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.85,21,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.9,22,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.95,23,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.0,25,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.05,26,,,,0.9962218877143343,0.050183693818887425,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.1,27,,,,0.9911701777104654,0.06718722121792711,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.15,28,,,,0.9991490075650789,0.020627615522135778,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.2,29,,,,0.9756698418183883,0.11367147527399236,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.25,30,,,,0.9760592570192141,0.11607115170619284,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.3,31,,,,0.9999884220481597,0.026776423895110844,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.35,32,,,,0.9982732832784671,0.040018920005874724,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.4,34,,,,0.9999999797191549,0.13544403721569978,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.45,35,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.5,36,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,1.55,38,,,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.05,0,0.0,"[0.0, 0.25, -0.22583149999999985]",,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.1,1,-0.006265346089570634,"[2.229076188481338e-05, 0.2499586636973434, -0.23209684608957049]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.15,3,-0.004905093606709987,"[-2.5429032320556377e-05, 0.2499849566876092, -0.23073659360670984]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.2,4,-0.004066938913755314,"[-1.0930991560353931e-05, 0.1874595615781559, -0.20471429051207768]",,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.25,5,-0.004101917097858787,"[7.20403967362504e-05, 0.12498514108301156, -0.17956512029450367]",,0.3827949769316252,0.998217531827106,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.3,6,-0.004080435846702701,"[4.5021697615887923e-05, 0.062421236588516116, -0.1543594906416701]",,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.35,8,-0.002847075734816795,"[1.5358932155984384e-05, -9.353067144087217e-05, -0.1279419821281068]",,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.4,9,-0.0018641917427578703,"[2.9937660316892156e-05, -8.961910088805484e-05, -0.1269590981360479]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.45,11,-0.001410999074797581,"[2.798629709765965e-05, -8.828802409923363e-05, -0.1265059054680876]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.5,12,0.0392718055147423,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",,0.9999979020282844,0.03918432659403338,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.55,13,0.08327180551474223,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.6,14,0.12727180551474226,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.65,15,0.1712718055147423,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.7,17,0.21527180551474223,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,L2RAR2_REPAIR_02_840002,0.75,18,0.21527180551474223,"[1.7012511788427886e-05, -5.6789182046254605e-06, -0.12982310087854776]",0.0,,,True,0.0
