timestamp,physical_gpu,visible_device,total_used_mib,total_mib,utilization_gpu_percent,train_pid_used_mib
2026-07-21 10:04:31,1,0,11248,40960,51,1778
2026-07-21 10:04:34,1,0,11248,40960,18,1778
2026-07-21 10:04:36,1,0,11248,40960,46,1778
2026-07-21 10:04:38,1,0,11248,40960,15,1778
2026-07-21 10:04:40,1,0,11248,40960,11,1778
2026-07-21 10:04:42,1,0,11248,40960,20,1778
2026-07-21 10:04:44,1,0,11248,40960,29,1778
2026-07-21 10:04:47,1,0,11248,40960,19,1778
2026-07-21 10:04:49,1,0,11248,40960,18,1778
2026-07-21 10:04:51,1,0,11248,40960,45,1778
2026-07-21 10:04:53,1,0,11248,40960,34,1778
2026-07-21 10:04:55,1,0,11248,40960,61,1778
2026-07-21 10:04:57,1,0,11248,40960,35,1778
2026-07-21 10:05:00,1,0,11248,40960,32,1778
2026-07-21 10:05:02,1,0,11248,40960,2,1778
2026-07-21 10:05:04,1,0,11248,40960,66,1778
2026-07-21 10:05:06,1,0,11248,40960,62,1778
2026-07-21 10:05:08,1,0,11248,40960,32,1778
2026-07-21 10:05:11,1,0,11248,40960,34,1778
2026-07-21 10:05:13,1,0,11248,40960,29,1778
2026-07-21 10:05:15,1,0,11248,40960,30,1778
2026-07-21 10:05:17,1,0,11248,40960,18,1778
2026-07-21 10:05:19,1,0,11248,40960,21,1778
2026-07-21 10:05:21,1,0,11248,40960,18,1778
2026-07-21 10:05:24,1,0,11248,40960,64,1778
2026-07-21 10:05:26,1,0,11248,40960,32,1778
2026-07-21 10:05:28,1,0,11248,40960,56,1778
2026-07-21 10:05:30,1,0,11248,40960,31,1778
2026-07-21 10:05:32,1,0,11248,40960,40,1778
2026-07-21 10:05:35,1,0,11248,40960,41,1778
2026-07-21 10:05:37,1,0,11248,40960,22,1778
2026-07-21 10:05:39,1,0,11248,40960,8,1778
2026-07-21 10:05:41,1,0,11248,40960,40,1778
2026-07-21 10:05:43,1,0,11248,40960,17,1778
2026-07-21 10:05:46,1,0,11248,40960,34,1778
2026-07-21 10:05:48,1,0,11248,40960,21,1778
2026-07-21 10:05:50,1,0,11248,40960,43,1778
2026-07-21 10:05:52,1,0,11248,40960,53,1778
2026-07-21 10:05:54,1,0,11248,40960,16,1778
2026-07-21 10:05:56,1,0,11249,40960,23,1778
2026-07-21 10:05:59,1,0,11249,40960,19,1778
2026-07-21 10:06:01,1,0,11249,40960,19,1778
2026-07-21 10:06:03,1,0,11249,40960,33,1778
2026-07-21 10:06:05,1,0,11249,40960,33,1778
2026-07-21 10:06:07,1,0,11249,40960,22,1778
2026-07-21 10:06:10,1,0,11249,40960,24,1778
2026-07-21 10:06:12,1,0,11249,40960,44,1778
2026-07-21 10:06:14,1,0,11249,40960,29,1778
2026-07-21 10:06:16,1,0,11249,40960,5,1778
2026-07-21 10:06:18,1,0,11249,40960,14,1778
2026-07-21 10:06:21,1,0,11249,40960,38,1778
2026-07-21 10:06:23,1,0,11249,40960,73,1778
2026-07-21 10:06:25,1,0,11249,40960,56,1778
2026-07-21 10:06:27,1,0,11249,40960,28,1778
2026-07-21 10:06:29,1,0,11249,40960,35,1778
2026-07-21 10:06:32,1,0,11249,40960,29,1778
2026-07-21 10:06:34,1,0,11249,40960,23,1778
2026-07-21 10:06:36,1,0,11249,40960,38,1778
2026-07-21 10:06:38,1,0,11249,40960,74,1778
2026-07-21 10:06:40,1,0,11249,40960,40,1778
2026-07-21 10:06:43,1,0,11249,40960,28,1778
2026-07-21 10:06:45,1,0,11249,40960,69,1778
2026-07-21 10:06:47,1,0,11249,40960,37,1778
2026-07-21 10:06:49,1,0,11249,40960,28,1778
2026-07-21 10:06:51,1,0,11249,40960,43,1778
2026-07-21 10:06:54,1,0,11249,40960,72,1778
2026-07-21 10:06:56,1,0,11249,40960,35,1778
2026-07-21 10:06:58,1,0,11249,40960,55,1778
2026-07-21 10:07:00,1,0,11249,40960,38,1778
2026-07-21 10:07:02,1,0,11249,40960,35,1778
2026-07-21 10:07:05,1,0,11249,40960,61,1778
2026-07-21 10:07:07,1,0,11249,40960,34,1778
2026-07-21 10:07:09,1,0,11249,40960,29,1778
2026-07-21 10:07:11,1,0,11249,40960,72,1778
2026-07-21 10:07:13,1,0,11249,40960,70,1778
2026-07-21 10:07:15,1,0,11249,40960,27,1778
2026-07-21 10:07:18,1,0,11249,40960,71,1778
2026-07-21 10:07:20,1,0,11249,40960,29,1778
2026-07-21 10:07:22,1,0,11249,40960,28,1778
2026-07-21 10:07:24,1,0,11249,40960,42,1778
2026-07-21 10:07:26,1,0,11249,40960,66,1778
2026-07-21 10:07:29,1,0,11249,40960,37,1778
2026-07-21 10:07:31,1,0,11249,40960,29,1778
2026-07-21 10:07:33,1,0,11249,40960,45,1778
2026-07-21 10:07:35,1,0,11249,40960,39,1778
2026-07-21 10:07:37,1,0,11249,40960,32,1778
2026-07-21 10:07:40,1,0,11249,40960,25,1778
2026-07-21 10:07:42,1,0,11249,40960,54,1778
2026-07-21 10:07:44,1,0,11249,40960,25,1778
2026-07-21 10:07:46,1,0,11249,40960,31,1778
2026-07-21 10:07:48,1,0,11249,40960,46,1778
2026-07-21 10:07:50,1,0,11249,40960,30,1778
2026-07-21 10:07:53,1,0,11249,40960,66,1778
2026-07-21 10:07:55,1,0,11249,40960,26,1778
2026-07-21 10:07:57,1,0,11249,40960,53,1778
2026-07-21 10:07:59,1,0,11249,40960,27,1778
2026-07-21 10:08:01,1,0,11249,40960,25,1778
2026-07-21 10:08:04,1,0,11249,40960,37,1778
2026-07-21 10:08:06,1,0,11249,40960,29,1778
2026-07-21 10:08:08,1,0,11249,40960,39,1778
2026-07-21 10:08:10,1,0,11249,40960,43,1778
2026-07-21 10:08:12,1,0,11249,40960,32,1778
2026-07-21 10:08:15,1,0,11249,40960,72,1778
2026-07-21 10:08:17,1,0,11249,40960,75,1778
2026-07-21 10:08:19,1,0,11249,40960,73,1778
2026-07-21 10:08:21,1,0,11249,40960,27,1778
2026-07-21 10:08:23,1,0,11249,40960,39,1778
2026-07-21 10:08:26,1,0,11249,40960,29,1778
2026-07-21 10:08:28,1,0,11249,40960,35,1778
2026-07-21 10:08:35,1,0,11249,40960,71,1778
2026-07-21 10:08:37,1,0,11249,40960,35,1778
2026-07-21 10:08:39,1,0,11249,40960,34,1778
2026-07-21 10:08:41,1,0,11249,40960,26,1778
2026-07-21 10:08:44,1,0,11249,40960,68,1778
2026-07-21 10:08:46,1,0,11249,40960,73,1778
2026-07-21 10:08:48,1,0,11249,40960,23,1778
2026-07-21 10:08:50,1,0,11249,40960,31,1778
2026-07-21 10:08:52,1,0,11249,40960,71,1778
2026-07-21 10:08:55,1,0,11249,40960,41,1778
2026-07-21 10:08:57,1,0,11249,40960,72,1778
2026-07-21 10:08:59,1,0,11249,40960,29,1778
2026-07-21 10:09:01,1,0,11249,40960,46,1778
2026-07-21 10:09:03,1,0,11249,40960,47,1778
2026-07-21 10:09:06,1,0,11249,40960,73,1778
2026-07-21 10:09:08,1,0,11249,40960,28,1778
2026-07-21 10:09:10,1,0,11249,40960,29,1778
2026-07-21 10:09:12,1,0,11249,40960,59,1778
2026-07-21 10:09:14,1,0,11249,40960,25,1778
2026-07-21 10:09:16,1,0,11249,40960,37,1778
2026-07-21 10:09:19,1,0,11249,40960,68,1778
2026-07-21 10:09:21,1,0,11249,40960,47,1778
2026-07-21 10:09:23,1,0,11249,40960,50,1778
2026-07-21 10:09:25,1,0,11249,40960,67,1778
2026-07-21 10:09:27,1,0,11249,40960,31,1778
2026-07-21 10:09:30,1,0,11249,40960,39,1778
2026-07-21 10:09:32,1,0,11249,40960,32,1778
2026-07-21 10:09:34,1,0,11249,40960,73,1778
2026-07-21 10:09:36,1,0,11249,40960,27,1778
2026-07-21 10:09:38,1,0,11249,40960,37,1778
2026-07-21 10:09:41,1,0,11249,40960,36,1778
2026-07-21 10:09:43,1,0,11249,40960,56,1778
2026-07-21 10:09:45,1,0,11249,40960,68,1778
2026-07-21 10:09:47,1,0,11249,40960,49,1778
2026-07-21 10:09:49,1,0,11249,40960,34,1778
2026-07-21 10:09:52,1,0,11249,40960,38,1778
2026-07-21 10:09:54,1,0,11249,40960,23,1778
2026-07-21 10:09:56,1,0,11249,40960,19,1778
2026-07-21 10:09:58,1,0,11249,40960,73,1778
2026-07-21 10:10:00,1,0,11249,40960,41,1778
2026-07-21 10:10:03,1,0,11249,40960,72,1778
2026-07-21 10:10:05,1,0,11249,40960,61,1778
2026-07-21 10:10:07,1,0,11249,40960,25,1778
2026-07-21 10:10:09,1,0,11249,40960,35,1778
2026-07-21 10:10:11,1,0,11249,40960,32,1778
2026-07-21 10:10:13,1,0,11249,40960,74,1778
2026-07-21 10:10:16,1,0,11249,40960,48,1778
2026-07-21 10:10:18,1,0,11249,40960,34,1778
2026-07-21 10:10:20,1,0,11249,40960,25,1778
2026-07-21 10:10:22,1,0,11249,40960,41,1778
2026-07-21 10:10:24,1,0,11249,40960,35,1778
2026-07-21 10:10:27,1,0,11249,40960,72,1778
2026-07-21 10:10:29,1,0,11249,40960,28,1778
2026-07-21 10:10:31,1,0,11249,40960,35,1778
2026-07-21 10:10:33,1,0,11249,40960,48,1778
2026-07-21 10:10:35,1,0,11249,40960,31,1778
2026-07-21 10:10:38,1,0,11249,40960,47,1778
2026-07-21 10:10:40,1,0,11249,40960,73,1778
2026-07-21 10:10:42,1,0,11249,40960,74,1778
2026-07-21 10:10:44,1,0,11249,40960,40,1778
2026-07-21 10:10:46,1,0,11249,40960,47,1778
2026-07-21 10:10:49,1,0,11249,40960,44,1778
2026-07-21 10:10:51,1,0,11249,40960,37,1778
2026-07-21 10:10:53,1,0,11249,40960,29,1778
2026-07-21 10:10:55,1,0,11249,40960,73,1778
2026-07-21 10:10:57,1,0,11249,40960,41,1778
2026-07-21 10:11:00,1,0,11249,40960,39,1778
2026-07-21 10:11:02,1,0,11249,40960,73,1778
2026-07-21 10:11:04,1,0,11249,40960,38,1778
2026-07-21 10:11:06,1,0,11249,40960,43,1778
2026-07-21 10:11:08,1,0,11249,40960,39,1778
2026-07-21 10:11:10,1,0,11249,40960,27,1778
2026-07-21 10:11:13,1,0,11249,40960,55,1778
2026-07-21 10:11:15,1,0,11249,40960,52,1778
2026-07-21 10:11:17,1,0,11249,40960,59,1778
2026-07-21 10:11:19,1,0,11249,40960,25,1778
2026-07-21 10:11:21,1,0,11249,40960,35,1778
2026-07-21 10:11:24,1,0,11249,40960,67,1778
2026-07-21 10:11:26,1,0,11249,40960,36,1778
2026-07-21 10:11:28,1,0,11249,40960,53,1778
2026-07-21 10:11:30,1,0,11249,40960,41,1778
2026-07-21 10:11:32,1,0,11249,40960,0,1778
2026-07-21 10:12:09,1,0,9495,40960,31,1778
2026-07-21 10:12:11,1,0,9495,40960,43,1778
2026-07-21 10:12:13,1,0,9495,40960,31,1778
2026-07-21 10:12:16,1,0,9495,40960,38,1778
2026-07-21 10:12:18,1,0,9495,40960,65,1778
2026-07-21 10:12:20,1,0,9495,40960,38,1778
2026-07-21 10:12:22,1,0,9495,40960,27,1778
2026-07-21 10:12:24,1,0,9495,40960,33,1778
2026-07-21 10:12:26,1,0,9495,40960,42,1778
2026-07-21 10:12:28,1,0,9495,40960,25,1778
2026-07-21 10:12:31,1,0,9495,40960,37,1778
2026-07-21 10:12:33,1,0,9495,40960,31,1778
2026-07-21 10:12:35,1,0,9495,40960,41,1778
2026-07-21 10:12:37,1,0,9495,40960,30,1778
2026-07-21 10:12:39,1,0,9495,40960,45,1778
2026-07-21 10:12:41,1,0,9495,40960,38,1778
2026-07-21 10:12:44,1,0,9495,40960,46,1778
2026-07-21 10:12:46,1,0,9495,40960,52,1778
2026-07-21 10:12:48,1,0,9495,40960,58,1778
2026-07-21 10:12:50,1,0,9495,40960,27,1778
2026-07-21 10:12:52,1,0,9495,40960,32,1778
2026-07-21 10:12:54,1,0,9495,40960,61,1778
2026-07-21 10:12:57,1,0,9495,40960,38,1778
2026-07-21 10:12:59,1,0,9495,40960,56,1778
2026-07-21 10:13:01,1,0,9495,40960,28,1778
2026-07-21 10:13:03,1,0,9495,40960,41,1778
2026-07-21 10:13:05,1,0,9495,40960,36,1778
2026-07-21 10:13:07,1,0,9495,40960,31,1778
2026-07-21 10:13:10,1,0,9495,40960,35,1778
2026-07-21 10:13:12,1,0,9495,40960,49,1778
2026-07-21 10:13:14,1,0,9495,40960,73,1778
2026-07-21 10:13:16,1,0,9495,40960,25,1778
2026-07-21 10:13:18,1,0,9495,40960,37,1778
2026-07-21 10:13:20,1,0,9495,40960,39,1778
2026-07-21 10:13:23,1,0,9495,40960,40,1778
2026-07-21 10:13:25,1,0,9495,40960,29,1778
2026-07-21 10:13:27,1,0,9495,40960,36,1778
2026-07-21 10:13:29,1,0,9495,40960,48,1778
2026-07-21 10:13:31,1,0,9495,40960,64,1778
2026-07-21 10:13:33,1,0,9495,40960,55,1778
2026-07-21 10:13:36,1,0,9495,40960,35,1778
2026-07-21 10:14:04,1,0,9495,40960,20,1778
2026-07-21 10:14:07,1,0,9495,40960,71,1778
2026-07-21 10:14:09,1,0,9495,40960,27,1778
2026-07-21 10:14:11,1,0,9495,40960,55,1778
2026-07-21 10:14:13,1,0,9495,40960,72,1778
2026-07-21 10:14:15,1,0,9495,40960,44,1778
2026-07-21 10:14:18,1,0,9495,40960,54,1778
2026-07-21 10:14:20,1,0,9495,40960,39,1778
2026-07-21 10:14:22,1,0,9495,40960,30,1778
2026-07-21 10:14:24,1,0,9495,40960,40,1778
2026-07-21 10:14:26,1,0,9495,40960,73,1778
2026-07-21 10:14:28,1,0,9495,40960,60,1778
2026-07-21 10:14:30,1,0,9495,40960,63,1778
2026-07-21 10:14:33,1,0,9495,40960,27,1778
2026-07-21 10:14:35,1,0,9495,40960,49,1778
2026-07-21 10:14:37,1,0,9495,40960,36,1778
2026-07-21 10:14:39,1,0,9495,40960,29,1778
2026-07-21 10:14:41,1,0,9495,40960,55,1778
2026-07-21 10:14:43,1,0,9495,40960,47,1778
2026-07-21 10:14:46,1,0,9495,40960,43,1778
2026-07-21 10:14:48,1,0,9495,40960,51,1778
2026-07-21 10:14:50,1,0,9495,40960,26,1778
2026-07-21 10:14:52,1,0,9495,40960,36,1778
2026-07-21 10:14:54,1,0,9495,40960,30,1778
2026-07-21 10:14:56,1,0,9495,40960,32,1778
2026-07-21 10:14:59,1,0,9495,40960,72,1778
2026-07-21 10:15:01,1,0,9495,40960,40,1778
2026-07-21 10:15:03,1,0,9495,40960,67,1778
2026-07-21 10:15:05,1,0,9495,40960,24,1778
2026-07-21 10:15:07,1,0,9495,40960,40,1778
2026-07-21 10:15:09,1,0,9495,40960,26,1778
2026-07-21 10:15:12,1,0,9495,40960,29,1778
2026-07-21 10:15:14,1,0,9495,40960,32,1778
2026-07-21 10:15:16,1,0,9495,40960,4,1778
2026-07-21 10:16:17,1,0,9495,40960,27,1778
2026-07-21 10:16:19,1,0,9495,40960,73,1778
2026-07-21 10:16:21,1,0,9495,40960,42,1778
2026-07-21 10:16:23,1,0,9495,40960,50,1778
2026-07-21 10:16:25,1,0,9495,40960,72,1778
2026-07-21 10:16:28,1,0,9495,40960,65,1778
2026-07-21 10:16:30,1,0,9495,40960,48,1778
2026-07-21 10:16:32,1,0,9495,40960,12,1778
