timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent
2026-07-21 02:32:50,2,15685,40960,8
2026-07-21 02:32:50,3,24370,40960,16
2026-07-21 02:32:50,4,40260,40960,0
2026-07-21 02:32:50,5,20347,40960,0
2026-07-21 02:32:50,6,36030,40960,0
2026-07-21 02:32:50,7,33443,40960,19
2026-07-21 02:32:51,0,40154,40960,0
2026-07-21 02:32:51,1,8529,40960,7
2026-07-21 02:32:51,2,15685,40960,10
2026-07-21 02:32:51,3,24370,40960,8
2026-07-21 02:32:51,4,40260,40960,0
2026-07-21 02:32:51,5,20347,40960,0
2026-07-21 02:32:51,6,36030,40960,0
2026-07-21 02:32:51,7,33443,40960,23
2026-07-21 02:32:52,0,40154,40960,10
2026-07-21 02:32:52,1,8529,40960,2
2026-07-21 02:32:52,2,15685,40960,1
2026-07-21 02:32:52,3,24370,40960,11
2026-07-21 02:32:52,4,40260,40960,36
2026-07-21 02:32:52,5,20347,40960,0
2026-07-21 02:32:52,6,36030,40960,0
2026-07-21 02:32:52,7,33443,40960,56
2026-07-21 02:32:54,0,40154,40960,29
2026-07-21 02:32:54,1,8529,40960,16
2026-07-21 02:32:54,2,15685,40960,6
2026-07-21 02:32:54,3,24370,40960,23
2026-07-21 02:32:54,4,40260,40960,34
2026-07-21 02:32:54,5,20347,40960,0
2026-07-21 02:32:54,6,36030,40960,0
2026-07-21 02:32:54,7,33443,40960,27
2026-07-21 02:32:55,0,40154,40960,0
2026-07-21 02:32:55,1,8529,40960,9
2026-07-21 02:32:55,2,15685,40960,2
2026-07-21 02:32:55,3,24370,40960,0
2026-07-21 02:32:55,4,40260,40960,0
2026-07-21 02:32:55,5,20347,40960,0
2026-07-21 02:32:55,6,36030,40960,0
2026-07-21 02:32:55,7,33443,40960,23
2026-07-21 02:32:56,0,40062,40960,2
2026-07-21 02:32:56,1,8529,40960,0
2026-07-21 02:32:56,2,15685,40960,11
2026-07-21 02:32:56,3,24370,40960,0
2026-07-21 02:32:56,4,40260,40960,38
2026-07-21 02:32:56,5,20347,40960,0
2026-07-21 02:32:56,6,36030,40960,0
2026-07-21 02:32:56,7,33443,40960,27
2026-07-21 02:32:57,0,40062,40960,16
2026-07-21 02:32:57,1,8529,40960,2
2026-07-21 02:32:57,2,15685,40960,39
2026-07-21 02:32:57,3,24370,40960,4
2026-07-21 02:32:57,4,40260,40960,15
2026-07-21 02:32:57,5,20347,40960,0
2026-07-21 02:32:57,6,36030,40960,0
2026-07-21 02:32:57,7,33443,40960,19
2026-07-21 02:32:58,0,40062,40960,0
2026-07-21 02:32:58,1,8529,40960,39
2026-07-21 02:32:58,2,15685,40960,39
2026-07-21 02:32:58,3,24370,40960,0
2026-07-21 02:32:58,4,40260,40960,0
2026-07-21 02:32:58,5,20347,40960,0
2026-07-21 02:32:58,6,36030,40960,0
2026-07-21 02:32:58,7,33443,40960,1
2026-07-21 02:32:59,0,40062,40960,0
2026-07-21 02:32:59,1,8529,40960,39
2026-07-21 02:32:59,2,15685,40960,39
2026-07-21 02:32:59,3,24370,40960,0
2026-07-21 02:32:59,4,40260,40960,0
2026-07-21 02:32:59,5,20347,40960,0
2026-07-21 02:32:59,6,36030,40960,0
2026-07-21 02:32:59,7,33443,40960,15
2026-07-21 02:33:00,0,40062,40960,19
2026-07-21 02:33:00,1,8529,40960,3
2026-07-21 02:33:00,2,15685,40960,6
2026-07-21 02:33:00,3,24370,40960,0
2026-07-21 02:33:00,4,40260,40960,38
2026-07-21 02:33:00,5,20347,40960,0
2026-07-21 02:33:00,6,36030,40960,0
2026-07-21 02:33:00,7,33443,40960,0
2026-07-21 02:33:01,0,40062,40960,12
2026-07-21 02:33:01,1,8529,40960,40
2026-07-21 02:33:01,2,15685,40960,39
2026-07-21 02:33:01,3,24370,40960,0
2026-07-21 02:33:01,4,40260,40960,40
2026-07-21 02:33:01,5,20347,40960,0
2026-07-21 02:33:01,6,36030,40960,0
2026-07-21 02:33:01,7,33443,40960,29
2026-07-21 02:33:03,0,40062,40960,0
2026-07-21 02:33:03,1,8529,40960,2
2026-07-21 02:33:03,2,15685,40960,5
2026-07-21 02:33:03,3,24370,40960,0
2026-07-21 02:33:03,4,40260,40960,0
2026-07-21 02:33:03,5,20347,40960,0
2026-07-21 02:33:03,6,36030,40960,0
2026-07-21 02:33:03,7,33443,40960,18
2026-07-21 02:33:04,0,40062,40960,7
2026-07-21 02:33:04,1,8529,40960,5
2026-07-21 02:33:04,2,15685,40960,39
2026-07-21 02:33:04,3,24370,40960,5
2026-07-21 02:33:04,4,40260,40960,29
2026-07-21 02:33:04,5,20347,40960,0
2026-07-21 02:33:04,6,36030,40960,0
2026-07-21 02:33:04,7,33443,40960,18
2026-07-21 02:33:05,0,40062,40960,0
2026-07-21 02:33:05,1,8529,40960,11
2026-07-21 02:33:05,2,15685,40960,0
2026-07-21 02:33:05,3,24370,40960,0
2026-07-21 02:33:05,4,40260,40960,0
2026-07-21 02:33:05,5,20347,40960,0
2026-07-21 02:33:05,6,36030,40960,0
2026-07-21 02:33:05,7,33443,40960,10
2026-07-21 02:33:06,0,40062,40960,0
2026-07-21 02:33:06,1,8529,40960,0
2026-07-21 02:33:06,2,15685,40960,0
2026-07-21 02:33:06,3,24370,40960,39
2026-07-21 02:33:06,4,40260,40960,3
2026-07-21 02:33:06,5,20347,40960,0
2026-07-21 02:33:06,6,36030,40960,0
2026-07-21 02:33:06,7,33443,40960,18
2026-07-21 02:33:07,0,40062,40960,0
2026-07-21 02:33:07,1,8529,40960,0
2026-07-21 02:33:07,2,15685,40960,0
2026-07-21 02:33:07,3,24370,40960,1
2026-07-21 02:33:07,4,40260,40960,24
2026-07-21 02:33:07,5,20347,40960,0
2026-07-21 02:33:07,6,36030,40960,0
2026-07-21 02:33:07,7,33443,40960,58
2026-07-21 02:33:08,0,40062,40960,0
2026-07-21 02:33:08,1,8529,40960,5
2026-07-21 02:33:08,2,15685,40960,2
2026-07-21 02:33:08,3,24370,40960,27
2026-07-21 02:33:08,4,40260,40960,0
2026-07-21 02:33:08,5,20347,40960,0
2026-07-21 02:33:08,6,36030,40960,77
2026-07-21 02:33:08,7,33443,40960,14
2026-07-21 02:33:09,0,40062,40960,10
2026-07-21 02:33:09,1,8529,40960,24
2026-07-21 02:33:09,2,15685,40960,39
2026-07-21 02:33:09,3,24370,40960,0
2026-07-21 02:33:09,4,40260,40960,26
2026-07-21 02:33:09,5,20347,40960,0
2026-07-21 02:33:09,6,36030,40960,0
2026-07-21 02:33:09,7,33443,40960,49
2026-07-21 02:33:10,0,40158,40960,2
2026-07-21 02:33:10,1,8529,40960,2
2026-07-21 02:33:10,2,15685,40960,10
2026-07-21 02:33:10,3,24370,40960,1
2026-07-21 02:33:10,4,40260,40960,31
2026-07-21 02:33:10,5,20347,40960,0
2026-07-21 02:33:10,6,36030,40960,0
2026-07-21 02:33:10,7,33443,40960,4
2026-07-21 02:33:12,0,40158,40960,0
2026-07-21 02:33:12,1,8529,40960,40
2026-07-21 02:33:12,2,15685,40960,39
2026-07-21 02:33:12,3,24370,40960,0
2026-07-21 02:33:12,4,40260,40960,11
2026-07-21 02:33:12,5,20347,40960,0
2026-07-21 02:33:12,6,36030,40960,0
2026-07-21 02:33:12,7,33443,40960,4
2026-07-21 02:33:13,0,40158,40960,7
2026-07-21 02:33:13,1,8529,40960,13
2026-07-21 02:33:13,2,15685,40960,39
2026-07-21 02:33:13,3,24370,40960,13
2026-07-21 02:33:13,4,40260,40960,0
2026-07-21 02:33:13,5,20347,40960,0
2026-07-21 02:33:13,6,36030,40960,0
2026-07-21 02:33:13,7,33443,40960,1
2026-07-21 02:33:14,0,40158,40960,12
2026-07-21 02:33:14,1,8529,40960,0
2026-07-21 02:33:14,2,15685,40960,15
2026-07-21 02:33:14,3,24370,40960,0
2026-07-21 02:33:14,4,40260,40960,34
2026-07-21 02:33:14,5,20347,40960,0
2026-07-21 02:33:14,6,36030,40960,0
2026-07-21 02:33:14,7,33443,40960,3
2026-07-21 02:33:15,0,40158,40960,0
2026-07-21 02:33:15,1,8529,40960,15
2026-07-21 02:33:15,2,15685,40960,16
2026-07-21 02:33:15,3,24370,40960,0
2026-07-21 02:33:15,4,40260,40960,43
2026-07-21 02:33:15,5,20347,40960,0
2026-07-21 02:33:15,6,36030,40960,0
2026-07-21 02:33:15,7,33443,40960,1
2026-07-21 02:33:16,0,40158,40960,0
2026-07-21 02:33:16,1,8529,40960,16
2026-07-21 02:33:16,2,15685,40960,0
2026-07-21 02:33:16,3,24370,40960,39
2026-07-21 02:33:16,4,40260,40960,0
2026-07-21 02:33:16,5,20347,40960,0
2026-07-21 02:33:16,6,36030,40960,0
2026-07-21 02:33:16,7,33443,40960,0
2026-07-21 02:33:17,0,40158,40960,0
2026-07-21 02:33:17,1,8529,40960,16
2026-07-21 02:33:17,2,15685,40960,0
2026-07-21 02:33:17,3,24370,40960,8
2026-07-21 02:33:17,4,40260,40960,42
2026-07-21 02:33:17,5,20347,40960,0
2026-07-21 02:33:17,6,36030,40960,0
2026-07-21 02:33:17,7,33443,40960,0
