timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent
2026-07-21 02:31:59,0,40326,40960,33
2026-07-21 02:31:59,1,8529,40960,38
2026-07-21 02:31:59,2,15685,40960,22
2026-07-21 02:31:59,3,24370,40960,0
2026-07-21 02:31:59,4,40380,40960,52
2026-07-21 02:31:59,5,20347,40960,0
2026-07-21 02:31:59,6,36030,40960,0
2026-07-21 02:31:59,7,33443,40960,39
2026-07-21 02:32:00,0,40326,40960,6
2026-07-21 02:32:00,1,8529,40960,40
2026-07-21 02:32:00,2,15685,40960,21
2026-07-21 02:32:00,3,24370,40960,22
2026-07-21 02:32:00,4,40380,40960,43
2026-07-21 02:32:00,5,20347,40960,0
2026-07-21 02:32:00,6,36030,40960,0
2026-07-21 02:32:00,7,33443,40960,20
2026-07-21 02:32:02,0,40326,40960,43
2026-07-21 02:32:02,1,8529,40960,0
2026-07-21 02:32:02,2,15685,40960,16
2026-07-21 02:32:02,3,24370,40960,39
2026-07-21 02:32:02,4,40380,40960,47
2026-07-21 02:32:02,5,20347,40960,0
2026-07-21 02:32:02,6,36030,40960,0
2026-07-21 02:32:02,7,33443,40960,40
2026-07-21 02:32:03,0,40366,40960,54
2026-07-21 02:32:03,1,8529,40960,40
2026-07-21 02:32:03,2,15685,40960,16
2026-07-21 02:32:03,3,24370,40960,39
2026-07-21 02:32:03,4,40380,40960,62
2026-07-21 02:32:03,5,20347,40960,0
2026-07-21 02:32:03,6,36030,40960,0
2026-07-21 02:32:03,7,33443,40960,26
2026-07-21 02:32:04,0,40366,40960,31
2026-07-21 02:32:04,1,8529,40960,16
2026-07-21 02:32:04,2,15685,40960,39
2026-07-21 02:32:04,3,24370,40960,0
2026-07-21 02:32:04,4,40380,40960,28
2026-07-21 02:32:04,5,20347,40960,0
2026-07-21 02:32:04,6,36030,40960,0
2026-07-21 02:32:04,7,33443,40960,30
2026-07-21 02:32:05,0,40366,40960,0
2026-07-21 02:32:05,1,8529,40960,15
2026-07-21 02:32:05,2,15685,40960,15
2026-07-21 02:32:05,3,24370,40960,0
2026-07-21 02:32:05,4,40380,40960,0
2026-07-21 02:32:05,5,20347,40960,0
2026-07-21 02:32:05,6,36030,40960,0
2026-07-21 02:32:05,7,33443,40960,22
2026-07-21 02:32:06,0,40366,40960,2
2026-07-21 02:32:06,1,8529,40960,5
2026-07-21 02:32:06,2,15685,40960,2
2026-07-21 02:32:06,3,24370,40960,0
2026-07-21 02:32:06,4,40380,40960,30
2026-07-21 02:32:06,5,20347,40960,0
2026-07-21 02:32:06,6,36030,40960,0
2026-07-21 02:32:06,7,33443,40960,35
2026-07-21 02:32:07,0,40366,40960,0
2026-07-21 02:32:07,1,8529,40960,40
2026-07-21 02:32:07,2,15685,40960,0
2026-07-21 02:32:07,3,24370,40960,0
2026-07-21 02:32:07,4,40380,40960,0
2026-07-21 02:32:07,5,20347,40960,0
2026-07-21 02:32:07,6,36030,40960,0
2026-07-21 02:32:07,7,33443,40960,25
2026-07-21 02:32:08,0,40366,40960,9
2026-07-21 02:32:08,1,8529,40960,2
2026-07-21 02:32:08,2,15685,40960,39
2026-07-21 02:32:08,3,24370,40960,9
2026-07-21 02:32:08,4,40380,40960,43
2026-07-21 02:32:08,5,20347,40960,0
2026-07-21 02:32:08,6,36030,40960,0
2026-07-21 02:32:08,7,33443,40960,41
2026-07-21 02:32:09,0,40366,40960,57
2026-07-21 02:32:09,1,8529,40960,39
2026-07-21 02:32:09,2,15685,40960,0
2026-07-21 02:32:09,3,24370,40960,39
2026-07-21 02:32:09,4,40380,40960,32
2026-07-21 02:32:09,5,20347,40960,0
2026-07-21 02:32:09,6,36030,40960,0
2026-07-21 02:32:09,7,33443,40960,35
2026-07-21 02:32:11,0,40190,40960,46
2026-07-21 02:32:11,1,8529,40960,40
2026-07-21 02:32:11,2,15685,40960,1
2026-07-21 02:32:11,3,24370,40960,4
2026-07-21 02:32:11,4,40380,40960,30
2026-07-21 02:32:11,5,20347,40960,0
2026-07-21 02:32:11,6,36030,40960,0
2026-07-21 02:32:11,7,33443,40960,33
2026-07-21 02:32:12,0,40190,40960,0
2026-07-21 02:32:12,1,8529,40960,39
2026-07-21 02:32:12,2,15685,40960,0
2026-07-21 02:32:12,3,24370,40960,1
2026-07-21 02:32:12,4,40380,40960,41
2026-07-21 02:32:12,5,20347,40960,0
2026-07-21 02:32:12,6,36030,40960,0
2026-07-21 02:32:12,7,33443,40960,31
2026-07-21 02:32:13,0,40190,40960,23
2026-07-21 02:32:13,1,8529,40960,39
2026-07-21 02:32:13,2,15685,40960,8
2026-07-21 02:32:13,3,24370,40960,0
2026-07-21 02:32:13,4,40380,40960,28
2026-07-21 02:32:13,5,20347,40960,0
2026-07-21 02:32:13,6,36030,40960,0
2026-07-21 02:32:13,7,33443,40960,34
2026-07-21 02:32:14,0,40190,40960,1
2026-07-21 02:32:14,1,8529,40960,3
2026-07-21 02:32:14,2,15685,40960,2
2026-07-21 02:32:14,3,24370,40960,0
2026-07-21 02:32:14,4,40380,40960,11
2026-07-21 02:32:14,5,20347,40960,0
2026-07-21 02:32:14,6,36030,40960,0
2026-07-21 02:32:14,7,33443,40960,21
2026-07-21 02:32:15,0,40190,40960,0
2026-07-21 02:32:15,1,8529,40960,0
2026-07-21 02:32:15,2,15685,40960,0
2026-07-21 02:32:15,3,24370,40960,17
2026-07-21 02:32:15,4,40380,40960,0
2026-07-21 02:32:15,5,20347,40960,0
2026-07-21 02:32:15,6,36030,40960,0
2026-07-21 02:32:15,7,33443,40960,12
2026-07-21 02:32:16,0,40190,40960,32
2026-07-21 02:32:16,1,8529,40960,38
2026-07-21 02:32:16,2,15685,40960,39
2026-07-21 02:32:16,3,24370,40960,0
2026-07-21 02:32:16,4,40380,40960,34
2026-07-21 02:32:16,5,20347,40960,0
2026-07-21 02:32:16,6,36030,40960,0
2026-07-21 02:32:16,7,33443,40960,38
2026-07-21 02:32:17,0,40190,40960,0
2026-07-21 02:32:17,1,8529,40960,0
2026-07-21 02:32:17,2,15685,40960,0
2026-07-21 02:32:17,3,24370,40960,39
2026-07-21 02:32:17,4,40380,40960,0
2026-07-21 02:32:17,5,20347,40960,0
2026-07-21 02:32:17,6,36030,40960,0
2026-07-21 02:32:17,7,33443,40960,27
2026-07-21 02:32:18,0,40126,40960,66
2026-07-21 02:32:18,1,8529,40960,39
2026-07-21 02:32:18,2,15685,40960,31
2026-07-21 02:32:18,3,24370,40960,16
2026-07-21 02:32:18,4,40380,40960,38
2026-07-21 02:32:18,5,20347,40960,0
2026-07-21 02:32:18,6,36030,40960,0
2026-07-21 02:32:18,7,33443,40960,24
2026-07-21 02:32:20,0,40126,40960,60
2026-07-21 02:32:20,1,8529,40960,0
2026-07-21 02:32:20,2,15685,40960,0
2026-07-21 02:32:20,3,24370,40960,35
2026-07-21 02:32:20,4,40380,40960,56
2026-07-21 02:32:20,5,20347,40960,0
2026-07-21 02:32:20,6,36030,40960,0
2026-07-21 02:32:20,7,33443,40960,46
2026-07-21 02:32:21,0,39906,40960,5
2026-07-21 02:32:21,1,8529,40960,0
2026-07-21 02:32:21,2,15685,40960,8
2026-07-21 02:32:21,3,24370,40960,36
2026-07-21 02:32:21,4,40380,40960,48
2026-07-21 02:32:21,5,20347,40960,0
2026-07-21 02:32:21,6,36030,40960,0
2026-07-21 02:32:21,7,33443,40960,23
2026-07-21 02:32:22,0,39906,40960,9
2026-07-21 02:32:22,1,8529,40960,4
2026-07-21 02:32:22,2,15685,40960,2
2026-07-21 02:32:22,3,24370,40960,0
2026-07-21 02:32:22,4,40380,40960,33
2026-07-21 02:32:22,5,20347,40960,0
2026-07-21 02:32:22,6,36030,40960,0
2026-07-21 02:32:22,7,33443,40960,27
2026-07-21 02:32:23,0,39906,40960,26
2026-07-21 02:32:23,1,8529,40960,16
2026-07-21 02:32:23,2,15685,40960,0
2026-07-21 02:32:23,3,24370,40960,0
2026-07-21 02:32:23,4,40380,40960,16
2026-07-21 02:32:23,5,20347,40960,0
2026-07-21 02:32:23,6,36030,40960,0
2026-07-21 02:32:23,7,33443,40960,45
2026-07-21 02:32:24,0,40162,40960,20
2026-07-21 02:32:24,1,8529,40960,39
2026-07-21 02:32:24,2,15685,40960,37
2026-07-21 02:32:24,3,24370,40960,0
2026-07-21 02:32:24,4,40380,40960,57
2026-07-21 02:32:24,5,20347,40960,0
2026-07-21 02:32:24,6,36030,40960,0
2026-07-21 02:32:24,7,33443,40960,30
2026-07-21 02:32:25,0,40162,40960,0
2026-07-21 02:32:25,1,8529,40960,0
2026-07-21 02:32:25,2,15685,40960,16
2026-07-21 02:32:25,3,24370,40960,39
2026-07-21 02:32:25,4,40380,40960,0
2026-07-21 02:32:25,5,20347,40960,0
2026-07-21 02:32:25,6,36030,40960,0
2026-07-21 02:32:25,7,33443,40960,26
2026-07-21 02:32:26,0,40162,40960,0
2026-07-21 02:32:26,1,8529,40960,10
2026-07-21 02:32:26,2,15685,40960,14
2026-07-21 02:32:26,3,24370,40960,0
2026-07-21 02:32:26,4,40380,40960,0
2026-07-21 02:32:26,5,20347,40960,0
2026-07-21 02:32:26,6,36030,40960,0
2026-07-21 02:32:26,7,33443,40960,44
2026-07-21 02:32:27,0,40162,40960,14
2026-07-21 02:32:27,1,8529,40960,2
2026-07-21 02:32:27,2,15685,40960,39
2026-07-21 02:32:27,3,24370,40960,34
2026-07-21 02:32:27,4,40380,40960,41
2026-07-21 02:32:27,5,20347,40960,0
2026-07-21 02:32:27,6,36030,40960,0
2026-07-21 02:32:27,7,33443,40960,31
2026-07-21 02:32:29,0,40374,40960,13
2026-07-21 02:32:29,1,8529,40960,16
2026-07-21 02:32:29,2,15685,40960,0
2026-07-21 02:32:29,3,24370,40960,0
2026-07-21 02:32:29,4,40380,40960,11
2026-07-21 02:32:29,5,20347,40960,0
2026-07-21 02:32:29,6,36030,40960,0
2026-07-21 02:32:29,7,33443,40960,38
2026-07-21 02:32:30,0,40374,40960,1
2026-07-21 02:32:30,1,8529,40960,16
2026-07-21 02:32:30,2,15685,40960,2
2026-07-21 02:32:30,3,24370,40960,39
2026-07-21 02:32:30,4,40380,40960,40
2026-07-21 02:32:30,5,20347,40960,0
2026-07-21 02:32:30,6,36030,40960,0
2026-07-21 02:32:30,7,33443,40960,34
2026-07-21 02:32:31,0,40374,40960,0
2026-07-21 02:32:31,1,8529,40960,29
2026-07-21 02:32:31,2,15685,40960,39
2026-07-21 02:32:31,3,24370,40960,0
2026-07-21 02:32:31,4,40380,40960,0
2026-07-21 02:32:31,5,20347,40960,0
2026-07-21 02:32:31,6,36030,40960,0
2026-07-21 02:32:31,7,33443,40960,21
2026-07-21 02:32:32,0,40374,40960,0
2026-07-21 02:32:32,1,8529,40960,15
2026-07-21 02:32:32,2,15685,40960,0
2026-07-21 02:32:32,3,24370,40960,39
2026-07-21 02:32:32,4,40380,40960,0
2026-07-21 02:32:32,5,20347,40960,0
2026-07-21 02:32:32,6,36030,40960,0
2026-07-21 02:32:32,7,33443,40960,2
2026-07-21 02:32:33,0,40352,40960,17
2026-07-21 02:32:33,1,8529,40960,3
2026-07-21 02:32:33,2,15685,40960,27
2026-07-21 02:32:33,3,24370,40960,100
2026-07-21 02:32:33,4,40380,40960,49
2026-07-21 02:32:33,5,20347,40960,0
2026-07-21 02:32:33,6,36030,40960,0
2026-07-21 02:32:33,7,33443,40960,43
2026-07-21 02:32:34,0,40352,40960,6
2026-07-21 02:32:34,1,8529,40960,17
2026-07-21 02:32:34,2,15685,40960,4
2026-07-21 02:32:34,3,24370,40960,13
2026-07-21 02:32:34,4,40380,40960,43
2026-07-21 02:32:34,5,20347,40960,0
2026-07-21 02:32:34,6,36030,40960,0
2026-07-21 02:32:34,7,33443,40960,32
2026-07-21 02:32:35,0,40250,40960,19
2026-07-21 02:32:35,1,8529,40960,2
2026-07-21 02:32:35,2,15685,40960,3
2026-07-21 02:32:35,3,24370,40960,33
2026-07-21 02:32:35,4,40380,40960,50
2026-07-21 02:32:35,5,20347,40960,0
2026-07-21 02:32:35,6,36030,40960,0
2026-07-21 02:32:35,7,33443,40960,38
2026-07-21 02:32:36,0,40250,40960,0
2026-07-21 02:32:36,1,8529,40960,30
2026-07-21 02:32:36,2,15685,40960,39
2026-07-21 02:32:36,3,24370,40960,39
2026-07-21 02:32:36,4,40380,40960,0
2026-07-21 02:32:36,5,20347,40960,0
2026-07-21 02:32:36,6,36030,40960,0
2026-07-21 02:32:36,7,33443,40960,21
2026-07-21 02:32:38,0,40250,40960,0
2026-07-21 02:32:38,1,8529,40960,4
2026-07-21 02:32:38,2,15685,40960,35
2026-07-21 02:32:38,3,24370,40960,39
2026-07-21 02:32:38,4,40380,40960,0
2026-07-21 02:32:38,5,20347,40960,0
2026-07-21 02:32:38,6,36030,40960,0
2026-07-21 02:32:38,7,33443,40960,31
2026-07-21 02:32:39,0,40154,40960,22
2026-07-21 02:32:39,1,8529,40960,0
2026-07-21 02:32:39,2,15685,40960,0
2026-07-21 02:32:39,3,24370,40960,22
2026-07-21 02:32:39,4,40380,40960,46
2026-07-21 02:32:39,5,20347,40960,0
2026-07-21 02:32:39,6,36030,40960,0
2026-07-21 02:32:39,7,33443,40960,43
2026-07-21 02:32:40,0,40154,40960,0
2026-07-21 02:32:40,1,8529,40960,39
2026-07-21 02:32:40,2,15685,40960,0
2026-07-21 02:32:40,3,24370,40960,0
2026-07-21 02:32:40,4,40380,40960,0
2026-07-21 02:32:40,5,20347,40960,0
2026-07-21 02:32:40,6,36030,40960,0
2026-07-21 02:32:40,7,33443,40960,21
2026-07-21 02:32:41,0,40154,40960,0
2026-07-21 02:32:41,1,8529,40960,2
2026-07-21 02:32:41,2,15685,40960,2
2026-07-21 02:32:41,3,24370,40960,1
2026-07-21 02:32:41,4,40380,40960,0
2026-07-21 02:32:41,5,20347,40960,0
2026-07-21 02:32:41,6,36030,40960,0
2026-07-21 02:32:41,7,33443,40960,11
2026-07-21 02:32:42,0,40154,40960,0
2026-07-21 02:32:42,1,8529,40960,11
2026-07-21 02:32:42,2,15685,40960,0
2026-07-21 02:32:42,3,24370,40960,27
2026-07-21 02:32:42,4,40380,40960,0
2026-07-21 02:32:42,5,20347,40960,0
2026-07-21 02:32:42,6,36030,40960,0
2026-07-21 02:32:42,7,33443,40960,35
2026-07-21 02:32:43,0,40154,40960,0
2026-07-21 02:32:43,1,8529,40960,16
2026-07-21 02:32:43,2,15685,40960,39
2026-07-21 02:32:43,3,24370,40960,39
2026-07-21 02:32:43,4,40380,40960,0
2026-07-21 02:32:43,5,20347,40960,0
2026-07-21 02:32:43,6,36030,40960,0
2026-07-21 02:32:43,7,33443,40960,51
2026-07-21 02:32:45,0,40154,40960,5
2026-07-21 02:32:45,1,8529,40960,3
2026-07-21 02:32:45,2,15685,40960,1
2026-07-21 02:32:45,3,24370,40960,1
2026-07-21 02:32:45,4,40380,40960,31
2026-07-21 02:32:45,5,20347,40960,0
2026-07-21 02:32:45,6,36030,40960,0
2026-07-21 02:32:45,7,33443,40960,24
2026-07-21 02:32:46,0,40154,40960,11
2026-07-21 02:32:46,1,8529,40960,23
2026-07-21 02:32:46,2,15685,40960,5
2026-07-21 02:32:46,3,24370,40960,39
2026-07-21 02:32:46,4,40260,40960,42
2026-07-21 02:32:46,5,20347,40960,0
2026-07-21 02:32:46,6,36030,40960,0
2026-07-21 02:32:46,7,33443,40960,32
2026-07-21 02:32:47,0,40154,40960,0
2026-07-21 02:32:47,1,8529,40960,2
2026-07-21 02:32:47,2,15685,40960,2
2026-07-21 02:32:47,3,24370,40960,28
2026-07-21 02:32:47,4,40260,40960,0
2026-07-21 02:32:47,5,20347,40960,0
2026-07-21 02:32:47,6,36030,40960,0
2026-07-21 02:32:47,7,33443,40960,20
2026-07-21 02:32:48,0,40154,40960,0
2026-07-21 02:32:48,1,8529,40960,39
2026-07-21 02:32:48,2,15685,40960,35
2026-07-21 02:32:48,3,24370,40960,5
2026-07-21 02:32:48,4,40260,40960,0
2026-07-21 02:32:48,5,20347,40960,0
2026-07-21 02:32:48,6,36030,40960,0
2026-07-21 02:32:48,7,33443,40960,27
2026-07-21 02:32:49,0,40154,40960,5
2026-07-21 02:32:49,1,8529,40960,0
2026-07-21 02:32:49,2,15685,40960,0
2026-07-21 02:32:49,3,24370,40960,10
2026-07-21 02:32:49,4,40260,40960,13
2026-07-21 02:32:49,5,20347,40960,0
2026-07-21 02:32:49,6,36030,40960,0
2026-07-21 02:32:49,7,33443,40960,38
2026-07-21 02:32:50,0,40154,40960,0
2026-07-21 02:32:50,1,8529,40960,9
