timestamp,physical_gpu,device_visible_index,total_used_mib,total_mib,utilization_gpu_percent,train_pid_used_mib
2026-07-21 06:12:25,1,0,8529,40960,40,0,,
2026-07-21 06:12:26,1,0,8529,40960,39,0,,
2026-07-21 06:12:28,1,0,8529,40960,16,0,,
2026-07-21 06:12:29,1,0,8529,40960,16,0,,
2026-07-21 06:12:30,1,0,8529,40960,2,0,,
2026-07-21 06:12:31,1,0,8529,40960,13,0,,
2026-07-21 06:12:32,1,0,8529,40960,0,0,,
2026-07-21 06:12:34,1,0,8529,40960,8,0,,
2026-07-21 06:12:35,1,0,8529,40960,1,0,,
2026-07-21 06:12:36,1,0,8529,40960,6,0,,
2026-07-21 06:12:37,1,0,8529,40960,5,0,,
2026-07-21 06:12:38,1,0,8529,40960,15,0,,
2026-07-21 06:12:40,1,0,8529,40960,0,0,,
2026-07-21 06:12:41,1,0,8529,40960,40,0,,
2026-07-21 06:12:42,1,0,8529,40960,38,0,,
2026-07-21 06:12:43,1,0,8529,40960,0,0,,
2026-07-21 06:12:45,1,0,8529,40960,0,0,,
2026-07-21 06:12:46,1,0,8529,40960,5,0,,
2026-07-21 06:12:47,1,0,8529,40960,0,0,,
2026-07-21 06:12:48,1,0,8529,40960,5,0,,
2026-07-21 06:12:49,1,0,8529,40960,40,0,,
2026-07-21 06:12:51,1,0,8529,40960,20,0,,
2026-07-21 06:12:52,1,0,8529,40960,13,0,,
2026-07-21 06:12:53,1,0,8529,40960,16,0,,
2026-07-21 06:12:54,1,0,8529,40960,40,0,,
2026-07-21 06:12:55,1,0,8529,40960,40,0,,
2026-07-21 06:12:57,1,0,8529,40960,34,0,,
2026-07-21 06:12:58,1,0,8529,40960,40,0,,
2026-07-21 06:12:59,1,0,8529,40960,2,0,,
2026-07-21 06:13:01,1,0,8529,40960,9,0,,
2026-07-21 06:13:02,1,0,8529,40960,2,0,,
2026-07-21 06:13:03,1,0,8529,40960,0,0,,
2026-07-21 06:13:04,1,0,8951,40960,5,416,,
2026-07-21 06:13:05,1,0,9029,40960,39,494,,
2026-07-21 06:13:07,1,0,9069,40960,32,534,,
2026-07-21 06:13:08,1,0,9101,40960,2,568,,
2026-07-21 06:13:09,1,0,9105,40960,3,576,,
2026-07-21 06:13:10,1,0,9135,40960,21,600,,
2026-07-21 06:13:11,1,0,9139,40960,17,620,,
2026-07-21 06:13:13,1,0,9171,40960,8,636,,
2026-07-21 06:13:14,1,0,9195,40960,42,660,,
2026-07-21 06:13:15,1,0,9197,40960,2,662,,
2026-07-21 06:13:16,1,0,9219,40960,17,686,,
2026-07-21 06:13:17,1,0,9277,40960,19,742,,
2026-07-21 06:13:18,1,0,9301,40960,4,772,,
2026-07-21 06:13:20,1,0,9353,40960,5,818,,
2026-07-21 06:13:21,1,0,9393,40960,5,858,,
2026-07-21 06:13:22,1,0,9395,40960,0,860,,
2026-07-21 06:13:23,1,0,9397,40960,0,862,,
2026-07-21 06:13:24,1,0,9403,40960,0,868,,
2026-07-21 06:13:26,1,0,9415,40960,6,880,,
2026-07-21 06:13:27,1,0,9455,40960,38,920,,
2026-07-21 06:13:28,1,0,9471,40960,6,936,,
2026-07-21 06:13:29,1,0,9473,40960,11,944,,
2026-07-21 06:13:30,1,0,9491,40960,3,956,,
2026-07-21 06:13:31,1,0,9511,40960,42,986,,
2026-07-21 06:13:33,1,0,9595,40960,35,1078,,
2026-07-21 06:13:34,1,0,9641,40960,1,1106,,
2026-07-21 06:13:35,1,0,9713,40960,4,1178,,
2026-07-21 06:13:36,1,0,9713,40960,0,1178,,
2026-07-21 06:13:37,1,0,9731,40960,1,1196,,
2026-07-21 06:13:39,1,0,9737,40960,14,1202,,
2026-07-21 06:13:40,1,0,9747,40960,16,1212,,
2026-07-21 06:13:41,1,0,9771,40960,0,1236,,
2026-07-21 06:13:42,1,0,9771,40960,0,1236,,
2026-07-21 06:13:43,1,0,9771,40960,2,1236,,
2026-07-21 06:13:45,1,0,9771,40960,0,1236,,
2026-07-21 06:13:46,1,0,9771,40960,5,1236,,
2026-07-21 06:13:47,1,0,9771,40960,18,1236,,
2026-07-21 06:13:48,1,0,9771,40960,40,1236,,
2026-07-21 06:13:49,1,0,9771,40960,37,1236,,
2026-07-21 06:13:51,1,0,9771,40960,33,1236,,
2026-07-21 06:13:52,1,0,9771,40960,1,1236,,
2026-07-21 06:13:53,1,0,9787,40960,44,1252,,
2026-07-21 06:13:54,1,0,9819,40960,3,1284,,
2026-07-21 06:13:55,1,0,9851,40960,1,1328,,
2026-07-21 06:13:56,1,0,9873,40960,2,1344,,
2026-07-21 06:13:58,1,0,9907,40960,39,1372,,
2026-07-21 06:13:59,1,0,9919,40960,40,1384,,
2026-07-21 06:14:00,1,0,9997,40960,11,1462,,
2026-07-21 06:14:01,1,0,10043,40960,0,1508,,
2026-07-21 06:14:02,1,0,10081,40960,8,1546,,
2026-07-21 06:14:04,1,0,10127,40960,14,1592,,
2026-07-21 06:14:05,1,0,10225,40960,3,1690,,
