episode_id,step,node_before,node_after,classification,edge_id,edge_type,edge_index,cost_before,cost_after,t0_ns,t1_ns,available_at_ns,distance_before,distance_after,loss_episode_id,recovery_completed,recovered_loss_episode_id,a_valid,b_valid,success_after,success_before,terminal_before,terminal_after,product_before,product_after,tick_before,tick_after
P1V5_F01_920001__R1_clean_transport_success,47,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,2400000000,2450000000,2450000000,0.0004609316302679467,0.0,,False,,,,True,False,False,False,,,48,49
P1V5_F01_920001__R2_loss_at_40pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.5709234867516214,0.5685292086396383,P1V5_F01_920001__R2_loss_at_40pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F01_920001__R2_loss_at_40pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.005531162073758028,0.0038718134516305984,,False,,,,False,False,False,False,,,91,92
P1V5_F01_920001__R2_loss_at_40pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.00045551498077086005,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F01_920001__R3_loss_at_80pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.3571377559309453,0.3546354329779053,P1V5_F01_920001__R3_loss_at_80pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F01_920001__R3_loss_at_80pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.0034597926330357416,0.0024218548431250804,,False,,,,False,False,False,False,,,91,92
P1V5_F01_920001__R3_loss_at_80pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.0002849288004388544,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.5709234867516214,0.5685292086396383,P1V5_F01_920001__R4_three_cycles_at_40pct_then_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.35863720994438414,0.35863720994438414,,False,,,,False,False,False,False,,,98,99
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.5702231690716213,0.5678285755600683,P1V5_F01_920001__R4_three_cycles_at_40pct_then_success:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.35859527550131376,0.35859527550131376,,False,,,,False,False,False,False,,,180,181
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.5702230349107027,0.5678284413386794,P1V5_F01_920001__R4_three_cycles_at_40pct_then_success:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,262,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,13150000000,13200000000,13200000000,0.003474394060155802,0.0024320758421090168,,False,,,,False,False,False,False,,,263,264
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,269,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,13500000000,13550000000,13550000000,0.00028613129074840817,0.0,,False,,,,True,False,False,False,,,270,271
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.3571377559309453,0.3546354329779053,P1V5_F01_920001__R5_three_cycles_at_80pct_then_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.12811145109155037,0.12811145109155037,,False,,,,False,False,False,False,,,98,99
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.3557690662989887,0.3532658646321967,P1V5_F01_920001__R5_three_cycles_at_80pct_then_success:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.12802553769493583,0.12802553769493583,,False,,,,False,False,False,False,,,180,181
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.35576880418119056,0.35326560234609156,P1V5_F01_920001__R5_three_cycles_at_80pct_then_success:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,262,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,13150000000,13200000000,13200000000,0.0012404266059355352,0.0008682986241548526,,False,,,,False,False,False,False,,,263,264
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,269,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,13500000000,13550000000,13550000000,0.00010215446483328207,0.0,,False,,,,True,False,False,False,,,270,271
P1V5_F01_920001__R6_three_closed_cycles_then_stop,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.5709234867516214,0.5685292086396383,P1V5_F01_920001__R6_three_closed_cycles_then_stop:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F01_920001__R6_three_closed_cycles_then_stop,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.35863720994438414,0.35863720994438414,,False,,,,False,False,False,False,,,98,99
P1V5_F01_920001__R6_three_closed_cycles_then_stop,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.5702231690716213,0.5678285755600683,P1V5_F01_920001__R6_three_closed_cycles_then_stop:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F01_920001__R6_three_closed_cycles_then_stop,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.35859527550131376,0.35859527550131376,,False,,,,False,False,False,False,,,180,181
P1V5_F01_920001__R6_three_closed_cycles_then_stop,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.5702230349107027,0.5678284413386794,P1V5_F01_920001__R6_three_closed_cycles_then_stop:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F02_920002__R1_clean_transport_success,40,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,2050000000,2100000000,2100000000,0.004658615166172719,0.0032610306163209923,,False,,,,False,False,False,False,,,41,42
P1V5_F02_920002__R1_clean_transport_success,47,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,2400000000,2450000000,2450000000,0.0003836569909796417,0.0,,False,,,,True,False,False,False,,,48,49
P1V5_F02_920002__R2_loss_at_40pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.2613792226739051,0.2603950894869312,P1V5_F02_920002__R2_loss_at_40pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F02_920002__R2_loss_at_40pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.0025322854159116575,0.0017725997911382022,,False,,,,False,False,False,False,,,91,92
P1V5_F02_920002__R2_loss_at_40pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.0002085445928276848,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F02_920002__R3_loss_at_80pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.20469381896839628,0.20187596665830476,P1V5_F02_920002__R3_loss_at_80pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F02_920002__R3_loss_at_80pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.001982716678816289,0.001387901675171395,,False,,,,False,False,False,False,,,91,92
P1V5_F02_920002__R3_loss_at_80pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.00016328524418222307,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.2613792226739051,0.2603950894869312,P1V5_F02_920002__R4_three_cycles_at_40pct_then_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.2815536697319755,0.2815536697319755,,False,,,,False,False,False,False,,,98,99
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.26099377209908126,0.2600034697942953,P1V5_F02_920002__R4_three_cycles_at_40pct_then_success:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.2815155740089777,0.2815155740089777,,False,,,,False,False,False,False,,,180,181
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.2609936983613808,0.2600033948733503,P1V5_F02_920002__R4_three_cycles_at_40pct_then_success:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,262,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,13150000000,13200000000,13200000000,0.0027275764672753202,0.0019093035270927464,,False,,,,False,False,False,False,,,263,264
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,269,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,13500000000,13550000000,13550000000,0.00022462765065906697,0.0,,False,,,,True,False,False,False,,,270,271
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.20469381896839628,0.20187596665830476,P1V5_F02_920002__R5_three_cycles_at_80pct_then_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,85,in_transit,success,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.0,4300000000,4350000000,4350000000,0.09007155320043875,0.0,,False,,,,True,False,False,False,,,86,87
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,97,success,grasped,GRAPH_FORBIDDEN,,none,9,0.0,0.5,4900000000,4950000000,4950000000,0.0,0.030894542747750536,,False,,,,False,True,False,False,,,98,99
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.20487765604462588,0.20204900558735212,P1V5_F02_920002__R5_three_cycles_at_80pct_then_success:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,167,in_transit,success,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.0,8400000000,8450000000,8450000000,0.08998033865998936,0.0,,False,,,,True,False,False,False,,,168,169
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,179,success,grasped,GRAPH_FORBIDDEN,,none,9,0.0,0.5,9000000000,9050000000,9050000000,0.0,0.030863256160376447,,False,,,,False,True,False,False,,,180,181
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.2048776562914633,0.20204900582028293,P1V5_F02_920002__R5_three_cycles_at_80pct_then_success:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,262,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,13150000000,13200000000,13200000000,0.0008718105957370901,0.0006102674170159851,,False,,,,False,False,False,False,,,263,264
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,269,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,13500000000,13550000000,13550000000,7.179735134464923e-05,0.0,,False,,,,True,False,False,False,,,270,271
P1V5_F02_920002__R6_three_closed_cycles_then_stop,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.2613792226739051,0.2603950894869312,P1V5_F02_920002__R6_three_closed_cycles_then_stop:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F02_920002__R6_three_closed_cycles_then_stop,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.2815536697319755,0.2815536697319755,,False,,,,False,False,False,False,,,98,99
P1V5_F02_920002__R6_three_closed_cycles_then_stop,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.26099377209908126,0.2600034697942953,P1V5_F02_920002__R6_three_closed_cycles_then_stop:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F02_920002__R6_three_closed_cycles_then_stop,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.2815155740089777,0.2815155740089777,,False,,,,False,False,False,False,,,180,181
P1V5_F02_920002__R6_three_closed_cycles_then_stop,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.2609936983613808,0.2600033948733503,P1V5_F02_920002__R6_three_closed_cycles_then_stop:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F03_920003__R1_clean_transport_success,40,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,2050000000,2100000000,2100000000,0.005052234166516345,0.0035365639165614304,,False,,,,False,False,False,False,,,41,42
P1V5_F03_920003__R1_clean_transport_success,47,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,2400000000,2450000000,2450000000,0.0004160732082195695,0.0,,False,,,,True,False,False,False,,,48,49
P1V5_F03_920003__R2_loss_at_40pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.4763801590352273,0.474359655166221,P1V5_F03_920003__R2_loss_at_40pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F03_920003__R2_loss_at_40pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.0046152124517271605,0.0032306487162090517,,False,,,,False,False,False,False,,,91,92
P1V5_F03_920003__R2_loss_at_40pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.00038008259081337046,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F03_920003__R3_loss_at_80pct_recover_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.3103919881359697,0.30800540545631516,P1V5_F03_920003__R3_loss_at_80pct_recover_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F03_920003__R3_loss_at_80pct_recover_success,90,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,4550000000,4600000000,4600000000,0.0030068995580648317,0.0021048296906453663,,False,,,,False,False,False,False,,,91,92
P1V5_F03_920003__R3_loss_at_80pct_recover_success,97,grasped,success,GRAPH_FORBIDDEN,,none,9,0.5,0.0,4900000000,4950000000,4950000000,0.00024763110827478335,0.0,,False,,,,True,False,False,False,,,98,99
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,65,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,3300000000,3350000000,3350000000,0.4763801590352273,0.474359655166221,P1V5_F03_920003__R4_three_cycles_at_40pct_then_success:obj:45:1,False,,,,False,False,False,False,,,66,67
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,97,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,4900000000,4950000000,4950000000,0.31947937093461715,0.31947937093461715,,False,,,,False,False,False,False,,,98,99
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,147,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,7400000000,7450000000,7450000000,0.47580197651972705,0.473780362858424,P1V5_F03_920003__R4_three_cycles_at_40pct_then_success:obj:127:2,False,,,,False,False,False,False,,,148,149
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,179,placed,grasped,GRAPH_FORBIDDEN,,none,9,0.16666666666666666,0.5,9000000000,9050000000,9050000000,0.31944075540468675,0.31944075540468675,,False,,,,False,False,False,False,,,180,181
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,229,dropped_or_misaligned,grasped,GRAPH_FORBIDDEN,,none,9,0.8333333333333334,0.5,11500000000,11550000000,11550000000,0.475801865774782,0.47378025190070605,P1V5_F03_920003__R4_three_cycles_at_40pct_then_success:obj:209:3,False,,,,False,False,False,False,,,230,231
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,262,in_transit,grasped,GRAPH_FORBIDDEN,,none,9,0.3333333333333333,0.5,13150000000,13200000000,13200000000,0.0030950297958039804,0.0021665208570627865,,False,,,,False,False,False,False,,,263,264
