path,status,sha256,function_count,review_commit_readable,differs_from_review_commit
tools/stage4/build_supervision_dataset.py,readable,eaa222a2c57e8cb2d442b414fa611fabd6085aea066e9fba128925e169286ea2,2,true,false
tools/stage4/lib/model.py,readable,4826a005248ef0de9ce7842ee1566c452082dc08d9de07598cc73e4f2e4da921,4,true,false
artifacts/pathgraph_sarm/stage5/reward_v1/code/reward_engine.py,readable,e49892276707d0077d5c43975e5c4441a1b2757b982093d4a0c82f6f6507794c,5,true,false
tools/stage8/reproduce_reward_main_table.py,readable,663b353e82fd120f13880c2ee3d4d9272101d9d7aacdac41b09b79ffcbbb5902,10,true,false
tools/stage8/reproduce_core_ablations.py,readable,0987307e16184746ee80774a74fe2c4c6ec2c4412a5a6a513df3c72c2620ab92,7,true,false
tools/stage8/run_final_group_bootstrap.py,readable,448b6360b6f0c1a627037f8b300168a437da9816bcc978432fc9d372cdb8befd,6,true,false
tools/stage8/build_primary_hypothesis_table.py,readable,83f177bdb85f4198b27cd0961791eaca532b405063265f73b7b910ea141bd934,1,true,false
tools/stage6/policy_env.py,readable,2939f5ddb083c92798db9307f6136f06487576778b3e61c42537d1f381d42489,9,true,false
tools/stage6/evaluate_policy_checkpoint.py,readable,37cc294bdd38121b452a1153232bf62bbc13c3e307167e3e474ac0c0c6b6b469,2,true,false
