time,physics_step_index,phase,weld_active,inside_capture,capture_margin_x,capture_margin_y,capture_margin_z,support_force_ratio_mg,object_finger_contact_count,object_in_gripper_position,object_world_position,gripper_world_position,physical_loss_component_active,physical_loss_onset,physical_loss_confirmed
1.450000000000001,145,force_pulse,False,True,0.20672230187921278,0.04926861455791082,0.14121797860936286,107.46589882396381,2,"[0.0007040522855259641, 0.050487925902360314, -0.12230151232521269]","[0.023630721825837604, 0.12104652467279237, 0.7392349876747873]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.460000000000001,146,force_pulse,False,True,0.20658208943628717,0.07459990805046367,0.1377688078932477,109.96193221441457,2,"[0.0006226781253819667, 0.0514408373690574, -0.13491273040913543]","[0.023549347665693606, 0.12199943613948945, 0.7266237695908646]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.470000000000001,147,force_pulse,False,True,0.20606131803538819,0.09153821389102061,0.124611341604078,111.48893825800006,2,"[0.0005873610324909108, 0.049713446982270496, -0.14629325923596626]","[0.02351403057280255, 0.12027204575270255, 0.7152432407640338]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.480000000000001,148,force_pulse,False,True,0.20522440020691163,0.09968057131273386,0.10913929453996096,111.52136826991776,2,"[0.0006092969573095602, 0.04681662975261497, -0.1545263958874994]","[0.0235359664976212, 0.11737522852304702, 0.7070101041125006]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.490000000000001,149,force_pulse,False,True,0.20432293401464674,0.10201420982921257,0.09881950761769487,111.24516888867076,2,"[0.0007264157928551646, 0.044936111884242666, -0.15898038576580953]","[0.023653085333166804, 0.11549471065467472, 0.7025561142341905]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.500000000000001,150,force_pulse,False,True,0.20366320347881517,0.10091631010756173,0.09739063920607893,111.85145132224815,2,"[0.0009420981952360762, 0.04588661614380053, -0.15997372252184017]","[0.023868767735547716, 0.11644521491423258, 0.7015627774781599]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.500000000000001,150,force_pulse_ended,False,True,0.20366320347881517,0.10091631010756173,0.09739063920607893,111.85145132224815,2,"[0.0009420981952360762, 0.04588661614380053, -0.15997372252184017]","[0.023868767735547716, 0.11644521491423258, 0.7015627774781599]","[0.02292666954031164, 0.07055859877043205, 0.8615365]",False,False,False
1.5100000000000011,151,transport_post_force,False,True,0.12032648532159271,0.11985865099062087,0.11345884352701541,2.4441824079595893,1,"[-0.0830466484165609, 0.02662128172016892, -0.14693963643802876]","[0.023642688508828648, 0.120748530183209, 0.6992127385619712]","[0.10668933692538955, 0.09412724846304008, 0.846152375]",False,False,False
1.5200000000000011,152,transport_post_force,False,True,0.12160940371324269,0.11083407554854852,0.10797937697205673,0.06976725609889449,1,"[-0.08450871247187494, 0.034608145661539524, -0.15596073239677588]","[0.02218062445351461, 0.1287353941245796, 0.6901916426032241]","[0.10668933692538955, 0.09412724846304008, 0.846152375]",False,False,False
1.5300000000000011,153,transport_post_force,False,True,0.12269694734969344,0.10105549633360514,0.10010957163087897,0.0,1,"[-0.08550378186458274, 0.0432851984347902, -0.1665682801165237]","[0.021185555060806806, 0.13741244689783028, 0.6795840948834763]","[0.10668933692538955, 0.09412724846304008, 0.846152375]",True,False,False
1.5400000000000011,154,transport_post_force,False,True,0.12369143176687206,0.09133885808671965,0.09162829932666355,0.0,1,"[-0.08664161209802426, 0.05160750510821119, -0.17732532350574592]","[0.020047724827365287, 0.14573475357125126, 0.668827051494254]","[0.10668933692538955, 0.09412724846304008, 0.846152375]",True,False,False
1.5500000000000012,155,transport_post_force,False,True,0.12453135439399503,0.0813524535469731,0.0817870245320238,0.0,1,"[-0.08777532317524313, 0.059875286412967244, -0.18905563554337135]","[0.018914013750146424, 0.15400253487600732, 0.6570967394566286]","[0.10668933692538955, 0.09412724846304008, 0.846152375]",True,False,False
1.5600000000000012,156,transport_post_force,False,True,0.03929949472558278,0.09529731335688361,0.08617460411452504,0.5319353429652439,1,"[-0.17337608198496066, 0.04455964371476835, -0.18569321650530268]","[0.01707592232550681, 0.16225554187041644, 0.6450750334946973]","[0.19045200431046747, 0.11769589815564808, 0.83076825]",False,False,False
1.5700000000000012,157,transport_post_force,False,True,0.0335289668209324,0.08689133152541932,0.07428413890893915,0.0,0,"[-0.17655150438546494, 0.05273933995246606, -0.1974642280252289]","[0.013900499925002542, 0.17043523810811415, 0.6333040219747711]","[0.19045200431046747, 0.11769589815564808, 0.83076825]",True,True,False
1.5800000000000012,158,transport_post_force,False,True,0.026581767419746855,0.07859339661022614,0.061055426136123025,0.0,0,"[-0.1800000913279267, 0.060947595638028554, -0.21001515185647635]","[0.01045191298254078, 0.17864349379367664, 0.6207530981435236]","[0.19045200431046747, 0.11769589815564808, 0.83076825]",True,False,False
1.5900000000000012,159,transport_post_force,False,True,0.020139027763740325,0.07006656110368371,0.04654610440821716,0.0,0,"[-0.1832112255862216, 0.06915585847516241, -0.223751890785869]","[0.007240778724245875, 0.1868517566308105, 0.607016359214131]","[0.19045200431046747, 0.11769589815564808, 0.83076825]",True,False,False
1.6000000000000012,160,transport_post_force,False,True,0.017501699983148378,0.06150903513854207,0.03075813734725419,0.0,0,"[-0.1864223598445165, 0.07736412131229627, -0.23846962971526153]","[0.004029644465950969, 0.19506001946794435, 0.5922986202847385]","[0.19045200431046747, 0.11769589815564808, 0.83076825]",True,False,False
1.6100000000000012,161,transport_post_force,False,False,-0.06800120611195715,0.07881464652068454,0.03610490454776233,0.0,0,"[-0.2735089491108184, 0.060930655035075415, -0.2314451743987347]","[0.000705722584726942, 0.2021952028833315, 0.5839389506012654]","[0.27421467169554536, 0.1412645478482561, 0.8153841250000001]",True,False,False
1.6200000000000012,162,transport_post_force,False,False,-0.07005133141111075,0.0752235258426219,0.03288535704034529,0.0,0,"[-0.27698796331628145, 0.06684813027695652, -0.23215229306667118]","[-0.002773291620736108, 0.2081126781252126, 0.583231831933329]","[0.27421467169554536, 0.1412645478482561, 0.8153841250000001]",True,False,False
1.6300000000000012,163,transport_post_force,False,False,-0.07217609052510504,0.07163381160219809,0.03099450972984258,0.0,0,"[-0.2804545962818076, 0.07258126886041441, -0.23081744049335473]","[-0.0062399245862622054, 0.2138458167086705, 0.5845666845066454]","[0.27421467169554536, 0.1412645478482561, 0.8153841250000001]",True,False,False
1.6400000000000012,164,transport_post_force,False,False,-0.0743488165833982,0.0676078222491874,0.028742967786339557,0.0,0,"[-0.2838916034072345, 0.07832680843444736, -0.2291308350880925]","[-0.009676931711689126, 0.21959135628270346, 0.5862532899119076]","[0.27421467169554536, 0.1412645478482561, 0.8153841250000001]",True,False,False
1.6500000000000012,165,transport_post_force,False,False,-0.076568309375355,0.06300265344850034,0.025466712441543804,0.0,0,"[-0.28729508931312625, 0.08411690082700807, -0.22778153805733004]","[-0.013080417617580912, 0.22538144867526416, 0.5876025869426701]","[0.27421467169554536, 0.1412645478482561, 0.8153841250000001]",True,False,False
