episode_id,telescoping_error,max_abs_step,passed
P1V6_931100_C1_NORMAL_93310000,1.1102230246251565e-16,0.5,True
P1V6_931100_C2_LOSS_RETURN_P40_93310001,0.0,0.4000000243762183,True
P1V6_931100_C3_LOSS_RETURN_P80_93310002,0.0,0.4666666623883935,True
P1V6_931100_C4_THREE_RETURNS_P40_93310003,0.0,0.40086064928471055,True
P1V6_931100_C5_RECOVERY_COMMAND_NO_MOTION_93310004,0.0,0.4000000243762183,True
P1V6_931100_C6_PARTIAL_APPROACH_NO_REGRASP_93310005,0.0,0.4000000243762183,True
P1V6_931100_C7_NO_LOSS_OUT_AND_BACK_93310006,0.0,0.16666670748681361,True
P1V6_931100_C8_COMMANDED_RELEASE_93310007,1.1102230246251565e-16,0.5,True
P1V6_931101_C1_NORMAL_93310100,0.0,0.5,True
P1V6_931101_C2_LOSS_RETURN_P40_93310101,0.0,0.3999972557514677,True
P1V6_931101_C3_LOSS_RETURN_P80_93310102,5.551115123125783e-17,0.46666391529756257,True
P1V6_931101_C4_THREE_RETURNS_P40_93310103,0.0,0.3999972557514677,True
P1V6_931101_C5_RECOVERY_COMMAND_NO_MOTION_93310104,0.0,0.3999972557514677,True
P1V6_931101_C6_PARTIAL_APPROACH_NO_REGRASP_93310105,0.0,0.3999972557514677,True
P1V6_931101_C7_NO_LOSS_OUT_AND_BACK_93310106,0.0,0.16666666666666669,True
P1V6_931101_C8_COMMANDED_RELEASE_93310107,0.0,0.5,True
P1V6_931102_C1_NORMAL_93310200,0.0,0.5,True
P1V6_931102_C2_LOSS_RETURN_P40_93310201,0.0,0.4000086308220789,True
P1V6_931102_C3_LOSS_RETURN_P80_93310202,0.0,0.466675363699076,True
P1V6_931102_C4_THREE_RETURNS_P40_93310203,0.0,0.4000086308220789,True
P1V6_931102_C5_RECOVERY_COMMAND_NO_MOTION_93310204,0.0,0.4000086308220789,True
P1V6_931102_C6_PARTIAL_APPROACH_NO_REGRASP_93310205,0.0,0.4000086308220789,True
P1V6_931102_C7_NO_LOSS_OUT_AND_BACK_93310206,0.0,0.1666753752665882,True
P1V6_931102_C8_COMMANDED_RELEASE_93310207,0.0,0.5,True
P1V6_931103_C1_NORMAL_93310300,0.0,0.5,True
P1V6_931103_C2_LOSS_RETURN_P40_93310301,0.0,0.40001764766189185,True
P1V6_931103_C3_LOSS_RETURN_P80_93310302,0.0,0.4666842925005133,True
