episode_id,telescoping_error,max_abs_step,passed
probe_p0.0_k1_unwindFalse,5.551115123125783e-17,0.5,True
probe_p0.0_k1_unwindTrue,5.551115123125783e-17,0.5,True
probe_p0.0_k3_unwindFalse,1.6653345369377348e-16,0.5,True
probe_p0.0_k3_unwindTrue,1.6653345369377348e-16,0.5,True
probe_p0.0_k8_unwindFalse,4.440892098500626e-16,0.5,True
probe_p0.0_k8_unwindTrue,4.440892098500626e-16,0.5,True
probe_p0.2_k1_unwindFalse,5.551115123125783e-17,0.5333333333333334,True
probe_p0.2_k1_unwindTrue,5.551115123125783e-17,0.5,True
probe_p0.2_k3_unwindFalse,1.6653345369377348e-16,0.5333333333333334,True
probe_p0.2_k3_unwindTrue,1.6653345369377348e-16,0.5,True
probe_p0.2_k8_unwindFalse,4.440892098500626e-16,0.5333333333333334,True
probe_p0.2_k8_unwindTrue,4.440892098500626e-16,0.5,True
probe_p0.4_k1_unwindFalse,5.551115123125783e-17,0.5666666666666667,True
probe_p0.4_k1_unwindTrue,5.551115123125783e-17,0.5,True
probe_p0.4_k3_unwindFalse,1.6653345369377348e-16,0.5666666666666667,True
probe_p0.4_k3_unwindTrue,1.6653345369377348e-16,0.5,True
probe_p0.4_k8_unwindFalse,4.440892098500626e-16,0.5666666666666667,True
probe_p0.4_k8_unwindTrue,4.440892098500626e-16,0.5,True
probe_p0.8_k1_unwindFalse,2.7755575615628914e-17,0.6333333333333334,True
probe_p0.8_k1_unwindTrue,5.551115123125783e-17,0.5,True
probe_p0.8_k3_unwindFalse,8.326672684688674e-17,0.6333333333333334,True
probe_p0.8_k3_unwindTrue,1.6653345369377348e-16,0.5,True
probe_p0.8_k8_unwindFalse,2.220446049250313e-16,0.6333333333333334,True
probe_p0.8_k8_unwindTrue,4.440892098500626e-16,0.5,True
dual_AB,0.0,0.4166666666666667,True
dual_AB_loss,0.0,0.3333333333333333,True
dual_BA,0.0,0.4166666666666667,True
dual_BA_loss,0.0,0.3333333333333333,True
