bootstrap_resamples,bootstrap_unit,comparison,effect,metric,status
5000,root_family_id,conditional_minus_single,,typed_occurrence_coverage_macro,not_estimable
5000,root_family_id,conditional_minus_single,,failure_terminal_precision_macro,not_estimable
5000,root_family_id,conditional_minus_single,,false_terminal_claim_rate_macro,not_estimable
5000,root_family_id,conditional_minus_single,,failure_terminal_recall_macro,not_estimable
