detail	gpu	job_id	return_code	status
	1	q_only_s651	0	PASS
	4	q_only_s652	0	PASS
	6	q_only_s653	0	PASS
	6	D_only_s651	0	PASS
	6	D_only_s652	0	PASS
	6	D_only_s653	0	PASS
	6	q_plus_D_s651	0	PASS
	6	q_plus_D_s652	0	PASS
	6	q_plus_D_s653	0	PASS
