root_family_id,horizon_ns,episode_id,can_score,visual_count
L2RAR2_R24_BOUNDARY_00_896000,500000000,L2RAR2_R24_BOUNDARY_00_896000__R24C8_secondary_loss__RECOVERY_DISABLED,True,53
L2RAR2_R24_BOUNDARY_00_896000,750000000,L2RAR2_R24_BOUNDARY_00_896000__R24C8_secondary_loss__RECOVERY_DISABLED,True,53
L2RAR2_R24_BOUNDARY_00_896000,1000000000,L2RAR2_R24_BOUNDARY_00_896000__R24C8_secondary_loss__RECOVERY_DISABLED,True,53
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_CLP3_CANONICAL_TIME,True,101
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_CLP3_CANONICAL_TIME,False,101
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_CLP3_CANONICAL_TIME,False,101
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_CLP3_CANONICAL_TIME,False,101
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_CLP3_CANONICAL_TIME,False,101
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_RAW,True,101
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_RAW,False,101
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_RAW,False,101
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_RAW,False,101
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__O_C3_RAW,False,101
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__RECOVERY_DISABLED,True,48
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__RECOVERY_DISABLED,False,48
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__RECOVERY_DISABLED,False,48
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__RECOVERY_DISABLED,False,48
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C1_delayed_contact_loss__RECOVERY_DISABLED,False,48
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_RAW,True,47
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_RAW,True,47
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_RAW,True,47
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_RAW,True,47
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_RAW,True,47
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__RECOVERY_DISABLED,True,47
