episode_id,root_family_id,case_id,arm_id,reference_state,raw_duration_ns,pre_action_duration_ns,post_onset_available_ns,actual_physics_step_count,actual_visual_count,actual_visual_interval_min_ns,actual_visual_interval_median_ns,actual_visual_interval_max_ns,same_time_group_count,missing_intervals_gt_100ms,baseline_available,censor_reason,can_score_100ms,can_score_250ms,can_score_500ms,can_score_750ms,can_score_1000ms
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,LOSS,15559999999,2200000000,60000000,330,241,10000000,50000000.0,4140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,LOSS,9159999999,2200000000,60000000,195,106,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,LOSS,15559999999,2200000000,60000000,330,241,10000000,50000000.0,4140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,9159999999,2200000000,60000000,195,54,10000000,50000000,5140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,15559999999,2200000000,60000000,330,108,10000000,50000000,5140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,9159999999,2200000000,60000000,195,54,10000000,50000000,5140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,21960000000,2200000000,60000000,465,243,10000000,50000000.0,5140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,3799999999,3800000000,,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,7799999999,3800000000,120000000,163,157,50000000,50000000.0,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,14199999999,3800000000,120000000,298,285,50000000,50000000.0,50000000,13,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,7799999999,3800000000,120000000,163,157,50000000,50000000.0,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,20600000000,3800000000,120000000,433,413,50000000,50000000.0,50000000,20,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,UNRESOLVED,10199999999,3800000000,,216,205,50000000,50000000.0,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,16599999999,3800000000,,351,333,50000000,50000000.0,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,UNRESOLVED,10199999999,3800000000,,216,205,50000000,50000000.0,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,16599999999,3800000000,,351,333,50000000,50000000.0,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,10199999999,3800000000,0,216,205,50000000,50000000.0,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,16599999999,3800000000,0,351,333,50000000,50000000.0,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,10199999999,3800000000,0,216,205,50000000,50000000.0,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,16599999999,3800000000,0,351,333,50000000,50000000.0,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
