suite,model_seed,aggregation,statistics_unit,content_group_count,prediction_count,node_macro_f1,edge_type_macro_f1_non_none,edge_id_macro_f1,alternative_edge_f1,recovery_edge_f1,phi_mae,phi_spearman,phi_monotonic_violation_rate,remaining_cost_mae,remaining_cost_spearman,cost_pair_accuracy,provenance
val,20260906,frame_metrics_from_content_group_preserving_records,content_group_id,7,840,0.8290666056194234,0.7538829151732379,0.743018018018018,nan,1.0,0.1250286078280104,0.8352134245412155,0.09974747474747475,0.18295983261674076,0.7281176702347933,0.7815126050420168,stage8_real_frozen_checkpoint_inference
val,20260907,frame_metrics_from_content_group_preserving_records,content_group_id,7,840,0.9563790862213826,0.5769764216366158,0.6325757575757576,nan,0.8571428571428571,0.15414540310212899,0.7835056455578876,0.12247474747474747,0.20364677612648976,0.6574016848501364,0.7815126050420168,stage8_real_frozen_checkpoint_inference
val,20260908,frame_metrics_from_content_group_preserving_records,content_group_id,7,840,0.9330498866213152,0.5797101449275363,0.6325757575757576,nan,1.0,0.15243984007808778,0.7695395988777923,0.1148989898989899,0.18247267505621062,0.7371605847351985,0.8679471788715486,stage8_real_frozen_checkpoint_inference
test,20260906,frame_metrics_from_content_group_preserving_records,content_group_id,13,1560,0.80656589858336,0.7602008788449467,0.7470803976589898,nan,1.0,0.1405140845905034,0.8454131356638712,0.11808367071524967,0.17811244731692102,0.8174400010974565,0.8364576599870718,stage8_real_frozen_checkpoint_inference
test,20260907,frame_metrics_from_content_group_preserving_records,content_group_id,13,1560,0.7332439179074209,0.5744843391902216,0.6283034953111679,nan,0.8571428571428571,0.16736930891608773,0.8076267827071061,0.1349527665317139,0.15811800235327936,0.7653762406403658,0.8151260504201681,stage8_real_frozen_checkpoint_inference
test,20260908,frame_metrics_from_content_group_preserving_records,content_group_id,13,1560,0.7087274653451123,0.6117216117216118,0.6365569721404962,nan,1.0,0.1645915230891357,0.781466869565484,0.1241565452091768,0.18179682134311104,0.8228592587483677,0.8836457659987071,stage8_real_frozen_checkpoint_inference
stage3_diagnostic,20260906,frame_metrics_from_content_group_preserving_records,content_group_id,20,2400,0.8131856058161798,0.7580246913580245,0.7454522670312145,nan,1.0,0.13509416772363086,0.8374313684776681,0.11169744942832015,0.17980903217185792,0.7821141991517706,0.8172268907563025,stage8_real_frozen_checkpoint_inference
stage3_diagnostic,20260907,frame_metrics_from_content_group_preserving_records,content_group_id,20,2400,0.7799731511885966,0.5753694581280788,0.6296078431372549,nan,0.8571428571428571,0.16274094188120217,0.7968007702779116,0.13060686015831136,0.174053073173903,0.7310017562503048,0.8033613445378152,stage8_real_frozen_checkpoint_inference
stage3_diagnostic,20260908,frame_metrics_from_content_group_preserving_records,content_group_id,20,2400,0.7533542188805347,0.6009732360097324,0.6367795603089721,nan,1.0,0.16033843403526893,0.7722090229529552,0.12093227792436236,0.18203337014269588,0.7897125676584319,0.8781512605042017,stage8_real_frozen_checkpoint_inference
