episode_id,content_group_id,task_id,scenario,case_type,outcome,method,orientation,seed,cumulative_reward,control_monotonicity,control_forward_sign_accuracy,control_terminal_progress,terminal_progress,alternative_legal_negative_rate,time_fraction_failure_reward,outcome_success,failure_sign_accuracy,recovery_net_reward,recovery_local_positive,recovery_rank_error,recovery_delay_steps,cycle_net_reward,n_episode_rows
transport_recovery__0002,837420c3bbd731ac,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0003,2f640d3128f9a261,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0004,ae210ba3a43c0910,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0005,66e9524f274ef99f,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0006,ea43d5392b366608,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0007,1c73f1887e153691,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0008,5693f89cc383bd64,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0009,1adab7de79a087b3,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0010,f9f56194a3c4cb04,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0011,c00409929997554a,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0012,7138dc8d62bfd4ec,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0013,58fa7ac9b1b05129,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0014,7d8b707649897a38,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0015,1a896b3ca64ea745,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0016,36bf104029b650b0,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0017,7c8b4b934da89a5d,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0018,2ee86b3c50400e39,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_recovery__0019,66b4fa500b5d61be,transport_recovery,natural_success,canonical_chain,success,oracle_linear_chain,recovery_chain,,1.25,1.0,0.0,1.25,1.25,,,1.0,,,,,,,1
transport_dual_order__0055,d0369abdc1e18f99,transport_dual_order,order_A_then_B,canonical_chain,success,sequential_transition_oracle,A_first,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_dual_order__0055,d0369abdc1e18f99,transport_dual_order,order_A_then_B,canonical_chain,success,sequential_transition_oracle,B_first,,1.0,0.9915966386554622,0.6666666666666666,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0000,48192627e0ecdae9,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0001,4cfce12dac6f1852,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0002,837420c3bbd731ac,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0003,2f640d3128f9a261,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0004,ae210ba3a43c0910,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0005,66e9524f274ef99f,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0006,ea43d5392b366608,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0007,1c73f1887e153691,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0008,5693f89cc383bd64,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0009,1adab7de79a087b3,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0010,f9f56194a3c4cb04,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0011,c00409929997554a,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0012,7138dc8d62bfd4ec,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0013,58fa7ac9b1b05129,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0014,7d8b707649897a38,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0015,1a896b3ca64ea745,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0016,36bf104029b650b0,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0017,7c8b4b934da89a5d,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0018,2ee86b3c50400e39,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0019,66b4fa500b5d61be,transport_recovery,natural_success,canonical_chain,success,sequential_transition_oracle,recovery_chain,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1
transport_recovery__0000,48192627e0ecdae9,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260903,0.7525268793106079,0.957983193277311,1.0,0.9858279228210449,0.9858279228210449,,,1.0,,,,,,,1
transport_recovery__0001,4cfce12dac6f1852,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260903,0.7523307651281357,0.9495798319327731,1.0,0.9858294129371643,0.9858294129371643,,,1.0,,,,,,,1
transport_recovery__0002,837420c3bbd731ac,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260903,0.7523777633905411,0.957983193277311,1.0,0.9858337044715881,0.9858337044715881,,,1.0,,,,,,,1
transport_recovery__0003,2f640d3128f9a261,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260903,0.7524812519550323,0.957983193277311,1.0,0.9858214259147644,0.9858214259147644,,,1.0,,,,,,,1
transport_recovery__0004,ae210ba3a43c0910,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260903,0.7524473965167999,0.9411764705882353,1.0,0.9858314990997314,0.9858314990997314,,,1.0,,,,,,,1
