role	path	sha256
pilot_manifest	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/pilot_rollout_manifest.csv	78fa8e889c4cb81e5dde702cef15d0624777116c602daed0987e5ee1d7710a66
