train_fraction,node_macro_f1,edge_type_macro_f1_non_none,alternative_edge_f1,recovery_edge_f1,cost_mae,phi_spearman,failure_negative_rate,recovery_positive_rate,cycle_nonpositive_rate,path_gap,model_seed_mean,model_seed_std,prediction_count,statistics_unit,provenance
0.25,0.0,0.0,0.0,not_estimable,0.38895805416485435,-0.33255490139862154,not_estimable,not_estimable,not_estimable,not_estimable,0.0,0.0,1248,content_group_id,real_trained_coverage_subset
0.5,0.0,0.0,0.0,not_estimable,0.3903529109934774,-0.36890500574517215,not_estimable,not_estimable,not_estimable,not_estimable,0.0,0.0,1248,content_group_id,real_trained_coverage_subset
1.0,0.7348406699430963,0.6200716845878137,not_available_in_stage5_aggregate,not_available_in_stage5_aggregate,0.16663568437707155,0.8327087360197069,1.0,1.0,stage5_frozen_reward_metric,stage5_frozen_reward_metric,0.7348406699430963,0.0,0,content_group_id,stage5_frozen_main_model
