seed	path	size_bytes	sha256
20260906	/tmp/refine_event13_s20260906/checkpoints/best.pt	128427	44819cc93f9a96cbfbfa543bb5986157ddee5de230768f9f0e33017dfdf0c6b1
20260907	/tmp/refine_event13_s20260907/checkpoints/best.pt	128427	30fc7aab849219c96ba09962ae7c9da31662568501ea0a8da236da90508bf9da
20260908	/tmp/refine_event11_10/checkpoints/best.pt	128427	e2d0a0c433571d77396e348cb0274099ba3d6d350517c1af03aba971bb828a7a
