job_id,kind,method,status,environment_steps,gradient_updates,directory
SMOKE_FLAT,smoke,FLAT_CONTRACT_PBRS_V1,TRAINING_COMPLETE,2048,10,/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1/smoke/SMOKE_FLAT
SMOKE_GEOM,smoke,GEOM_COUNT_EVENTS_PBRS_V1,TRAINING_COMPLETE,2048,10,/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1/smoke/SMOKE_GEOM
SMOKE_GRAPH1,smoke,PATHGRAPH_MODEL_FULL_PBRS_V1,TRAINING_COMPLETE,2048,10,/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1/smoke/SMOKE_GRAPH1
SMOKE_RW2,smoke,PATHGRAPH_REMAINING_WORK_PBRS_V2,TRAINING_COMPLETE,2048,10,/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1/smoke/SMOKE_RW2
SMOKE_TASK,smoke,TASK_ONLY_ZERO_V1,TRAINING_COMPLETE,2048,10,/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1/smoke/SMOKE_TASK
