rollout_id,family_id,case_id,physical_loss_onset_s,physical_loss_onset_ns,post_onset_observations,post_contact_true,post_contact_false,post_contact_missing,first_contact_false_ns,raw_o_c3_actions,clp3_actions,fusion_proposal,fusion_source,fusion_proposal_ns,fault_manifest,forensic_class,official_outcome,candidate_error
L2RAR2_R24_BOUNDARY_00_896000__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_00_896000,R24C2_loss_signal_missing,2.099999999999999,2100000000,26,26,0,0,,0,0,True,REAL_RGB_DETACH,2950000000,"{""case_id"": ""R24C2_loss_signal_missing"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_CONTACT_MASKED_TRUE,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_00_896000__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_00_896000,R24C4_multisource_missing_then_loss,2.099999999999999,2100000000,26,1,15,10,2650000000,0,0,True,SUSTAINED_CONTACT_ABSENCE,2700000000,"{""case_id"": ""R24C4_multisource_missing_then_loss"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_EDGE_BROKEN_BY_LEADING_NULLS,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_01_896001,R24C2_loss_signal_missing,2.099999999999999,2100000000,26,26,0,0,,0,0,True,REAL_RGB_DETACH,2250000000,"{""case_id"": ""R24C2_loss_signal_missing"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_CONTACT_MASKED_TRUE,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_01_896001__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_01_896001,R24C4_multisource_missing_then_loss,2.099999999999999,2100000000,26,1,23,2,2250000000,0,0,True,SUSTAINED_CONTACT_ABSENCE,2300000000,"{""case_id"": ""R24C4_multisource_missing_then_loss"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_EDGE_BROKEN_BY_LEADING_NULLS,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_02_896002__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_02_896002,R24C2_loss_signal_missing,2.099999999999999,2100000000,26,26,0,0,,0,0,True,REAL_RGB_DETACH,2250000000,"{""case_id"": ""R24C2_loss_signal_missing"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_CONTACT_MASKED_TRUE,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_02_896002__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_02_896002,R24C4_multisource_missing_then_loss,2.099999999999999,2100000000,26,1,22,3,2300000000,0,0,True,SUSTAINED_CONTACT_ABSENCE,2350000000,"{""case_id"": ""R24C4_multisource_missing_then_loss"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_EDGE_BROKEN_BY_LEADING_NULLS,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_03_896003__R24C2_loss_signal_missing__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C2_loss_signal_missing,2.099999999999999,2100000000,26,26,0,0,,0,0,True,REAL_RGB_DETACH,2650000000,"{""case_id"": ""R24C2_loss_signal_missing"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_CONTACT_MASKED_TRUE,SIGNAL_NOT_OBSERVED,False
L2RAR2_R24_BOUNDARY_03_896003__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C4_multisource_missing_then_loss,2.099999999999999,2100000000,26,1,16,9,2600000000,0,0,True,SUSTAINED_CONTACT_ABSENCE,2650000000,"{""case_id"": ""R24C4_multisource_missing_then_loss"", ""faults"": [], ""schema"": ""l2rar2_r20_fault_injection_manifest_v1"", ""status"": ""NOT_YET_APPLIED""}",OBSERVATION_MISSING_EDGE_BROKEN_BY_LEADING_NULLS,SIGNAL_NOT_OBSERVED,False
