task_id	policy_seed	model_seed	data_seed	augmentation_seed	validation_seed_start	checkpoint_path	checkpoint_sha256	load_ok
transport_recovery	20260912	20260912	20360912	20460912	20560912	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_recovery/seed_20260912/init.pt	17872c757630a60e36b378d31ddeb0ecc05c2eceeee3bc67aada59d31e50288e	True
transport_recovery	20260913	20260913	20360913	20460913	20560913	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_recovery/seed_20260913/init.pt	2bb28a500ad8722795713430062e54bb261afa5c1921e7320d027039c778db6e	True
transport_recovery	20260914	20260914	20360914	20460914	20560914	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_recovery/seed_20260914/init.pt	d088aa24e44f3f405f47bae3d3251a56b41cf4dec54329cb40bc6319443d1aee	True
transport_dual_order	20260912	20260912	20360912	20460912	20560912	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_dual_order/seed_20260912/init.pt	b6ea821dc4711f6ef6947e583b1f9ed41e582e9ee105625ed61f93f159618cb7	True
transport_dual_order	20260913	20260913	20360913	20460913	20560913	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_dual_order/seed_20260913/init.pt	9e9c6df1ab6009a88cd21f7bd44d07fd17b7c7bd82917cca3cad9ee70a288f21	True
transport_dual_order	20260914	20260914	20360914	20460914	20560914	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/refine_protocol_v1/initializations/transport_dual_order/seed_20260914/init.pt	4a82acdebb89e201d9435b36160a9e7020699daf3b0e3bc4ea3af1dc25a9c883	True
