method,task_id,orientation,seed,status,train_seconds,inference_seconds,prediction_rows,checkpoint_path,checkpoint_packaged
learned_linear_sarm,transport_dual_order,A_first,20260903,completed,0.7953929901123047,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260903/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_dual_order,B_first,20260903,completed,1.0536394119262695,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260903/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_recovery,recovery_chain,20260903,completed,1.5646796226501465,,6240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260903/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_dual_order,A_first,20260904,completed,0.9862287044525146,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260904/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_dual_order,B_first,20260904,completed,0.8715846538543701,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260904/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_recovery,recovery_chain,20260904,completed,1.3421742916107178,,6240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260904/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_dual_order,A_first,20260905,completed,1.5683038234710693,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260905/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_dual_order,B_first,20260905,completed,1.0917508602142334,,240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260905/checkpoints/best_or_final.pt,false
learned_linear_sarm,transport_recovery,recovery_chain,20260905,completed,1.2647881507873535,,6240,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260905/checkpoints/best_or_final.pt,false
