job_id	task_id	method	orientation	seed	command	output_dir	required
dual_A_first_seed20260903	transport_dual_order	learned_linear_sarm	A_first	20260903	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=3 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation A_first --seed 20260903 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260903	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260903	true
dual_B_first_seed20260903	transport_dual_order	learned_linear_sarm	B_first	20260903	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=4 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation B_first --seed 20260903 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260903	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260903	true
recovery_chain_seed20260903	transport_recovery	learned_linear_sarm	recovery_chain	20260903	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=5 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_recovery --orientation recovery_chain --seed 20260903 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260903	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260903	true
dual_A_first_seed20260904	transport_dual_order	learned_linear_sarm	A_first	20260904	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=6 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation A_first --seed 20260904 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260904	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260904	true
dual_B_first_seed20260904	transport_dual_order	learned_linear_sarm	B_first	20260904	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=3 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation B_first --seed 20260904 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260904	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260904	true
recovery_chain_seed20260904	transport_recovery	learned_linear_sarm	recovery_chain	20260904	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=4 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_recovery --orientation recovery_chain --seed 20260904 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260904	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260904	true
dual_A_first_seed20260905	transport_dual_order	learned_linear_sarm	A_first	20260905	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=5 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation A_first --seed 20260905 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260905	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_A_first_seed20260905	true
dual_B_first_seed20260905	transport_dual_order	learned_linear_sarm	B_first	20260905	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=6 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_dual_order --orientation B_first --seed 20260905 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260905	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/dual_B_first_seed20260905	true
recovery_chain_seed20260905	transport_recovery	learned_linear_sarm	recovery_chain	20260905	PYTHONPATH=/home/__compress_data/xushijie/CUPID/.stage3_cuda:/home/__compress_data/xushijie/CUPID/.stage3_deps:/home/__compress_data/xushijie/CUPID CUDA_VISIBLE_DEVICES=3 python3 tools/stage3/train_linear_sarm.py --config configs/stage3/stage3.yaml --adapter-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/input_adapter_v1 --suite-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/diagnostic_suite_v1 --task transport_recovery --orientation recovery_chain --seed 20260905 --output-dir /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260905	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage3/rounds/stage3_3_baseline_runs/jobs/recovery_chain_seed20260905	true
