method,rollout_id,case_id,truth_action,reference_resolved,temporal_outcome,accurate,primary_action,primary_action_time,primary_action_capture_order,event_onset,deadline,actions_json,latency_from_physical_onset,unknown
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5700000000000012,2.320000000000001,"[{""action"": ""recover_object"", ""capture_order"": 37, ""reason_code"": ""NON_RELEASE_CONTACT_LOSS_PERSISTENCE_CONFIRMED_LOGICAL_CLOCK"", ""time"": 1.6500000000000012}]",0.08000000000000007,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5900000000000012,2.340000000000001,"[{""action"": ""recover_object"", ""capture_order"": 37, ""reason_code"": ""NON_RELEASE_CONTACT_LOSS_PERSISTENCE_CONFIRMED_LOGICAL_CLOCK"", ""time"": 1.6500000000000012}]",0.06000000000000005,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.5400000000000011,34,1.480000000000001,2.2300000000000013,"[{""action"": ""recover_object"", ""capture_order"": 34, ""reason_code"": ""NON_RELEASE_CONTACT_LOSS_PERSISTENCE_CONFIRMED_LOGICAL_CLOCK"", ""time"": 1.5400000000000011}]",0.06000000000000005,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.450000000000001,32,1.370000000000001,2.120000000000001,"[{""action"": ""recover_object"", ""capture_order"": 32, ""reason_code"": ""NON_RELEASE_CONTACT_LOSS_PERSISTENCE_CONFIRMED_LOGICAL_CLOCK"", ""time"": 1.450000000000001}]",0.08000000000000007,False
O_C3_CLP2_LOGICAL_CLOCK,L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.500000000000001,33,1.390000000000001,2.140000000000001,"[{""action"": ""recover_object"", ""capture_order"": 33, ""reason_code"": ""NON_RELEASE_CONTACT_LOSS_PERSISTENCE_CONFIRMED_LOGICAL_CLOCK"", ""time"": 1.500000000000001}]",0.1100000000000001,False
S_G_H,L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.9000000000000015,43,1.6100000000000012,2.360000000000001,"[{""action"": ""recover_object"", ""capture_order"": 43, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.9000000000000015}]",0.29000000000000026,False
S_G_H,L2RAR2_R21_PERF_00_888000__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_00_888000__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_00_888000__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_00_888000__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_00_888000__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_00_888000__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5700000000000012,2.320000000000001,"[{""action"": ""recover_object"", ""capture_order"": 37, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.6500000000000012}]",0.08000000000000007,False
S_G_H,L2RAR2_R21_PERF_00_888000__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5900000000000012,2.340000000000001,"[{""action"": ""recover_object"", ""capture_order"": 37, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.6500000000000012}]",0.06000000000000005,False
S_G_H,L2RAR2_R21_PERF_01_888001__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.5500000000000012,35,1.380000000000001,2.130000000000001,"[{""action"": ""recover_object"", ""capture_order"": 35, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.5500000000000012}]",0.17000000000000015,False
S_G_H,L2RAR2_R21_PERF_01_888001__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_01_888001__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_01_888001__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_01_888001__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_01_888001__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_01_888001__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.450000000000001,32,1.340000000000001,2.0900000000000007,"[{""action"": ""recover_object"", ""capture_order"": 32, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.450000000000001}]",0.1100000000000001,False
S_G_H,L2RAR2_R21_PERF_01_888001__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.450000000000001,32,1.360000000000001,2.110000000000001,"[{""action"": ""recover_object"", ""capture_order"": 32, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.450000000000001}]",0.09000000000000008,False
S_G_H,L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.7000000000000013,38,1.6100000000000012,2.360000000000001,"[{""action"": ""recover_object"", ""capture_order"": 38, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.7000000000000013}]",0.09000000000000008,False
S_G_H,L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.7500000000000013,40,1.5700000000000012,2.320000000000001,"[{""action"": ""recover_object"", ""capture_order"": 40, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.7500000000000013}]",0.18000000000000016,False
S_G_H,L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.7500000000000013,40,1.5900000000000012,2.340000000000001,"[{""action"": ""recover_object"", ""capture_order"": 40, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.7500000000000013}]",0.16000000000000014,False
S_G_H,L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6000000000000012,36,1.480000000000001,2.2300000000000013,"[{""action"": ""recover_object"", ""capture_order"": 36, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.6000000000000012}]",0.1200000000000001,False
S_G_H,L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,[],,False
S_G_H,L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.500000000000001,33,1.370000000000001,2.120000000000001,"[{""action"": ""recover_object"", ""capture_order"": 33, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.500000000000001}]",0.13000000000000012,False
S_G_H,L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.5500000000000012,35,1.390000000000001,2.140000000000001,"[{""action"": ""recover_object"", ""capture_order"": 35, ""reason_code"": ""LOSS_EVENT_RAISED"", ""time"": 1.5500000000000012}]",0.16000000000000014,False
