candidate_id,candidate_path,cluster_count,condition,edge_count,eligible,error_count,evidence_segment_count,evidence_valid,grounding_score,hallucinated_evidence_id_count,hard_valid,instruction_only_evidence_valid,node_count,observability_score,predicate_valid,preliminary_score,provider,replicate,request_id,schema_valid,simplicity_score,topology_valid,transition_pair_count,transition_score,unknown_score,val_test_evidence_leak
deepseek:instruction_only_r01,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/deepseek/parsed/instruction_only_r01.json,0,instruction_only,2,False,3,0,False,not_applicable,0,False,False,3,not_applicable,True,not_applicable,deepseek,1,instruction_only_r01,True,not_applicable,True,2,not_applicable,not_applicable,False
deepseek:instruction_plus_auto_train_segments_r01,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/deepseek/parsed/instruction_plus_auto_train_segments_r01.json,3,instruction_plus_auto_train_segments,2,False,6,3,False,not_applicable,3,False,True,3,not_applicable,True,not_applicable,deepseek,1,instruction_plus_auto_train_segments_r01,True,not_applicable,False,2,not_applicable,not_applicable,False
deepseek:instruction_plus_budgeted_train_fallback_r01,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/deepseek/parsed/instruction_plus_budgeted_train_fallback_r01.json,3,instruction_plus_budgeted_train_fallback,2,False,3,5,False,not_applicable,5,False,True,3,not_applicable,True,not_applicable,deepseek,1,instruction_plus_budgeted_train_fallback_r01,True,not_applicable,True,2,not_applicable,not_applicable,False
qwen:instruction_only_r01,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_only_r01.json,0,instruction_only,10,True,0,0,True,not_applicable,0,True,True,8,1.0,True,0.94197222,qwen,1,instruction_only_r01,True,0.755,True,0,not_applicable,0.96388889,False
qwen:instruction_only_r02,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_only_r02.json,0,instruction_only,8,True,0,0,True,not_applicable,0,True,True,7,1.0,True,0.969,qwen,2,instruction_only_r02,True,0.845,True,0,not_applicable,1.0,False
qwen:instruction_only_r03,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_only_r03.json,8,instruction_only,12,False,4,21,False,not_applicable,21,False,False,8,not_applicable,True,not_applicable,qwen,3,instruction_only_r03,True,not_applicable,True,12,not_applicable,not_applicable,False
qwen:instruction_plus_auto_train_segments_r02,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_plus_auto_train_segments_r02.json,9,instruction_plus_auto_train_segments,10,False,2,52,False,not_applicable,0,False,True,8,not_applicable,True,not_applicable,qwen,2,instruction_plus_auto_train_segments_r02,True,not_applicable,True,10,not_applicable,not_applicable,False
qwen:instruction_plus_budgeted_train_fallback_r01,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_plus_budgeted_train_fallback_r01.json,3,instruction_plus_budgeted_train_fallback,2,False,2,3,False,not_applicable,0,False,True,3,not_applicable,True,not_applicable,qwen,1,instruction_plus_budgeted_train_fallback_r01,True,not_applicable,True,2,not_applicable,not_applicable,False
qwen:instruction_plus_budgeted_train_fallback_r02,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u3_candidate_graph_v2/responses_v1/qwen/parsed/instruction_plus_budgeted_train_fallback_r02.json,4,instruction_plus_budgeted_train_fallback,2,False,1,4,False,not_applicable,4,False,True,3,not_applicable,True,not_applicable,qwen,2,instruction_plus_budgeted_train_fallback_r02,True,not_applicable,True,2,not_applicable,not_applicable,False
