complexity_penalty,contradicted_edge_rate,explained_transition_mass,explained_transition_mass_ci_high,explained_transition_mass_ci_low,failure_edge_recall,graph_complexity,graph_id,path,physical_generalization_eligible,predicate_fit,recovery_edge_recall,root_family_bootstrap_resamples,root_family_count,score,selected,selection_reason,source_candidate_id,split,start_success_reachable,transition_count,unknown_honesty,unresolved_edge_rate,value_consistent_edge_direction
0.775,0.0,0.65236052,0.77498749,0.60367976,0.0,41,data_only_transition_graph,artifacts/pathgraph_sarm/upgrade_v2/u3_grounding_bridge_v1/data_only_graph_v1/graphs/data_only_transition_graph.json,False,0.68888889,0.0,5000,18,0.33003457,True,validation_locked,data_only,val,True,466,0.06666667,0.06666667,not_measured
