method,policy_seed,worker,window_end_episode,n,success_rate,mean_invalid_actions
GRAPH_FULL_PBRS,227,3,599,100,1.0,2.97
GRAPH_FULL_PBRS,227,3,699,100,1.0,2.78
GRAPH_FULL_PBRS,227,3,799,100,1.0,2.01
GRAPH_FULL_PBRS,227,3,899,100,1.0,1.67
GRAPH_FULL_PBRS,227,3,999,100,1.0,1.24
GRAPH_FULL_PBRS,227,3,1099,100,1.0,1.12
GRAPH_FULL_PBRS,227,3,1199,100,1.0,1.23
GRAPH_FULL_PBRS,227,3,1299,100,1.0,1.41
GRAPH_FULL_PBRS,227,3,1399,100,1.0,1.27
GRAPH_FULL_PBRS,227,3,1499,100,1.0,1.18
GRAPH_FULL_PBRS,227,3,1599,100,1.0,0.61
GRAPH_FULL_PBRS,227,3,1699,100,1.0,0.96
GRAPH_FULL_PBRS,227,3,1799,100,1.0,1.55
GRAPH_FULL_PBRS,227,3,1899,100,1.0,2.34
GRAPH_FULL_PBRS,227,3,1906,7,1.0,0.0
GRAPH_FULL_PBRS,227,4,99,100,0.29,55.3
GRAPH_FULL_PBRS,227,4,199,100,0.99,11.11
GRAPH_FULL_PBRS,227,4,299,100,0.99,6.13
GRAPH_FULL_PBRS,227,4,399,100,1.0,3.85
GRAPH_FULL_PBRS,227,4,499,100,1.0,3.68
GRAPH_FULL_PBRS,227,4,599,100,1.0,2.75
GRAPH_FULL_PBRS,227,4,699,100,1.0,2.84
GRAPH_FULL_PBRS,227,4,799,100,1.0,2.34
GRAPH_FULL_PBRS,227,4,899,100,1.0,2.03
GRAPH_FULL_PBRS,227,4,999,100,1.0,1.53
GRAPH_FULL_PBRS,227,4,1099,100,1.0,1.28
GRAPH_FULL_PBRS,227,4,1199,100,1.0,1.15
GRAPH_FULL_PBRS,227,4,1299,100,1.0,1.52
GRAPH_FULL_PBRS,227,4,1399,100,0.99,2.03
GRAPH_FULL_PBRS,227,4,1499,100,1.0,1.46
GRAPH_FULL_PBRS,227,4,1599,100,1.0,0.85
GRAPH_FULL_PBRS,227,4,1699,100,1.0,1.04
GRAPH_FULL_PBRS,227,4,1799,100,0.99,2.83
GRAPH_FULL_PBRS,227,4,1899,100,1.0,1.61
GRAPH_FULL_PBRS,227,4,1900,1,1.0,0.0
GRAPH_FULL_PBRS,227,5,99,100,0.28,56.13
GRAPH_FULL_PBRS,227,5,199,100,0.99,11.21
GRAPH_FULL_PBRS,227,5,299,100,0.99,6.55
GRAPH_FULL_PBRS,227,5,399,100,1.0,3.87
GRAPH_FULL_PBRS,227,5,499,100,1.0,3.54
GRAPH_FULL_PBRS,227,5,599,100,1.0,2.5
GRAPH_FULL_PBRS,227,5,699,100,1.0,2.43
GRAPH_FULL_PBRS,227,5,799,100,1.0,2.44
GRAPH_FULL_PBRS,227,5,899,100,1.0,1.86
GRAPH_FULL_PBRS,227,5,999,100,1.0,1.66
GRAPH_FULL_PBRS,227,5,1099,100,1.0,1.21
GRAPH_FULL_PBRS,227,5,1199,100,1.0,1.0
GRAPH_FULL_PBRS,227,5,1299,100,1.0,1.38
GRAPH_FULL_PBRS,227,5,1399,100,1.0,1.29
GRAPH_FULL_PBRS,227,5,1499,100,1.0,0.98
GRAPH_FULL_PBRS,227,5,1599,100,1.0,0.89
GRAPH_FULL_PBRS,227,5,1699,100,1.0,1.03
GRAPH_FULL_PBRS,227,5,1799,100,1.0,1.67
GRAPH_FULL_PBRS,227,5,1899,100,1.0,1.92
GRAPH_FULL_PBRS,227,5,1901,2,1.0,1.5
GRAPH_FULL_PBRS,227,6,99,100,0.3,56.03
GRAPH_FULL_PBRS,227,6,199,100,0.98,10.88
GRAPH_FULL_PBRS,227,6,299,100,1.0,6.04
GRAPH_FULL_PBRS,227,6,399,100,1.0,3.82
GRAPH_FULL_PBRS,227,6,499,100,1.0,4.09
GRAPH_FULL_PBRS,227,6,599,100,1.0,3.39
GRAPH_FULL_PBRS,227,6,699,100,1.0,2.9
GRAPH_FULL_PBRS,227,6,799,100,1.0,1.9
GRAPH_FULL_PBRS,227,6,899,100,1.0,2.01
GRAPH_FULL_PBRS,227,6,999,100,1.0,1.36
GRAPH_FULL_PBRS,227,6,1099,100,1.0,1.55
GRAPH_FULL_PBRS,227,6,1199,100,1.0,1.05
GRAPH_FULL_PBRS,227,6,1299,100,1.0,1.29
GRAPH_FULL_PBRS,227,6,1399,100,1.0,1.03
GRAPH_FULL_PBRS,227,6,1499,100,1.0,1.05
GRAPH_FULL_PBRS,227,6,1599,100,1.0,0.96
GRAPH_FULL_PBRS,227,6,1699,100,1.0,0.96
GRAPH_FULL_PBRS,227,6,1799,100,1.0,1.93
GRAPH_FULL_PBRS,227,6,1899,100,1.0,2.25
GRAPH_FULL_PBRS,227,6,1902,3,1.0,0.3333333333333333
GRAPH_FULL_PBRS,227,7,99,100,0.27,55.94
GRAPH_FULL_PBRS,227,7,199,100,0.98,9.82
GRAPH_FULL_PBRS,227,7,299,100,1.0,5.96
GRAPH_FULL_PBRS,227,7,399,100,1.0,3.78
GRAPH_FULL_PBRS,227,7,499,100,1.0,3.08
GRAPH_FULL_PBRS,227,7,599,100,1.0,3.76
GRAPH_FULL_PBRS,227,7,699,100,1.0,2.79
GRAPH_FULL_PBRS,227,7,799,100,1.0,2.34
GRAPH_FULL_PBRS,227,7,899,100,1.0,1.73
GRAPH_FULL_PBRS,227,7,999,100,1.0,1.83
GRAPH_FULL_PBRS,227,7,1099,100,1.0,1.41
GRAPH_FULL_PBRS,227,7,1199,100,1.0,1.25
GRAPH_FULL_PBRS,227,7,1299,100,1.0,1.56
GRAPH_FULL_PBRS,227,7,1399,100,1.0,0.92
GRAPH_FULL_PBRS,227,7,1499,100,1.0,1.45
GRAPH_FULL_PBRS,227,7,1599,100,1.0,0.95
GRAPH_FULL_PBRS,227,7,1699,100,1.0,0.87
GRAPH_FULL_PBRS,227,7,1799,100,1.0,1.2
GRAPH_FULL_PBRS,227,7,1899,100,1.0,2.64
GRAPH_FULL_PBRS,227,7,1904,5,1.0,1.0
GRAPH_FULL_PBRS,233,0,99,100,0.17,63.18
GRAPH_FULL_PBRS,233,0,199,100,0.94,15.39
GRAPH_FULL_PBRS,233,0,299,100,1.0,6.2
GRAPH_FULL_PBRS,233,0,399,100,1.0,4.35
GRAPH_FULL_PBRS,233,0,499,100,1.0,3.29
GRAPH_FULL_PBRS,233,0,599,100,1.0,3.04
GRAPH_FULL_PBRS,233,0,699,100,1.0,2.5
GRAPH_FULL_PBRS,233,0,799,100,1.0,1.91
GRAPH_FULL_PBRS,233,0,899,100,1.0,2.04
GRAPH_FULL_PBRS,233,0,999,100,1.0,1.84
GRAPH_FULL_PBRS,233,0,1099,100,1.0,1.3
GRAPH_FULL_PBRS,233,0,1199,100,1.0,1.44
GRAPH_FULL_PBRS,233,0,1299,100,1.0,1.19
GRAPH_FULL_PBRS,233,0,1399,100,1.0,1.39
GRAPH_FULL_PBRS,233,0,1499,100,1.0,1.26
GRAPH_FULL_PBRS,233,0,1599,100,1.0,0.74
GRAPH_FULL_PBRS,233,0,1699,100,1.0,1.06
GRAPH_FULL_PBRS,233,0,1799,100,1.0,0.95
GRAPH_FULL_PBRS,233,0,1884,85,1.0,1.1411764705882352
GRAPH_FULL_PBRS,233,1,99,100,0.12,64.28
GRAPH_FULL_PBRS,233,1,199,100,0.95,15.62
GRAPH_FULL_PBRS,233,1,299,100,1.0,5.67
GRAPH_FULL_PBRS,233,1,399,100,1.0,4.69
GRAPH_FULL_PBRS,233,1,499,100,1.0,3.21
GRAPH_FULL_PBRS,233,1,599,100,1.0,3.0
GRAPH_FULL_PBRS,233,1,699,100,1.0,2.67
GRAPH_FULL_PBRS,233,1,799,100,1.0,1.51
GRAPH_FULL_PBRS,233,1,899,100,1.0,2.29
GRAPH_FULL_PBRS,233,1,999,100,1.0,1.39
GRAPH_FULL_PBRS,233,1,1099,100,1.0,1.08
GRAPH_FULL_PBRS,233,1,1199,100,1.0,1.24
GRAPH_FULL_PBRS,233,1,1299,100,1.0,1.29
GRAPH_FULL_PBRS,233,1,1399,100,1.0,1.27
GRAPH_FULL_PBRS,233,1,1499,100,1.0,1.0
GRAPH_FULL_PBRS,233,1,1599,100,1.0,0.92
GRAPH_FULL_PBRS,233,1,1699,100,1.0,0.97
GRAPH_FULL_PBRS,233,1,1799,100,1.0,0.86
GRAPH_FULL_PBRS,233,1,1883,84,1.0,1.9166666666666667
GRAPH_FULL_PBRS,233,2,99,100,0.15,63.07
GRAPH_FULL_PBRS,233,2,199,100,0.96,15.94
GRAPH_FULL_PBRS,233,2,299,100,1.0,5.77
GRAPH_FULL_PBRS,233,2,399,100,1.0,4.43
GRAPH_FULL_PBRS,233,2,499,100,1.0,3.28
GRAPH_FULL_PBRS,233,2,599,100,1.0,2.85
GRAPH_FULL_PBRS,233,2,699,100,1.0,2.32
GRAPH_FULL_PBRS,233,2,799,100,1.0,2.2
GRAPH_FULL_PBRS,233,2,899,100,1.0,1.84
GRAPH_FULL_PBRS,233,2,999,100,1.0,1.39
GRAPH_FULL_PBRS,233,2,1099,100,1.0,1.21
GRAPH_FULL_PBRS,233,2,1199,100,1.0,1.19
GRAPH_FULL_PBRS,233,2,1299,100,1.0,0.93
GRAPH_FULL_PBRS,233,2,1399,100,1.0,1.09
GRAPH_FULL_PBRS,233,2,1499,100,0.99,2.79
GRAPH_FULL_PBRS,233,2,1599,100,1.0,0.67
GRAPH_FULL_PBRS,233,2,1699,100,1.0,1.08
GRAPH_FULL_PBRS,233,2,1799,100,1.0,0.95
GRAPH_FULL_PBRS,233,2,1888,89,1.0,1.2696629213483146
GRAPH_FULL_PBRS,233,3,99,100,0.19,61.97
GRAPH_FULL_PBRS,233,3,199,100,0.95,16.04
GRAPH_FULL_PBRS,233,3,299,100,1.0,6.22
GRAPH_FULL_PBRS,233,3,399,100,1.0,4.2
GRAPH_FULL_PBRS,233,3,499,100,1.0,3.27
GRAPH_FULL_PBRS,233,3,599,100,1.0,2.64
GRAPH_FULL_PBRS,233,3,699,100,1.0,2.32
GRAPH_FULL_PBRS,233,3,799,100,1.0,1.91
GRAPH_FULL_PBRS,233,3,899,100,1.0,2.14
GRAPH_FULL_PBRS,233,3,999,100,1.0,1.87
GRAPH_FULL_PBRS,233,3,1099,100,1.0,1.32
GRAPH_FULL_PBRS,233,3,1199,100,1.0,1.23
GRAPH_FULL_PBRS,233,3,1299,100,1.0,1.08
GRAPH_FULL_PBRS,233,3,1399,100,1.0,1.67
GRAPH_FULL_PBRS,233,3,1499,100,1.0,1.08
GRAPH_FULL_PBRS,233,3,1599,100,1.0,0.86
GRAPH_FULL_PBRS,233,3,1699,100,1.0,1.05
GRAPH_FULL_PBRS,233,3,1799,100,1.0,0.86
GRAPH_FULL_PBRS,233,3,1889,90,1.0,1.3
GRAPH_FULL_PBRS,233,4,99,100,0.17,63.9
GRAPH_FULL_PBRS,233,4,199,100,0.94,15.7
GRAPH_FULL_PBRS,233,4,299,100,1.0,5.67
GRAPH_FULL_PBRS,233,4,399,100,0.99,4.3
GRAPH_FULL_PBRS,233,4,499,100,1.0,3.42
GRAPH_FULL_PBRS,233,4,599,100,0.99,3.36
GRAPH_FULL_PBRS,233,4,699,100,1.0,2.29
GRAPH_FULL_PBRS,233,4,799,100,1.0,1.67
GRAPH_FULL_PBRS,233,4,899,100,1.0,1.23
GRAPH_FULL_PBRS,233,4,999,100,1.0,1.59
GRAPH_FULL_PBRS,233,4,1099,100,1.0,1.07
GRAPH_FULL_PBRS,233,4,1199,100,1.0,1.07
GRAPH_FULL_PBRS,233,4,1299,100,1.0,1.1
GRAPH_FULL_PBRS,233,4,1399,100,1.0,1.35
GRAPH_FULL_PBRS,233,4,1499,100,1.0,1.11
GRAPH_FULL_PBRS,233,4,1599,100,1.0,0.74
GRAPH_FULL_PBRS,233,4,1699,100,1.0,1.32
GRAPH_FULL_PBRS,233,4,1799,100,1.0,0.88
GRAPH_FULL_PBRS,233,4,1889,90,1.0,1.6777777777777778
GRAPH_FULL_PBRS,233,5,99,100,0.13,63.84
GRAPH_FULL_PBRS,233,5,199,100,0.95,14.93
GRAPH_FULL_PBRS,233,5,299,100,1.0,5.73
GRAPH_FULL_PBRS,233,5,399,100,1.0,4.29
GRAPH_FULL_PBRS,233,5,499,100,1.0,3.28
GRAPH_FULL_PBRS,233,5,599,100,1.0,2.74
GRAPH_FULL_PBRS,233,5,699,100,1.0,2.41
GRAPH_FULL_PBRS,233,5,799,100,1.0,1.66
GRAPH_FULL_PBRS,233,5,899,100,1.0,1.63
GRAPH_FULL_PBRS,233,5,999,100,1.0,1.84
GRAPH_FULL_PBRS,233,5,1099,100,1.0,1.51
GRAPH_FULL_PBRS,233,5,1199,100,1.0,1.37
GRAPH_FULL_PBRS,233,5,1299,100,1.0,1.03
GRAPH_FULL_PBRS,233,5,1399,100,1.0,1.17
GRAPH_FULL_PBRS,233,5,1499,100,1.0,1.27
GRAPH_FULL_PBRS,233,5,1599,100,1.0,0.8
GRAPH_FULL_PBRS,233,5,1699,100,1.0,0.95
GRAPH_FULL_PBRS,233,5,1799,100,1.0,1.05
GRAPH_FULL_PBRS,233,5,1883,84,1.0,1.5238095238095237
GRAPH_FULL_PBRS,233,6,99,100,0.13,65.46
GRAPH_FULL_PBRS,233,6,199,100,0.97,14.65
GRAPH_FULL_PBRS,233,6,299,100,1.0,5.26
GRAPH_FULL_PBRS,233,6,399,100,1.0,3.91
GRAPH_FULL_PBRS,233,6,499,100,1.0,4.11
GRAPH_FULL_PBRS,233,6,599,100,1.0,2.79
GRAPH_FULL_PBRS,233,6,699,100,1.0,2.28
GRAPH_FULL_PBRS,233,6,799,100,1.0,1.66
GRAPH_FULL_PBRS,233,6,899,100,1.0,1.58
GRAPH_FULL_PBRS,233,6,999,100,1.0,1.27
GRAPH_FULL_PBRS,233,6,1099,100,1.0,1.4
GRAPH_FULL_PBRS,233,6,1199,100,1.0,1.17
GRAPH_FULL_PBRS,233,6,1299,100,1.0,1.25
GRAPH_FULL_PBRS,233,6,1399,100,1.0,1.29
GRAPH_FULL_PBRS,233,6,1499,100,1.0,1.0
GRAPH_FULL_PBRS,233,6,1599,100,1.0,0.88
GRAPH_FULL_PBRS,233,6,1699,100,1.0,0.99
GRAPH_FULL_PBRS,233,6,1799,100,1.0,0.9
GRAPH_FULL_PBRS,233,6,1884,85,1.0,1.4941176470588236
GRAPH_FULL_PBRS,233,7,99,100,0.11,65.18
GRAPH_FULL_PBRS,233,7,199,100,0.97,14.26
GRAPH_FULL_PBRS,233,7,299,100,1.0,5.73
GRAPH_FULL_PBRS,233,7,399,100,1.0,4.41
GRAPH_FULL_PBRS,233,7,499,100,1.0,3.31
GRAPH_FULL_PBRS,233,7,599,100,1.0,2.96
GRAPH_FULL_PBRS,233,7,699,100,1.0,1.92
GRAPH_FULL_PBRS,233,7,799,100,1.0,1.91
GRAPH_FULL_PBRS,233,7,899,100,1.0,1.92
GRAPH_FULL_PBRS,233,7,999,100,1.0,1.85
GRAPH_FULL_PBRS,233,7,1099,100,1.0,1.14
GRAPH_FULL_PBRS,233,7,1199,100,1.0,1.2
GRAPH_FULL_PBRS,233,7,1299,100,1.0,1.22
GRAPH_FULL_PBRS,233,7,1399,100,1.0,0.96
GRAPH_FULL_PBRS,233,7,1499,100,1.0,1.22
GRAPH_FULL_PBRS,233,7,1599,100,1.0,1.09
GRAPH_FULL_PBRS,233,7,1699,100,1.0,1.08
GRAPH_FULL_PBRS,233,7,1799,100,1.0,1.14
GRAPH_FULL_PBRS,233,7,1887,88,1.0,1.4204545454545454
GRAPH_FULL_PBRS,239,0,99,100,0.04,70.02
GRAPH_FULL_PBRS,239,0,199,100,0.52,37.64
GRAPH_FULL_PBRS,239,0,299,100,1.0,8.56
GRAPH_FULL_PBRS,239,0,399,100,1.0,5.72
GRAPH_FULL_PBRS,239,0,499,100,1.0,4.46
GRAPH_FULL_PBRS,239,0,599,100,1.0,3.1
GRAPH_FULL_PBRS,239,0,699,100,0.99,4.13
GRAPH_FULL_PBRS,239,0,799,100,1.0,2.6
GRAPH_FULL_PBRS,239,0,899,100,1.0,2.2
GRAPH_FULL_PBRS,239,0,999,100,1.0,1.75
GRAPH_FULL_PBRS,239,0,1099,100,1.0,1.96
GRAPH_FULL_PBRS,239,0,1199,100,1.0,2.0
GRAPH_FULL_PBRS,239,0,1299,100,1.0,1.84
GRAPH_FULL_PBRS,239,0,1399,100,1.0,1.15
GRAPH_FULL_PBRS,239,0,1499,100,1.0,1.81
GRAPH_FULL_PBRS,239,0,1599,100,1.0,1.6
GRAPH_FULL_PBRS,239,0,1699,100,1.0,0.72
GRAPH_FULL_PBRS,239,0,1735,36,1.0,1.0555555555555556
GRAPH_FULL_PBRS,239,1,99,100,0.0,70.3
GRAPH_FULL_PBRS,239,1,199,100,0.53,37.0
GRAPH_FULL_PBRS,239,1,299,100,1.0,7.84
GRAPH_FULL_PBRS,239,1,399,100,1.0,6.05
GRAPH_FULL_PBRS,239,1,499,100,1.0,4.36
GRAPH_FULL_PBRS,239,1,599,100,1.0,2.65
GRAPH_FULL_PBRS,239,1,699,100,1.0,2.93
GRAPH_FULL_PBRS,239,1,799,100,1.0,2.58
GRAPH_FULL_PBRS,239,1,899,100,1.0,2.8
GRAPH_FULL_PBRS,239,1,999,100,1.0,2.11
GRAPH_FULL_PBRS,239,1,1099,100,1.0,1.87
GRAPH_FULL_PBRS,239,1,1199,100,1.0,1.84
GRAPH_FULL_PBRS,239,1,1299,100,1.0,1.8
GRAPH_FULL_PBRS,239,1,1399,100,1.0,1.27
GRAPH_FULL_PBRS,239,1,1499,100,1.0,1.49
GRAPH_FULL_PBRS,239,1,1599,100,1.0,1.58
GRAPH_FULL_PBRS,239,1,1699,100,1.0,1.52
GRAPH_FULL_PBRS,239,1,1753,54,1.0,0.7777777777777778
GRAPH_FULL_PBRS,239,2,99,100,0.03,69.87
GRAPH_FULL_PBRS,239,2,199,100,0.52,36.96
GRAPH_FULL_PBRS,239,2,299,100,0.99,8.74
GRAPH_FULL_PBRS,239,2,399,100,1.0,5.0
GRAPH_FULL_PBRS,239,2,499,100,1.0,3.77
GRAPH_FULL_PBRS,239,2,599,100,1.0,3.23
GRAPH_FULL_PBRS,239,2,699,100,1.0,3.43
GRAPH_FULL_PBRS,239,2,799,100,1.0,2.95
GRAPH_FULL_PBRS,239,2,899,100,1.0,2.14
GRAPH_FULL_PBRS,239,2,999,100,1.0,1.92
GRAPH_FULL_PBRS,239,2,1099,100,1.0,1.49
GRAPH_FULL_PBRS,239,2,1199,100,1.0,1.55
GRAPH_FULL_PBRS,239,2,1299,100,1.0,1.57
GRAPH_FULL_PBRS,239,2,1399,100,1.0,1.67
GRAPH_FULL_PBRS,239,2,1499,100,1.0,1.52
GRAPH_FULL_PBRS,239,2,1599,100,1.0,1.4
GRAPH_FULL_PBRS,239,2,1699,100,1.0,0.75
GRAPH_FULL_PBRS,239,2,1739,40,1.0,0.575
GRAPH_FULL_PBRS,239,3,99,100,0.04,69.02
GRAPH_FULL_PBRS,239,3,199,100,0.56,37.45
GRAPH_FULL_PBRS,239,3,299,100,1.0,9.09
GRAPH_FULL_PBRS,239,3,399,100,0.99,6.06
GRAPH_FULL_PBRS,239,3,499,100,1.0,3.56
GRAPH_FULL_PBRS,239,3,599,100,1.0,3.35
GRAPH_FULL_PBRS,239,3,699,100,1.0,3.09
GRAPH_FULL_PBRS,239,3,799,100,1.0,2.47
GRAPH_FULL_PBRS,239,3,899,100,1.0,2.2
GRAPH_FULL_PBRS,239,3,999,100,1.0,1.9
GRAPH_FULL_PBRS,239,3,1099,100,1.0,1.29
GRAPH_FULL_PBRS,239,3,1199,100,1.0,1.53
GRAPH_FULL_PBRS,239,3,1299,100,1.0,1.58
GRAPH_FULL_PBRS,239,3,1399,100,1.0,1.34
GRAPH_FULL_PBRS,239,3,1499,100,1.0,1.86
GRAPH_FULL_PBRS,239,3,1599,100,1.0,2.05
GRAPH_FULL_PBRS,239,3,1699,100,1.0,0.65
GRAPH_FULL_PBRS,239,3,1748,49,1.0,1.0612244897959184
GRAPH_FULL_PBRS,239,4,99,100,0.02,71.15
GRAPH_FULL_PBRS,239,4,199,100,0.58,37.09
GRAPH_FULL_PBRS,239,4,299,100,1.0,8.7
GRAPH_FULL_PBRS,239,4,399,100,1.0,5.47
GRAPH_FULL_PBRS,239,4,499,100,1.0,3.58
GRAPH_FULL_PBRS,239,4,599,100,0.99,3.69
GRAPH_FULL_PBRS,239,4,699,100,1.0,3.06
GRAPH_FULL_PBRS,239,4,799,100,1.0,3.65
GRAPH_FULL_PBRS,239,4,899,100,1.0,2.39
GRAPH_FULL_PBRS,239,4,999,100,1.0,2.33
GRAPH_FULL_PBRS,239,4,1099,100,1.0,1.48
GRAPH_FULL_PBRS,239,4,1199,100,1.0,1.63
GRAPH_FULL_PBRS,239,4,1299,100,1.0,1.91
GRAPH_FULL_PBRS,239,4,1399,100,1.0,1.57
GRAPH_FULL_PBRS,239,4,1499,100,1.0,2.0
GRAPH_FULL_PBRS,239,4,1599,100,1.0,1.52
GRAPH_FULL_PBRS,239,4,1699,100,1.0,0.77
GRAPH_FULL_PBRS,239,4,1749,50,1.0,1.2
GRAPH_FULL_PBRS,239,5,99,100,0.0,70.52
GRAPH_FULL_PBRS,239,5,199,100,0.55,36.52
GRAPH_FULL_PBRS,239,5,299,100,1.0,8.72
GRAPH_FULL_PBRS,239,5,399,100,1.0,5.42
GRAPH_FULL_PBRS,239,5,499,100,1.0,3.92
GRAPH_FULL_PBRS,239,5,599,100,0.99,3.77
GRAPH_FULL_PBRS,239,5,699,100,1.0,3.51
GRAPH_FULL_PBRS,239,5,799,100,1.0,2.89
GRAPH_FULL_PBRS,239,5,899,100,1.0,2.6
GRAPH_FULL_PBRS,239,5,999,100,1.0,2.18
GRAPH_FULL_PBRS,239,5,1099,100,1.0,1.76
GRAPH_FULL_PBRS,239,5,1199,100,1.0,2.26
GRAPH_FULL_PBRS,239,5,1299,100,1.0,1.82
GRAPH_FULL_PBRS,239,5,1399,100,1.0,2.07
GRAPH_FULL_PBRS,239,5,1499,100,1.0,1.71
GRAPH_FULL_PBRS,239,5,1599,100,1.0,1.64
GRAPH_FULL_PBRS,239,5,1699,100,1.0,0.64
GRAPH_FULL_PBRS,239,5,1735,36,1.0,1.0833333333333333
GRAPH_FULL_PBRS,239,6,99,100,0.01,69.66
GRAPH_FULL_PBRS,239,6,199,100,0.62,35.43
GRAPH_FULL_PBRS,239,6,299,100,1.0,8.39
GRAPH_FULL_PBRS,239,6,399,100,0.99,6.05
GRAPH_FULL_PBRS,239,6,499,100,1.0,4.19
GRAPH_FULL_PBRS,239,6,599,100,1.0,3.68
GRAPH_FULL_PBRS,239,6,699,100,1.0,2.48
GRAPH_FULL_PBRS,239,6,799,100,1.0,2.54
GRAPH_FULL_PBRS,239,6,899,100,1.0,2.67
GRAPH_FULL_PBRS,239,6,999,100,1.0,1.52
GRAPH_FULL_PBRS,239,6,1099,100,1.0,1.5
GRAPH_FULL_PBRS,239,6,1199,100,1.0,1.86
GRAPH_FULL_PBRS,239,6,1299,100,1.0,1.81
GRAPH_FULL_PBRS,239,6,1399,100,1.0,1.64
GRAPH_FULL_PBRS,239,6,1499,100,1.0,1.2
GRAPH_FULL_PBRS,239,6,1599,100,1.0,1.48
GRAPH_FULL_PBRS,239,6,1699,100,1.0,0.81
GRAPH_FULL_PBRS,239,6,1738,39,1.0,1.0769230769230769
GRAPH_FULL_PBRS,239,7,99,100,0.0,70.43
GRAPH_FULL_PBRS,239,7,199,100,0.56,37.57
GRAPH_FULL_PBRS,239,7,299,100,1.0,8.5
GRAPH_FULL_PBRS,239,7,399,100,1.0,5.58
GRAPH_FULL_PBRS,239,7,499,100,1.0,4.31
GRAPH_FULL_PBRS,239,7,599,100,1.0,3.07
GRAPH_FULL_PBRS,239,7,699,100,1.0,2.63
GRAPH_FULL_PBRS,239,7,799,100,1.0,3.39
GRAPH_FULL_PBRS,239,7,899,100,1.0,2.51
GRAPH_FULL_PBRS,239,7,999,100,1.0,2.0
GRAPH_FULL_PBRS,239,7,1099,100,1.0,1.43
GRAPH_FULL_PBRS,239,7,1199,100,0.99,2.43
GRAPH_FULL_PBRS,239,7,1299,100,1.0,2.3
GRAPH_FULL_PBRS,239,7,1399,100,1.0,1.72
GRAPH_FULL_PBRS,239,7,1499,100,1.0,1.56
GRAPH_FULL_PBRS,239,7,1599,100,1.0,1.46
GRAPH_FULL_PBRS,239,7,1699,100,1.0,0.99
GRAPH_FULL_PBRS,239,7,1741,42,1.0,0.8809523809523809
TASK_ONLY,211,0,99,100,0.0,81.45
TASK_ONLY,211,0,199,100,0.0,83.57
TASK_ONLY,211,0,299,100,0.0,82.7
TASK_ONLY,211,0,399,100,0.0,79.43
TASK_ONLY,211,0,499,100,0.0,84.49
TASK_ONLY,211,0,599,100,0.0,82.71
TASK_ONLY,211,0,682,83,0.0,82.97590361445783
TASK_ONLY,211,1,99,100,0.0,81.88
TASK_ONLY,211,1,199,100,0.0,83.73
TASK_ONLY,211,1,299,100,0.0,81.52
TASK_ONLY,211,1,399,100,0.0,79.85
TASK_ONLY,211,1,499,100,0.0,84.29
TASK_ONLY,211,1,599,100,0.0,82.84
TASK_ONLY,211,1,681,82,0.0,84.48780487804878
TASK_ONLY,211,2,99,100,0.0,81.64
TASK_ONLY,211,2,199,100,0.0,83.76
TASK_ONLY,211,2,299,100,0.0,82.22
TASK_ONLY,211,2,399,100,0.0,79.01
TASK_ONLY,211,2,499,100,0.0,84.65
TASK_ONLY,211,2,599,100,0.0,83.93
TASK_ONLY,211,2,682,83,0.0,83.20481927710843
TASK_ONLY,211,3,99,100,0.0,82.46
TASK_ONLY,211,3,199,100,0.0,82.51
TASK_ONLY,211,3,299,100,0.0,82.44
TASK_ONLY,211,3,399,100,0.0,79.83
TASK_ONLY,211,3,499,100,0.0,84.53
TASK_ONLY,211,3,599,100,0.0,83.94
TASK_ONLY,211,3,681,82,0.0,84.15853658536585
TASK_ONLY,211,4,99,100,0.0,81.52
TASK_ONLY,211,4,199,100,0.0,82.6
TASK_ONLY,211,4,299,100,0.0,80.68
TASK_ONLY,211,4,399,100,0.0,78.71
TASK_ONLY,211,4,499,100,0.0,84.48
TASK_ONLY,211,4,599,100,0.0,83.13
TASK_ONLY,211,4,682,83,0.0,83.57831325301204
TASK_ONLY,211,5,99,100,0.0,81.72
TASK_ONLY,211,5,199,100,0.0,83.31
TASK_ONLY,211,5,299,100,0.0,81.96
TASK_ONLY,211,5,399,100,0.0,78.77
TASK_ONLY,211,5,499,100,0.0,83.74
TASK_ONLY,211,5,599,100,0.0,83.93
TASK_ONLY,211,5,681,82,0.0,84.64634146341463
TASK_ONLY,211,6,99,100,0.0,82.27
TASK_ONLY,211,6,199,100,0.0,83.57
TASK_ONLY,211,6,299,100,0.0,81.74
TASK_ONLY,211,6,399,100,0.0,78.99
TASK_ONLY,211,6,499,100,0.0,83.69
TASK_ONLY,211,6,599,100,0.0,84.48
TASK_ONLY,211,6,682,83,0.0,83.56626506024097
TASK_ONLY,211,7,99,100,0.0,82.47
TASK_ONLY,211,7,199,100,0.0,83.33
TASK_ONLY,211,7,299,100,0.0,82.17
TASK_ONLY,211,7,399,100,0.0,79.22
TASK_ONLY,211,7,499,100,0.0,83.89
TASK_ONLY,211,7,599,100,0.0,82.65
TASK_ONLY,211,7,681,82,0.0,83.54878048780488
TASK_ONLY,239,0,99,100,0.0,73.77
TASK_ONLY,239,0,199,100,0.0,74.92
TASK_ONLY,239,0,299,100,0.0,72.84
TASK_ONLY,239,0,399,100,0.0,70.13
TASK_ONLY,239,0,499,100,0.0,65.34
TASK_ONLY,239,0,599,100,0.0,70.1
