method,policy_seed,worker,window_end_episode,n,success_rate,mean_invalid_actions
GRAPH_COST_PBRS,239,1,599,100,1.0,5.59
GRAPH_COST_PBRS,239,1,699,100,1.0,3.39
GRAPH_COST_PBRS,239,1,799,100,1.0,2.79
GRAPH_COST_PBRS,239,1,899,100,1.0,2.34
GRAPH_COST_PBRS,239,1,999,100,1.0,2.13
GRAPH_COST_PBRS,239,1,1099,100,1.0,1.99
GRAPH_COST_PBRS,239,1,1199,100,1.0,1.59
GRAPH_COST_PBRS,239,1,1205,6,1.0,2.1666666666666665
GRAPH_COST_PBRS,239,2,99,100,0.0,81.41
GRAPH_COST_PBRS,239,2,199,100,0.0,76.06
GRAPH_COST_PBRS,239,2,299,100,0.0,74.24
GRAPH_COST_PBRS,239,2,399,100,0.2,55.72
GRAPH_COST_PBRS,239,2,499,100,0.93,17.62
GRAPH_COST_PBRS,239,2,599,100,0.99,5.89
GRAPH_COST_PBRS,239,2,699,100,1.0,3.78
GRAPH_COST_PBRS,239,2,799,100,1.0,2.89
GRAPH_COST_PBRS,239,2,899,100,1.0,2.58
GRAPH_COST_PBRS,239,2,999,100,1.0,2.06
GRAPH_COST_PBRS,239,2,1099,100,1.0,1.51
GRAPH_COST_PBRS,239,2,1192,93,1.0,1.2043010752688172
GRAPH_COST_PBRS,239,3,99,100,0.0,81.67
GRAPH_COST_PBRS,239,3,199,100,0.0,77.92
GRAPH_COST_PBRS,239,3,299,100,0.0,73.61
GRAPH_COST_PBRS,239,3,399,100,0.17,55.9
GRAPH_COST_PBRS,239,3,499,100,0.91,17.8
GRAPH_COST_PBRS,239,3,599,100,1.0,6.23
GRAPH_COST_PBRS,239,3,699,100,1.0,4.17
GRAPH_COST_PBRS,239,3,799,100,1.0,3.04
GRAPH_COST_PBRS,239,3,899,100,1.0,1.96
GRAPH_COST_PBRS,239,3,999,100,1.0,1.81
GRAPH_COST_PBRS,239,3,1099,100,1.0,1.54
GRAPH_COST_PBRS,239,3,1199,100,1.0,1.72
GRAPH_COST_PBRS,239,4,99,100,0.0,82.13
GRAPH_COST_PBRS,239,4,199,100,0.0,75.77
GRAPH_COST_PBRS,239,4,299,100,0.0,74.03
GRAPH_COST_PBRS,239,4,399,100,0.19,55.88
GRAPH_COST_PBRS,239,4,499,100,0.94,16.52
GRAPH_COST_PBRS,239,4,599,100,1.0,5.52
GRAPH_COST_PBRS,239,4,699,100,1.0,3.49
GRAPH_COST_PBRS,239,4,799,100,0.99,3.86
GRAPH_COST_PBRS,239,4,899,100,1.0,2.21
GRAPH_COST_PBRS,239,4,999,100,1.0,2.14
GRAPH_COST_PBRS,239,4,1099,100,1.0,1.62
GRAPH_COST_PBRS,239,4,1199,100,1.0,1.17
GRAPH_COST_PBRS,239,4,1205,6,1.0,1.0
GRAPH_COST_PBRS,239,5,99,100,0.0,81.4
GRAPH_COST_PBRS,239,5,199,100,0.0,76.13
GRAPH_COST_PBRS,239,5,299,100,0.0,71.93
GRAPH_COST_PBRS,239,5,399,100,0.16,57.52
GRAPH_COST_PBRS,239,5,499,100,0.91,16.37
GRAPH_COST_PBRS,239,5,599,100,0.99,5.55
GRAPH_COST_PBRS,239,5,699,100,1.0,3.58
GRAPH_COST_PBRS,239,5,799,100,1.0,2.6
GRAPH_COST_PBRS,239,5,899,100,1.0,2.58
GRAPH_COST_PBRS,239,5,999,100,1.0,2.49
GRAPH_COST_PBRS,239,5,1099,100,1.0,1.53
GRAPH_COST_PBRS,239,5,1199,100,1.0,1.23
GRAPH_COST_PBRS,239,5,1200,1,1.0,4.0
GRAPH_COST_PBRS,239,6,99,100,0.01,81.46
GRAPH_COST_PBRS,239,6,199,100,0.0,76.02
GRAPH_COST_PBRS,239,6,299,100,0.0,75.0
GRAPH_COST_PBRS,239,6,399,100,0.2,57.2
GRAPH_COST_PBRS,239,6,499,100,0.94,17.65
GRAPH_COST_PBRS,239,6,599,100,1.0,4.92
GRAPH_COST_PBRS,239,6,699,100,1.0,3.37
GRAPH_COST_PBRS,239,6,799,100,1.0,3.41
GRAPH_COST_PBRS,239,6,899,100,1.0,2.23
GRAPH_COST_PBRS,239,6,999,100,1.0,1.98
GRAPH_COST_PBRS,239,6,1099,100,1.0,1.66
GRAPH_COST_PBRS,239,6,1198,99,1.0,1.707070707070707
GRAPH_COST_PBRS,239,7,99,100,0.0,82.32
GRAPH_COST_PBRS,239,7,199,100,0.0,75.04
GRAPH_COST_PBRS,239,7,299,100,0.0,72.42
GRAPH_COST_PBRS,239,7,399,100,0.17,56.89
GRAPH_COST_PBRS,239,7,499,100,0.92,16.17
GRAPH_COST_PBRS,239,7,599,100,1.0,5.37
GRAPH_COST_PBRS,239,7,699,100,1.0,3.02
GRAPH_COST_PBRS,239,7,799,100,1.0,3.0
GRAPH_COST_PBRS,239,7,899,100,1.0,2.7
GRAPH_COST_PBRS,239,7,999,100,1.0,1.87
GRAPH_COST_PBRS,239,7,1099,100,1.0,1.65
GRAPH_COST_PBRS,239,7,1199,100,1.0,1.6
GRAPH_COST_PBRS,239,7,1211,12,1.0,1.1666666666666667
GRAPH_FULL_PBRS,211,0,99,100,0.0,75.33
GRAPH_FULL_PBRS,211,0,199,100,0.24,55.81
GRAPH_FULL_PBRS,211,0,299,100,0.95,8.37
GRAPH_FULL_PBRS,211,0,399,100,1.0,3.56
GRAPH_FULL_PBRS,211,0,499,100,1.0,2.37
GRAPH_FULL_PBRS,211,0,599,100,1.0,1.65
GRAPH_FULL_PBRS,211,0,699,100,1.0,1.52
GRAPH_FULL_PBRS,211,0,799,100,1.0,2.12
GRAPH_FULL_PBRS,211,0,899,100,1.0,1.73
GRAPH_FULL_PBRS,211,0,999,100,1.0,1.34
GRAPH_FULL_PBRS,211,0,1099,100,1.0,0.79
GRAPH_FULL_PBRS,211,0,1199,100,1.0,0.84
GRAPH_FULL_PBRS,211,0,1299,100,1.0,0.91
GRAPH_FULL_PBRS,211,0,1399,100,1.0,0.69
GRAPH_FULL_PBRS,211,0,1499,100,1.0,0.75
GRAPH_FULL_PBRS,211,0,1599,100,1.0,0.85
GRAPH_FULL_PBRS,211,0,1682,83,1.0,0.7590361445783133
GRAPH_FULL_PBRS,211,1,99,100,0.01,76.03
GRAPH_FULL_PBRS,211,1,199,100,0.24,56.93
GRAPH_FULL_PBRS,211,1,299,100,0.96,8.18
GRAPH_FULL_PBRS,211,1,399,100,1.0,3.77
GRAPH_FULL_PBRS,211,1,499,100,1.0,2.38
GRAPH_FULL_PBRS,211,1,599,100,1.0,1.82
GRAPH_FULL_PBRS,211,1,699,100,1.0,1.52
GRAPH_FULL_PBRS,211,1,799,100,1.0,1.7
GRAPH_FULL_PBRS,211,1,899,100,1.0,1.67
GRAPH_FULL_PBRS,211,1,999,100,1.0,1.18
GRAPH_FULL_PBRS,211,1,1099,100,1.0,0.99
GRAPH_FULL_PBRS,211,1,1199,100,1.0,0.72
GRAPH_FULL_PBRS,211,1,1299,100,1.0,1.04
GRAPH_FULL_PBRS,211,1,1399,100,1.0,0.68
GRAPH_FULL_PBRS,211,1,1499,100,1.0,0.94
GRAPH_FULL_PBRS,211,1,1599,100,1.0,0.74
GRAPH_FULL_PBRS,211,1,1689,90,1.0,1.3
GRAPH_FULL_PBRS,211,2,99,100,0.01,74.87
GRAPH_FULL_PBRS,211,2,199,100,0.22,56.55
GRAPH_FULL_PBRS,211,2,299,100,1.0,8.01
GRAPH_FULL_PBRS,211,2,399,100,1.0,3.52
GRAPH_FULL_PBRS,211,2,499,100,1.0,2.67
GRAPH_FULL_PBRS,211,2,599,100,1.0,1.67
GRAPH_FULL_PBRS,211,2,699,100,1.0,1.29
GRAPH_FULL_PBRS,211,2,799,100,1.0,2.04
GRAPH_FULL_PBRS,211,2,899,100,1.0,1.81
GRAPH_FULL_PBRS,211,2,999,100,1.0,1.7
GRAPH_FULL_PBRS,211,2,1099,100,1.0,1.08
GRAPH_FULL_PBRS,211,2,1199,100,1.0,0.98
GRAPH_FULL_PBRS,211,2,1299,100,1.0,1.24
GRAPH_FULL_PBRS,211,2,1399,100,1.0,0.75
GRAPH_FULL_PBRS,211,2,1499,100,1.0,0.82
GRAPH_FULL_PBRS,211,2,1599,100,1.0,0.96
GRAPH_FULL_PBRS,211,2,1671,72,1.0,1.0138888888888888
GRAPH_FULL_PBRS,211,3,99,100,0.01,75.41
GRAPH_FULL_PBRS,211,3,199,100,0.21,56.04
GRAPH_FULL_PBRS,211,3,299,100,0.97,7.61
GRAPH_FULL_PBRS,211,3,399,100,1.0,3.77
GRAPH_FULL_PBRS,211,3,499,100,1.0,2.24
GRAPH_FULL_PBRS,211,3,599,100,1.0,1.9
GRAPH_FULL_PBRS,211,3,699,100,1.0,1.44
GRAPH_FULL_PBRS,211,3,799,100,1.0,2.13
GRAPH_FULL_PBRS,211,3,899,100,1.0,1.53
GRAPH_FULL_PBRS,211,3,999,100,1.0,1.27
GRAPH_FULL_PBRS,211,3,1099,100,1.0,0.96
GRAPH_FULL_PBRS,211,3,1199,100,1.0,0.93
GRAPH_FULL_PBRS,211,3,1299,100,1.0,0.9
GRAPH_FULL_PBRS,211,3,1399,100,1.0,0.68
GRAPH_FULL_PBRS,211,3,1499,100,1.0,0.83
GRAPH_FULL_PBRS,211,3,1599,100,1.0,0.64
GRAPH_FULL_PBRS,211,3,1692,93,1.0,1.2688172043010753
GRAPH_FULL_PBRS,211,4,99,100,0.01,74.94
GRAPH_FULL_PBRS,211,4,199,100,0.25,56.98
GRAPH_FULL_PBRS,211,4,299,100,0.98,8.7
GRAPH_FULL_PBRS,211,4,399,100,1.0,3.62
GRAPH_FULL_PBRS,211,4,499,100,1.0,2.68
GRAPH_FULL_PBRS,211,4,599,100,1.0,1.83
GRAPH_FULL_PBRS,211,4,699,100,1.0,1.62
GRAPH_FULL_PBRS,211,4,799,100,1.0,2.01
GRAPH_FULL_PBRS,211,4,899,100,1.0,1.78
GRAPH_FULL_PBRS,211,4,999,100,1.0,1.12
GRAPH_FULL_PBRS,211,4,1099,100,1.0,0.96
GRAPH_FULL_PBRS,211,4,1199,100,1.0,0.8
GRAPH_FULL_PBRS,211,4,1299,100,1.0,1.46
GRAPH_FULL_PBRS,211,4,1399,100,1.0,0.67
GRAPH_FULL_PBRS,211,4,1499,100,1.0,0.72
GRAPH_FULL_PBRS,211,4,1599,100,1.0,1.31
GRAPH_FULL_PBRS,211,4,1674,75,1.0,0.68
GRAPH_FULL_PBRS,211,5,99,100,0.0,75.52
GRAPH_FULL_PBRS,211,5,199,100,0.24,54.86
GRAPH_FULL_PBRS,211,5,299,100,0.96,8.81
GRAPH_FULL_PBRS,211,5,399,100,1.0,3.31
GRAPH_FULL_PBRS,211,5,499,100,0.99,2.84
GRAPH_FULL_PBRS,211,5,599,100,0.99,2.78
GRAPH_FULL_PBRS,211,5,699,100,1.0,1.66
GRAPH_FULL_PBRS,211,5,799,100,1.0,1.96
GRAPH_FULL_PBRS,211,5,899,100,1.0,1.9
GRAPH_FULL_PBRS,211,5,999,100,1.0,1.41
GRAPH_FULL_PBRS,211,5,1099,100,1.0,0.74
GRAPH_FULL_PBRS,211,5,1199,100,1.0,0.85
GRAPH_FULL_PBRS,211,5,1299,100,1.0,1.05
GRAPH_FULL_PBRS,211,5,1399,100,1.0,0.7
GRAPH_FULL_PBRS,211,5,1499,100,0.99,1.21
GRAPH_FULL_PBRS,211,5,1599,100,1.0,0.83
GRAPH_FULL_PBRS,211,5,1672,73,1.0,0.8493150684931506
GRAPH_FULL_PBRS,211,6,99,100,0.01,75.88
GRAPH_FULL_PBRS,211,6,199,100,0.28,54.57
GRAPH_FULL_PBRS,211,6,299,100,0.97,9.06
GRAPH_FULL_PBRS,211,6,399,100,1.0,4.07
GRAPH_FULL_PBRS,211,6,499,100,1.0,2.63
GRAPH_FULL_PBRS,211,6,599,100,1.0,1.81
GRAPH_FULL_PBRS,211,6,699,100,1.0,1.76
GRAPH_FULL_PBRS,211,6,799,100,1.0,1.94
GRAPH_FULL_PBRS,211,6,899,100,1.0,1.42
GRAPH_FULL_PBRS,211,6,999,100,1.0,1.27
GRAPH_FULL_PBRS,211,6,1099,100,1.0,1.09
GRAPH_FULL_PBRS,211,6,1199,100,1.0,0.99
GRAPH_FULL_PBRS,211,6,1299,100,1.0,1.19
GRAPH_FULL_PBRS,211,6,1399,100,1.0,0.54
GRAPH_FULL_PBRS,211,6,1499,100,1.0,0.89
GRAPH_FULL_PBRS,211,6,1599,100,1.0,1.1
GRAPH_FULL_PBRS,211,6,1672,73,1.0,1.0684931506849316
GRAPH_FULL_PBRS,211,7,99,100,0.0,76.04
GRAPH_FULL_PBRS,211,7,199,100,0.26,56.15
GRAPH_FULL_PBRS,211,7,299,100,0.94,8.2
GRAPH_FULL_PBRS,211,7,399,100,1.0,3.64
GRAPH_FULL_PBRS,211,7,499,100,1.0,2.02
GRAPH_FULL_PBRS,211,7,599,100,1.0,1.52
GRAPH_FULL_PBRS,211,7,699,100,1.0,1.25
GRAPH_FULL_PBRS,211,7,799,100,1.0,2.19
GRAPH_FULL_PBRS,211,7,899,100,1.0,1.97
GRAPH_FULL_PBRS,211,7,999,100,1.0,1.24
GRAPH_FULL_PBRS,211,7,1099,100,1.0,0.98
GRAPH_FULL_PBRS,211,7,1199,100,1.0,1.08
GRAPH_FULL_PBRS,211,7,1299,100,1.0,1.14
GRAPH_FULL_PBRS,211,7,1399,100,1.0,0.61
GRAPH_FULL_PBRS,211,7,1499,100,1.0,0.65
GRAPH_FULL_PBRS,211,7,1599,100,1.0,0.54
GRAPH_FULL_PBRS,211,7,1685,86,1.0,1.1162790697674418
GRAPH_FULL_PBRS,223,0,99,100,0.28,53.55
GRAPH_FULL_PBRS,223,0,199,100,0.99,11.14
GRAPH_FULL_PBRS,223,0,299,100,1.0,5.73
GRAPH_FULL_PBRS,223,0,399,100,1.0,3.37
GRAPH_FULL_PBRS,223,0,499,100,1.0,2.97
GRAPH_FULL_PBRS,223,0,599,100,1.0,3.13
GRAPH_FULL_PBRS,223,0,699,100,1.0,2.2
GRAPH_FULL_PBRS,223,0,799,100,1.0,2.67
GRAPH_FULL_PBRS,223,0,899,100,1.0,1.94
GRAPH_FULL_PBRS,223,0,999,100,1.0,1.33
GRAPH_FULL_PBRS,223,0,1099,100,1.0,1.78
GRAPH_FULL_PBRS,223,0,1199,100,1.0,1.49
GRAPH_FULL_PBRS,223,0,1299,100,1.0,1.03
GRAPH_FULL_PBRS,223,0,1399,100,1.0,1.15
GRAPH_FULL_PBRS,223,0,1499,100,1.0,0.69
GRAPH_FULL_PBRS,223,0,1599,100,1.0,0.89
GRAPH_FULL_PBRS,223,0,1699,100,1.0,0.92
GRAPH_FULL_PBRS,223,0,1799,100,1.0,0.93
GRAPH_FULL_PBRS,223,0,1899,100,1.0,1.14
GRAPH_FULL_PBRS,223,0,1922,23,1.0,0.8695652173913043
GRAPH_FULL_PBRS,223,1,99,100,0.33,53.07
GRAPH_FULL_PBRS,223,1,199,100,0.99,12.18
GRAPH_FULL_PBRS,223,1,299,100,1.0,5.65
GRAPH_FULL_PBRS,223,1,399,100,1.0,3.99
GRAPH_FULL_PBRS,223,1,499,100,1.0,3.53
GRAPH_FULL_PBRS,223,1,599,100,1.0,2.94
GRAPH_FULL_PBRS,223,1,699,100,1.0,2.4
GRAPH_FULL_PBRS,223,1,799,100,1.0,1.79
GRAPH_FULL_PBRS,223,1,899,100,1.0,1.6
GRAPH_FULL_PBRS,223,1,999,100,1.0,1.23
GRAPH_FULL_PBRS,223,1,1099,100,1.0,1.4
GRAPH_FULL_PBRS,223,1,1199,100,1.0,1.23
GRAPH_FULL_PBRS,223,1,1299,100,1.0,1.03
GRAPH_FULL_PBRS,223,1,1399,100,1.0,1.29
GRAPH_FULL_PBRS,223,1,1499,100,1.0,1.37
GRAPH_FULL_PBRS,223,1,1599,100,1.0,0.72
GRAPH_FULL_PBRS,223,1,1699,100,1.0,1.13
GRAPH_FULL_PBRS,223,1,1799,100,1.0,1.08
GRAPH_FULL_PBRS,223,1,1899,100,1.0,0.87
GRAPH_FULL_PBRS,223,1,1921,22,1.0,1.0454545454545454
GRAPH_FULL_PBRS,223,2,99,100,0.33,53.09
GRAPH_FULL_PBRS,223,2,199,100,0.98,12.32
GRAPH_FULL_PBRS,223,2,299,100,1.0,5.68
GRAPH_FULL_PBRS,223,2,399,100,1.0,3.57
GRAPH_FULL_PBRS,223,2,499,100,1.0,3.4
GRAPH_FULL_PBRS,223,2,599,100,1.0,3.15
GRAPH_FULL_PBRS,223,2,699,100,1.0,2.3
GRAPH_FULL_PBRS,223,2,799,100,1.0,2.57
GRAPH_FULL_PBRS,223,2,899,100,1.0,2.0
GRAPH_FULL_PBRS,223,2,999,100,1.0,1.65
GRAPH_FULL_PBRS,223,2,1099,100,1.0,1.87
GRAPH_FULL_PBRS,223,2,1199,100,1.0,0.98
GRAPH_FULL_PBRS,223,2,1299,100,1.0,1.07
GRAPH_FULL_PBRS,223,2,1399,100,1.0,1.28
GRAPH_FULL_PBRS,223,2,1499,100,1.0,1.16
GRAPH_FULL_PBRS,223,2,1599,100,1.0,0.72
GRAPH_FULL_PBRS,223,2,1699,100,1.0,0.87
GRAPH_FULL_PBRS,223,2,1799,100,1.0,1.12
GRAPH_FULL_PBRS,223,2,1899,100,1.0,1.13
GRAPH_FULL_PBRS,223,2,1929,30,1.0,0.6
GRAPH_FULL_PBRS,223,3,99,100,0.3,53.88
GRAPH_FULL_PBRS,223,3,199,100,1.0,11.64
GRAPH_FULL_PBRS,223,3,299,100,1.0,4.96
GRAPH_FULL_PBRS,223,3,399,100,1.0,3.19
GRAPH_FULL_PBRS,223,3,499,100,1.0,3.09
GRAPH_FULL_PBRS,223,3,599,100,1.0,2.98
GRAPH_FULL_PBRS,223,3,699,100,1.0,2.16
GRAPH_FULL_PBRS,223,3,799,100,1.0,2.01
GRAPH_FULL_PBRS,223,3,899,100,1.0,1.73
GRAPH_FULL_PBRS,223,3,999,100,1.0,1.47
GRAPH_FULL_PBRS,223,3,1099,100,1.0,2.38
GRAPH_FULL_PBRS,223,3,1199,100,1.0,1.07
GRAPH_FULL_PBRS,223,3,1299,100,1.0,1.15
GRAPH_FULL_PBRS,223,3,1399,100,1.0,1.06
GRAPH_FULL_PBRS,223,3,1499,100,1.0,1.02
GRAPH_FULL_PBRS,223,3,1599,100,1.0,0.66
GRAPH_FULL_PBRS,223,3,1699,100,1.0,0.98
GRAPH_FULL_PBRS,223,3,1799,100,1.0,0.91
GRAPH_FULL_PBRS,223,3,1899,100,1.0,1.39
GRAPH_FULL_PBRS,223,3,1931,32,1.0,0.96875
GRAPH_FULL_PBRS,223,4,99,100,0.29,54.29
GRAPH_FULL_PBRS,223,4,199,100,1.0,11.66
GRAPH_FULL_PBRS,223,4,299,100,1.0,5.61
GRAPH_FULL_PBRS,223,4,399,100,1.0,3.25
GRAPH_FULL_PBRS,223,4,499,100,1.0,3.03
GRAPH_FULL_PBRS,223,4,599,100,1.0,3.07
GRAPH_FULL_PBRS,223,4,699,100,1.0,1.92
GRAPH_FULL_PBRS,223,4,799,100,1.0,1.96
GRAPH_FULL_PBRS,223,4,899,100,1.0,1.56
GRAPH_FULL_PBRS,223,4,999,100,1.0,1.47
GRAPH_FULL_PBRS,223,4,1099,100,1.0,1.89
GRAPH_FULL_PBRS,223,4,1199,100,1.0,1.34
GRAPH_FULL_PBRS,223,4,1299,100,1.0,1.37
GRAPH_FULL_PBRS,223,4,1399,100,1.0,1.46
GRAPH_FULL_PBRS,223,4,1499,100,1.0,0.95
GRAPH_FULL_PBRS,223,4,1599,100,1.0,0.69
GRAPH_FULL_PBRS,223,4,1699,100,1.0,1.14
GRAPH_FULL_PBRS,223,4,1799,100,1.0,1.23
GRAPH_FULL_PBRS,223,4,1899,100,1.0,1.09
GRAPH_FULL_PBRS,223,4,1937,38,1.0,0.7105263157894737
GRAPH_FULL_PBRS,223,5,99,100,0.31,53.98
GRAPH_FULL_PBRS,223,5,199,100,0.99,11.89
GRAPH_FULL_PBRS,223,5,299,100,1.0,5.16
GRAPH_FULL_PBRS,223,5,399,100,1.0,3.9
GRAPH_FULL_PBRS,223,5,499,100,1.0,3.01
GRAPH_FULL_PBRS,223,5,599,100,1.0,2.88
GRAPH_FULL_PBRS,223,5,699,100,1.0,2.31
GRAPH_FULL_PBRS,223,5,799,100,1.0,2.0
GRAPH_FULL_PBRS,223,5,899,100,1.0,1.98
GRAPH_FULL_PBRS,223,5,999,100,1.0,1.69
GRAPH_FULL_PBRS,223,5,1099,100,1.0,1.88
GRAPH_FULL_PBRS,223,5,1199,100,1.0,1.43
GRAPH_FULL_PBRS,223,5,1299,100,1.0,1.4
GRAPH_FULL_PBRS,223,5,1399,100,1.0,1.62
GRAPH_FULL_PBRS,223,5,1499,100,1.0,0.78
GRAPH_FULL_PBRS,223,5,1599,100,1.0,0.76
GRAPH_FULL_PBRS,223,5,1699,100,1.0,1.13
GRAPH_FULL_PBRS,223,5,1799,100,1.0,1.21
GRAPH_FULL_PBRS,223,5,1899,100,1.0,1.01
GRAPH_FULL_PBRS,223,5,1921,22,1.0,0.8181818181818182
GRAPH_FULL_PBRS,223,6,99,100,0.29,52.62
GRAPH_FULL_PBRS,223,6,199,100,0.99,11.95
GRAPH_FULL_PBRS,223,6,299,100,1.0,5.82
GRAPH_FULL_PBRS,223,6,399,100,1.0,3.91
GRAPH_FULL_PBRS,223,6,499,100,1.0,3.4
GRAPH_FULL_PBRS,223,6,599,100,1.0,2.91
GRAPH_FULL_PBRS,223,6,699,100,1.0,2.04
GRAPH_FULL_PBRS,223,6,799,100,1.0,2.12
GRAPH_FULL_PBRS,223,6,899,100,1.0,1.61
GRAPH_FULL_PBRS,223,6,999,100,1.0,1.85
GRAPH_FULL_PBRS,223,6,1099,100,1.0,1.72
GRAPH_FULL_PBRS,223,6,1199,100,1.0,1.06
GRAPH_FULL_PBRS,223,6,1299,100,1.0,1.04
GRAPH_FULL_PBRS,223,6,1399,100,1.0,1.15
GRAPH_FULL_PBRS,223,6,1499,100,1.0,0.87
GRAPH_FULL_PBRS,223,6,1599,100,1.0,0.79
GRAPH_FULL_PBRS,223,6,1699,100,1.0,1.03
GRAPH_FULL_PBRS,223,6,1799,100,1.0,1.17
GRAPH_FULL_PBRS,223,6,1899,100,1.0,0.95
GRAPH_FULL_PBRS,223,6,1922,23,1.0,0.4782608695652174
GRAPH_FULL_PBRS,223,7,99,100,0.32,52.08
GRAPH_FULL_PBRS,223,7,199,100,0.98,12.89
GRAPH_FULL_PBRS,223,7,299,100,1.0,5.39
GRAPH_FULL_PBRS,223,7,399,100,1.0,4.14
GRAPH_FULL_PBRS,223,7,499,100,1.0,3.38
GRAPH_FULL_PBRS,223,7,599,100,1.0,3.13
GRAPH_FULL_PBRS,223,7,699,100,1.0,1.82
GRAPH_FULL_PBRS,223,7,799,100,1.0,2.05
GRAPH_FULL_PBRS,223,7,899,100,1.0,1.67
GRAPH_FULL_PBRS,223,7,999,100,1.0,1.43
GRAPH_FULL_PBRS,223,7,1099,100,1.0,1.46
GRAPH_FULL_PBRS,223,7,1199,100,1.0,1.13
GRAPH_FULL_PBRS,223,7,1299,100,1.0,1.17
GRAPH_FULL_PBRS,223,7,1399,100,1.0,1.22
GRAPH_FULL_PBRS,223,7,1499,100,1.0,1.12
GRAPH_FULL_PBRS,223,7,1599,100,1.0,1.0
GRAPH_FULL_PBRS,223,7,1699,100,1.0,0.94
GRAPH_FULL_PBRS,223,7,1799,100,1.0,1.08
GRAPH_FULL_PBRS,223,7,1899,100,1.0,1.26
GRAPH_FULL_PBRS,223,7,1929,30,1.0,0.6
GRAPH_FULL_PBRS,227,0,99,100,0.29,56.37
GRAPH_FULL_PBRS,227,0,199,100,0.97,11.49
GRAPH_FULL_PBRS,227,0,299,100,1.0,5.78
GRAPH_FULL_PBRS,227,0,399,100,1.0,4.12
GRAPH_FULL_PBRS,227,0,499,100,1.0,3.09
GRAPH_FULL_PBRS,227,0,599,100,1.0,3.34
GRAPH_FULL_PBRS,227,0,699,100,1.0,2.9
GRAPH_FULL_PBRS,227,0,799,100,1.0,2.21
GRAPH_FULL_PBRS,227,0,899,100,1.0,1.68
GRAPH_FULL_PBRS,227,0,999,100,1.0,1.51
GRAPH_FULL_PBRS,227,0,1099,100,1.0,1.48
GRAPH_FULL_PBRS,227,0,1199,100,1.0,1.32
GRAPH_FULL_PBRS,227,0,1299,100,1.0,1.12
GRAPH_FULL_PBRS,227,0,1399,100,1.0,0.89
GRAPH_FULL_PBRS,227,0,1499,100,1.0,0.91
GRAPH_FULL_PBRS,227,0,1599,100,1.0,0.88
GRAPH_FULL_PBRS,227,0,1699,100,1.0,0.9
GRAPH_FULL_PBRS,227,0,1799,100,1.0,1.11
GRAPH_FULL_PBRS,227,0,1899,100,1.0,1.97
GRAPH_FULL_PBRS,227,0,1914,15,1.0,0.5333333333333333
GRAPH_FULL_PBRS,227,1,99,100,0.26,56.8
GRAPH_FULL_PBRS,227,1,199,100,0.98,10.29
GRAPH_FULL_PBRS,227,1,299,100,1.0,5.86
GRAPH_FULL_PBRS,227,1,399,100,0.99,3.93
GRAPH_FULL_PBRS,227,1,499,100,1.0,3.67
GRAPH_FULL_PBRS,227,1,599,100,1.0,3.46
GRAPH_FULL_PBRS,227,1,699,100,1.0,2.65
GRAPH_FULL_PBRS,227,1,799,100,1.0,2.46
GRAPH_FULL_PBRS,227,1,899,100,1.0,1.71
GRAPH_FULL_PBRS,227,1,999,100,1.0,1.53
GRAPH_FULL_PBRS,227,1,1099,100,1.0,1.76
GRAPH_FULL_PBRS,227,1,1199,100,1.0,1.74
GRAPH_FULL_PBRS,227,1,1299,100,1.0,1.33
GRAPH_FULL_PBRS,227,1,1399,100,1.0,1.02
GRAPH_FULL_PBRS,227,1,1499,100,1.0,1.37
GRAPH_FULL_PBRS,227,1,1599,100,1.0,0.96
GRAPH_FULL_PBRS,227,1,1699,100,1.0,0.79
GRAPH_FULL_PBRS,227,1,1799,100,1.0,1.92
GRAPH_FULL_PBRS,227,1,1899,100,1.0,1.82
GRAPH_FULL_PBRS,227,1,1905,6,1.0,1.5
GRAPH_FULL_PBRS,227,2,99,100,0.29,56.47
GRAPH_FULL_PBRS,227,2,199,100,0.99,10.77
GRAPH_FULL_PBRS,227,2,299,100,1.0,5.83
GRAPH_FULL_PBRS,227,2,399,100,1.0,3.88
GRAPH_FULL_PBRS,227,2,499,100,1.0,3.61
GRAPH_FULL_PBRS,227,2,599,100,1.0,3.45
GRAPH_FULL_PBRS,227,2,699,100,1.0,2.93
GRAPH_FULL_PBRS,227,2,799,100,1.0,2.35
GRAPH_FULL_PBRS,227,2,899,100,1.0,1.77
GRAPH_FULL_PBRS,227,2,999,100,1.0,1.49
GRAPH_FULL_PBRS,227,2,1099,100,1.0,1.23
GRAPH_FULL_PBRS,227,2,1199,100,1.0,0.9
GRAPH_FULL_PBRS,227,2,1299,100,1.0,1.25
GRAPH_FULL_PBRS,227,2,1399,100,1.0,1.16
GRAPH_FULL_PBRS,227,2,1499,100,1.0,1.42
GRAPH_FULL_PBRS,227,2,1599,100,1.0,0.69
GRAPH_FULL_PBRS,227,2,1699,100,1.0,0.84
GRAPH_FULL_PBRS,227,2,1799,100,1.0,0.78
GRAPH_FULL_PBRS,227,2,1899,100,1.0,2.79
GRAPH_FULL_PBRS,227,2,1915,16,1.0,0.4375
GRAPH_FULL_PBRS,227,3,99,100,0.3,56.52
GRAPH_FULL_PBRS,227,3,199,100,0.99,10.25
GRAPH_FULL_PBRS,227,3,299,100,1.0,5.92
GRAPH_FULL_PBRS,227,3,399,100,1.0,4.13
GRAPH_FULL_PBRS,227,3,499,100,1.0,3.1
