state_hash,condition,profile,phase_A,phase_B,action,valid_action,next_phase_A,next_phase_B,next_valid_count,loss_event_created,recovery_event_created,task_reward,geom_shaping,graph_shaping,geom_training_reward,graph_training_reward,geom_rank,graph_rank
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,REGRASP_A,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,6,6
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,RELEASE_A,True,WAIT,LOST,0,False,False,0.0,-0.1082486065370829,-0.2388324043580553,-0.1082486065370829,-0.2388324043580553,13,13
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ACQUIRE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,7,7
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ADVANCE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,8,8
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,PLACE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,9,9
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,START_RECOVERY_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,10,10
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,REGRASP_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,11,11
008e572a6b4bd0ea84cba8b14572eec1d17be4cf4ef784dac249907aae0e09d3,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,RELEASE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.011292513934629156,0.005861675956419399,0.011292513934629156,0.005861675956419399,12,12
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,WAIT,True,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,2,2
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,ACQUIRE_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,3,3
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,ADVANCE_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,4,4
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,PLACE_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,5,5
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,START_RECOVERY_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,6,6
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,REGRASP_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,7,7
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,RELEASE_A,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,8,8
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,ACQUIRE_B,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,9,9
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,ADVANCE_B,True,LOST,TRANSPORT,0,False,False,0.0,0.02793519357878682,0.016956795719191065,0.02793519357878682,0.016956795719191065,1,1
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,PLACE_B,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,10,10
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,START_RECOVERY_B,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,11,11
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,REGRASP_B,False,LOST,TRANSPORT,0,False,False,0.0,0.011917539864951365,0.006278359909967612,0.011917539864951365,0.006278359909967612,12,12
0060c6629b4b46473978875d46cea862bc72382539bfc9824430f372b1a3ba52,TWO_LOSSES,BASE64,LOST,TRANSPORT,RELEASE_B,True,LOST,WAIT,0,False,False,0.0,-0.04574601350485552,-0.19716400900323716,-0.04574601350485552,-0.19716400900323716,13,13
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,WAIT,True,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,2,2
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,3,3
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ADVANCE_A,True,TRANSPORT,VALID,1,False,False,0.0,0.008090799429006701,0.004560532952671087,0.008090799429006701,0.004560532952671087,1,1
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,PLACE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,4,4
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,START_RECOVERY_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,5,5
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,REGRASP_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,6,6
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,RELEASE_A,True,WAIT,VALID,1,False,False,0.0,-0.11565920057099333,-0.24293946704732894,-0.11565920057099333,-0.24293946704732894,13,13
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,7,7
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ADVANCE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,8,8
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,PLACE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,9,9
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,START_RECOVERY_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,10,10
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,REGRASP_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,11,11
00aefda06bc5da21ad4251cff6337bd3270dc649b6f7887f29de7522bdcf4b0c,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,RELEASE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,12,12
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,WAIT,True,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,2,2
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,3,3
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ADVANCE_A,True,TRANSPORT,VALID,1,False,False,0.0,0.008090799429006701,0.004560532952671087,0.008090799429006701,0.004560532952671087,1,1
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,PLACE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,4,4
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,START_RECOVERY_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,5,5
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,REGRASP_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,6,6
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,RELEASE_A,True,WAIT,VALID,1,False,False,0.0,-0.11565920057099333,-0.24293946704732894,-0.11565920057099333,-0.24293946704732894,13,13
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,7,7
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ADVANCE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,8,8
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,PLACE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,9,9
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,START_RECOVERY_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,10,10
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,REGRASP_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,11,11
00620b7b0edc25e0a9dbbf0d27cb4c5561de11f361362096fdf434619ba53844,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,RELEASE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0037934079942900656,0.0016956053295267004,0.0037934079942900656,0.0016956053295267004,12,12
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,WAIT,True,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,2,2
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,ACQUIRE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,3,3
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,ADVANCE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,4,4
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,PLACE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,5,5
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,START_RECOVERY_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,6,6
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,REGRASP_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,7,7
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,RELEASE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,8,8
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,ACQUIRE_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,9,9
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,ADVANCE_B,True,RECOVERING,TRANSPORT,0,False,False,0.0,0.01717404458994598,0.00978269639329743,0.01717404458994598,0.00978269639329743,1,1
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,PLACE_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,10,10
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,START_RECOVERY_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,11,11
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,REGRASP_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011309240445899427,0.005872826963932987,0.011309240445899427,0.005872826963932987,12,12
00635e6c5318ffad1a5a9228883898c3aaf5dfb5a0f5d509d11ca9d2aff60257,LATE_LOSS,BASE64,RECOVERING,TRANSPORT,RELEASE_B,True,RECOVERING,WAIT,0,False,False,0.0,-0.10657595541005405,-0.23771730360670273,-0.10657595541005405,-0.23771730360670273,13,13
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,WAIT,True,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,2,2
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,ACQUIRE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,3,3
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,ADVANCE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,4,4
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,PLACE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,5,5
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,START_RECOVERY_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,6,6
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,REGRASP_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,7,7
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,RELEASE_A,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,8,8
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,ACQUIRE_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,9,9
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,ADVANCE_B,True,RECOVERING,TRANSPORT,0,False,False,0.0,0.017821473705432966,0.010214315803621976,0.017821473705432966,0.010214315803621976,1,1
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,PLACE_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,10,10
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,START_RECOVERY_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,11,11
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,REGRASP_B,False,RECOVERING,TRANSPORT,0,False,False,0.0,0.011317450287681607,0.0058783001917877,0.011317450287681607,0.0058783001917877,12,12
00643ef3f02ea37495cb6e1a028a93eda131e0c190bb12a88cc43a3a78050da6,LATE_LOSS,LONG_CHAIN128,RECOVERING,TRANSPORT,RELEASE_B,True,RECOVERING,WAIT,0,False,False,0.0,-0.10575497123184285,-0.23716998082122864,-0.10575497123184285,-0.23716998082122864,13,13
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,WAIT,True,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,2,2
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ACQUIRE_A,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,3,3
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ADVANCE_A,True,TRANSPORT,LOST,0,False,False,0.0,0.02315251371204341,0.013768342474695716,0.02315251371204341,0.013768342474695716,1,1
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,PLACE_A,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,4,4
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,START_RECOVERY_A,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,5,5
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,REGRASP_A,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,6,6
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,RELEASE_A,True,WAIT,LOST,0,False,False,0.0,0.0016300880489352743,-0.16557994130070985,0.0016300880489352743,-0.16557994130070985,13,13
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ACQUIRE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,7,7
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,ADVANCE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,8,8
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,PLACE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,9,9
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,START_RECOVERY_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,10,10
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,REGRASP_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,11,11
0065115b3f8a7e862b4ff3069fb9189cb353cf36e324de29917f48bb67a82d3b,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,LOST,RELEASE_B,False,TRANSPORT,LOST,0,False,False,0.0,0.012391300880489453,0.006594200586992893,0.012391300880489453,0.006594200586992893,12,12
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,WAIT,True,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,2,2
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,ACQUIRE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,3,3
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,ADVANCE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,4,4
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,PLACE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,5,5
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,START_RECOVERY_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,6,6
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,REGRASP_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,7,7
006579a208d75218e3ee29c7c338fd66858545680bab1ad8b841c7fb280db9be,A_STARTED,LONG_CHAIN128,WAIT,TRANSPORT,RELEASE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009884712879838276,0.005756475253225535,0.009884712879838276,0.005756475253225535,8,8
