geom_signature,group_size,distinct_graph_cost_count,distinct_graph_full_count,max_graph_potential_span,conditions,phases,active_objects,representative_state_hashes
"[0,1,""0.2716342560990726""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""94bc4223416ffc655b67c5489ba7f7a91e7a651d040ee910f3be93c5aafbeab0"",""b8211d57a3619b458158e3d8c975b2dabd3c48f3cb272bba42d7b3bc07ce71a1"",""dea565f7194fa6e2a1647cdbfcd1ad59cc902620af6fa717e991d4a5aa236066""]"
"[0,1,""0.27163425609907266""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""3d58c13199a26ea181c7fcd26440637b2440e640465dd3ec2f1e7e131cb47ba6"",""467e9336479395df689cd8b0c389252f3e7679432e40b8a03ef29f8e70d74045"",""a77db69802aa310e5ef6e5e7a09d2ce3b8d0d1dcc18edc2f01ccc2c509fa3bd8""]"
"[0,1,""0.27163912442448768""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""779fa3d4e2cad451d928fbafb362d998556d370ca40619d398434634ad65f31b"",""c12ef10cb349dfa2d508ef5b3ec8d7f183b895a1c1ee941192023579b317e8ad"",""d135b0577a4df3cacc7f83d8a6d49391a6a1af4e4ab26e5ec6fb4204274de39a""]"
"[0,1,""0.27174779877661742""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""4aaede9951a51696224ff85fe6f91699fa4b4dae1946407a3a903c27a2dad0da"",""b9546480448d5880a5763a4818eae3325db182305715cb5bcaf472693c0f11b7"",""c49d94b2fad2be920dff3daf42090944c49f08e4f83fa3ce2ae1c26d5a112219""]"
"[0,1,""0.2721607994630233""]",6,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""2293cecceba43997dd1c2aaa860b92dc860dcb8129ecd342f49f41349215deb5"",""3a574b6f47943b235dd3589e83a0c366e1b6ef46f64b2892684f8a441c6c0fd5"",""3fa5a5d3292a60c1c105550f175f049cb443731c9bd8daa73e8e3d789471e04e"",""4a0c291734dadb9816d8802ea3c75571b8dc82724b500c93b0725654dbfe5873"",""7c5923c3824a77524ea92bfe5a37c6915ade4e80c7d0a594ee2dd666f4afff81""]"
"[0,1,""0.27241842635779745""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""02c0820174c403594dc37f25ef1d0ba6f3e1e7be8d291605947241c3617658b8"",""9cf539f0b3af25e9290e7728ba80a95cb6d04f0f9e5442c6cabe466547120d86"",""c4d0824348819ccb4443a1dc18421c83b84e563cbaf5f11b26f432968c97b12e""]"
"[0,1,""0.2724517730622239""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""31b5ae1d807cdd884a604b7d093240ae6929ddee6ac153b8a7d000dcde624c29"",""8947d8b66591f2193024bee54c96b601ba81cece02f0e614e634163597e534eb""]"
"[0,1,""0.27251688661725204""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""a61f52a799e589754d96ce5481b90a3f370ae5966da189e8027750a2e93e985a"",""f4e8b789fb3e921572367c177a57003e193cee49fefd8d72a4e942be67d4a3c0""]"
"[0,1,""0.27268171241296413""]",8,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0d60a8387e1ae962d6729e5b37ae1a22bc90eac80191b413fecc74236726edab"",""11f321cd07ba1944e60b34c8d2563e6368b889882a3adc3b9faeb67ca62f94d0"",""192f0afc2cf4ebab127871b8f8e0d00810b12de2d6e313f8ce0f8b83060c8595"",""2499cffc2d32991681923d7cf6f54e37b81783e05161d6db592b31bd86d84b47"",""27ba06ec3f103c16cd67ad43b1a6e4fcf0c35bd0431bbdd6cc5ebf080c7f055a""]"
"[0,1,""0.27291301460788775""]",8,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""29a525c4644c640e42da9366df1385eaea9d2567eb12a0c81f99d0dcb356bf3c"",""635b561d41ca706179ffc3787478731d2ddc45d8afc5ea9bdacfd6c48bc2d4d6"",""65573ada225f305186fe41fc5d2290ff433fb24ca413724576cfe30e6be3f807"",""9c397bf3c8234be349a3e477ebf7a0b22f6d8d7cb318fc6e1051cb4c3cdb9687"",""c55e434d07b48305c4623223d3b73d2373e5db69cdb53028ea67111d1000a7b9""]"
"[0,1,""0.27317227670741806""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""529ddfca0cee946b2ce6af2a0965e0cab95b1fee6c484444e24e9668104d7b2c"",""9c0e6c996921cd0e57591ef97cd5fb84ca1e4da22003a4819c673be38796e200""]"
"[0,1,""0.27323047478339019""]",4,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0818da00b2776f71054e09628304eb8972d18ed9b5dec9903e03d8b6c253b72f"",""43e03545bd352955330481739808341a37993256d0f8400bfcc7117178caeb42"",""4ac66b06c1f9c6cd2570200875da8ccc073edcac46359267cea50be17117096c"",""5d2a44946e81749c8986141e9beeeb6506c064abc1e22b1a3b5091d83de26678""]"
"[0,1,""0.27345736890039241""]",8,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""350fd00d7a8b0d63742bc837f14d281a86a84a6bd6280ddfbee6a449d2fffc80"",""70dd234264f598e4d675483e872af264424b06fc6ca43c65b0f4a4c14f6f7538"",""97aedfaeaa163c7e09ad42cb28dbf0f430585fa13cdab1f0cd6c5b0afa156800"",""97b6ec83ca6652c1db0f157ed363e80d4aced51089e5c42362248c092666c89c"",""97e208a9391027fba4cdb4ac2d51d981774acc0d2f4503085dc4bb1561cd6c61""]"
"[0,1,""0.27365728108115284""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""0b0f868e81262074fc76cf29f6b5aa35375f9520fda8642c7c4e0a2d77a4d5f9"",""332722236f75941c50522e113977e3c4d840f4d25847e70e19f32a71e0269a6a"",""a43dd4e099018afb99b6a2c3b3a1ba5323b48df5cc7e53f97837015c518eef7e""]"
"[0,1,""0.27402723772502902""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0a044ac07822377dfe463285c482b5a05a2bf55326e8829d53cc7342d7b02e67"",""aa054080c4c3bda217bd3bfd74fa418913a618911d457ed19be8667e9231731b"",""f4eccc8b2b6d0e2bb346e85d778fafb89f5e77d9058898f32cfdda204e3473ae""]"
"[0,1,""0.27442538494392626""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""86ebf556bf029c5b77d4bc8ce559d0fa51bec45fcdbcbf56c1fa5c92b347ed39"",""bf8f39aa5d02af51686eaa7eed1b9b558ba115cfcd7a7e70bc5f820c4023ea0d"",""f3f795121d09a17eb6780b47d305209408ec9d34cc692b72ab62ce2dd43954aa""]"
"[0,1,""0.27452644340251448""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""bd623a7063760a4c88bc67de488d39c9d650d27f249407b433d146b0ba64de50"",""bf06a2da4743dbc62b0f16ec6e6db25fbbd4ceca692a224ef77628f158835ee4"",""d7019c9eb0bd005b908f342743408c790bfddb5256c34703fe1fcf6920682a99""]"
"[0,1,""0.27460754068200866""]",8,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""00b8a739af374d8ac15b199dc6990a7bb8d7d1a39cc809a395845442db4c49bf"",""142571458c4bae4fc37f1fba67dae9296ea3e5102241f31d9b7a3c6a2505eb1f"",""1c2eb202cd1693a5b5bb7863848deb80e76a9ea67493c5197552f30ef085b4b8"",""3dee89ea9c6e96ec63f0b1deb4d7d7a864498502768e5daccb900f42ce95105c"",""65444a549ecf004e5719e04988aff6e15a9d41155e38bfd5fb90cbbe0b691736""]"
"[0,1,""0.27487140515186337""]",4,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""04552d31bbf327602096d8322880c5684a028e7c405074f8864397f0a851a157"",""2fcc26774d8bdb8f6ca21e19ee69c3c1f91837cf35533979c14856d92bc78cf3"",""40dd0608ef44a01f2109bb4c6bf6547421e08e43dd202bb9d2ae76370d4d18da"",""8e96a8205a5875ae30028778cfb9ea0c56f87b63d5622e5f8147fea69dcff062""]"
"[0,1,""0.27507759435391155""]",8,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""059411414ad6ca872f988a722ded401901243c91f42e67c90223eadcf8d375e0"",""21e88c11d27bf5cdab2cced933307ba96239a2768ce889dfd8adbe930c70bc64"",""a93ced8fb8fa81341c8972bfff5cdbf0b3ed71f30ad5049dd33a45a4095bb7de"",""ab0b34f8eabcd09d46092d3efb1cc666c303d5f35ea7a4c3f3ea9886f49382a9"",""c11c90d80ce2d65564c2c981e252bf24615a6591f5873739b922d21d911b59d6""]"
"[0,1,""0.2753874490527311""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""4df23cf5f888d8f53b4551d8edd200b5bf49b90f9fe137e5860c993f9104eb7b"",""581f82990ebcae1ba9f9f3e3bed596678a5d4938c54a1888f61caa76e966f49b"",""637cd9f99fad23906553526f423a4f34f44f7cde407148ddce63a3370b6d73bb""]"
"[0,1,""0.27560587287394761""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""58937bb8c7ec10a3afb281ed01abf5e56ceabe7e85168a9caed6e0fb13e36859"",""9a65473074ec4665e4a66655ef0e3609083b035e9f41531f72396902d7407b71"",""b2027df1636fa745e708180a85fb4af27c84f34459f5b8f7496177c9f3a43d42"",""d1a4d835f6960d9ea489273f3d90bd43ad8bf07c47359c98fa5cc0ec8980502f""]"
"[0,1,""0.27560587287394767""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""0747fb6aa42ffbcda6ba400f0647a339ff526e6a2c9c20a6c03a874ed8df8efb"",""cbdd6c9b34d6dc2b020119f7e14ed6fb80a6fa925c35cf7efc95349bef4abe9e"",""d008d81ee150e87c4c6e5d7a014af3df320e6f8623a4199a39fb9266c3ac8bea"",""e7daf53a3ed972eb03f6c38eef739f1d7f6f93191c59163a8ed9210908aa6eca""]"
"[0,1,""0.27563109789863194""]",3,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""24487dccab40bbe79d4599f8745c4e8d7dfac1f3cdef877ab0f31167ec27010f"",""5f74551b2ca8eb1ea1503c7229f508c58481a0f3273a88a9e24be521dfc39f89"",""e0fedda3ae99f9a6d77d101ddba80a44400e4ee19db06979de7a3822da9570fd""]"
"[0,1,""0.27566102614317189""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""2b5bf11454326ff5f6601e1506cdc588e2f7703a2e0b909a00d633fc85528cf9"",""576a0d30d7c0078ffb134a2109b2a99fff7268caeb386338c5f9bce1fa27997f"",""f5fcc14080dd19b1d29411f19d983e84925f2b010ed6c581f979458bf046b246""]"
"[0,1,""0.27575536554774882""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""0e014d86b72f250dda32ae00d098a3c2cb825dcce1cbf8b7dabb07bef9d7a232"",""25f2cb702825d55eea8ddee35bf6913d05b249dc0d9166dbe45fe6cf6cc14d7f"",""ac927cb7cc712887aba668abd788ae7a7e6dba6a52c22690d5d5c5cf0784db8a""]"
"[0,1,""0.27586676086865564""]",4,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""2f8debcf45b04e5ce8f13f4ae8deb7209046b7199ee02f876041d429c094f74d"",""6838737398ca46b7a40692a47343187af3c76370e5cfa54108656de6bc0bcd13"",""e1f817b4d26254b729701987626495123f5e3fb2e50b5ead40c53f35e038d534"",""fdce1f4cfb3ed326912090cdc7abaac8dd469942d23984d8566608bc49f9e433""]"
"[0,1,""0.2758961104315395""]",4,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""265b302dcf2409cad48dec35332eefcf28b2586b6a01de6fa1c4e7079fc271b8"",""3c6f65277b9b1c46f33d54891838a8dc05bb024913a6994f521c74e7808e3bb9"",""4c7f34a929433a4af8fc770f97f2efa4aa7de0794ee9dab6a603dea72c43d577"",""d17ac847d09a9213f1e0c66881c2b83ff06ab8accddd11ed4dc34ca86934a3bc""]"
"[0,1,""0.27644402128273737""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""2e2146737c577ed5e3305daf90b5e903423ab9c96d3326e7a0ac5ac2551cc7cb"",""3446b5d262607ff355e3e16324272d9690a07da681da8623984d0e0261a56286"",""bb0fdd628d2a084638ea56af618717caf798fce5b573f0aad619ce76865e8bb9"",""bc9e4fdd1dc7709fb2643235a68d7c330e9829872edd38f1790d57f38fa7f586""]"
"[0,1,""0.27666856414806373""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""3f4af6784bd3bdf1dc8fa3c93141c3f46ffc86cc524bb59a26a26bb3a82f2770"",""64dc48b81c6e42ae306c770d4ec1d547fa42f269529ce17a74d4ac57eb9a705b"",""65ac1cef45bdda7dddc29c22653fa22e57d0b5f79ccb9dfaa36d4c9101149f9c"",""6fea6c48db1bdfe1df529fc070f92843e0a0d2c67e1117d95456b866fb1ffcdb""]"
"[0,1,""0.27668908838824324""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""283ca3e51a0feac82d2b81d484c91cb242092e935d9a40be98612b8c76aad9b2"",""55e1dd28c94387d94db374babe4c207faeb2e5497314bf25d26365ff8234a8b0"",""8593c380ec60889120206dc1d244d73933a01e0fe04c6e95d1960639fbde0e54"",""d89896562037515c35a7ea136a415802f839b49ff4e1db88eac9da568122ac53""]"
"[0,1,""0.27668908838824335""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""1224a60ecaec8932b5ff0b34ab633790db7154dc45207d41012ff1c547585f23"",""2b33e263f4ef6c892db24be6dd3398b3f24d1f675b1bacb8bf692e2bb12ffb6d"",""cf554f2d7bc1cdd5dec86f31c9e33c323fee6c5b66a3728b0c50264c1f3e9ca6"",""d84a74a3dca994f77e4cba893208e2906350e98bef66ffcaffd470e33371a385""]"
"[0,1,""0.27677259821296996""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""6cf0a933995bef9a4ee71e028ba551a41479d4310c16c47c1c8b5a71de399485"",""d23a0a687e57a6c5f9e9dbebd0e9451a9fd47927db77bb7bee11bf6d4be753ce""]"
"[0,1,""0.27682906234523397""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""183fb7db75063b7c540cae4aee18bec77ddce8e809b8868fbc1275633530abd3"",""3a3269ce1df4f715039f4296e3eda883e9e07e4259aacfb882ba2629ac69145b"",""fdf94cf0d82c965ca293237df1aee51726ae9818981904b8c2f15b3216fd7174""]"
"[0,1,""0.27705225209273288""]",3,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""183ede511bfeef7fe75652ebbda758166854fb2b254b643a57a089c3c5adc13b"",""3bbe686687d08965bb970cb57bc3e7ef2a785b9f439ef91a7c96140c038f8b75"",""8c59a2d4f90963bbc3cdecf49cddbe8404f216f20c9fe17c180d2e6febff6e85""]"
"[0,1,""0.27708319160905426""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0309dea43dbf33dff08b6541339240ab789f9f8a475875d77a2cc3b212f1058b"",""037d4eb013cbeedccc118bf57fede3853bf8705d37beac317922d455be28c744"",""9072239590d1a5392ef699d5c7640e436b65ef622cef9051f5a678ad9fb103ec"",""dad2ac94e91b45b4fe97fbb165cc3edb8ad7ab2e69dad9a5104352ad222a04ce""]"
"[0,1,""0.27715425867640231""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""4ceceb30f688cfe3375923e5687d715841d79f828a447ed2a6f7ba1b359e20a0"",""5a1f4a510b95da3d9373b817d356afbab0ddfc560d0760d248ddd5b3059efa01"",""e74c911d82cc2cd179b01f9b2c4cc339410df44bdc5b53267ff550ae85d247a7""]"
"[0,1,""0.2775342039483365""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""1cf9b56814f7a0d679cb714ff13194c735089c34cc6d28c14765679e1c5450ba"",""35e691c0b270fba53a0e467269e28d32d27b0329f87f2ebc31a0333d1ad49da9"",""779f110dcb85400b960cc28cdf5373e752db5c694d96a21fea4eb1414198dc2a"",""b150ee88edd599f4cc21ce38ee191ebec9c529355ea879888d92d80b3b7965f5""]"
"[0,1,""0.27781645592134763""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""0f45c3ce2505b1e0b92a230ee98c459acdce0a581d10d2be7bbd39efdd481f89"",""7eba0d7af8c053eb399dda315dcc601f956f5e734c6489a878840250a3c07e43"",""c0e72617d05faa7c9d77b478427073aa47fa887fd6f94f2c01b85bae874b9eb3""]"
"[0,1,""0.27794100398573152""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""114731d5528e07df15155abb2b74c690b0e2b9c2ad64a5aa78f3970df1f197e8"",""e3ec6dd61d0aebe86461a0a6e8cc3c038fcf774884f9de861dbe9ffad0ce5cbe""]"
"[0,1,""0.27794100398573157""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""2d24f4ee55ca6987b27060221737845bd3677e12f4ba160d5db88d78f5b58701"",""e3dcae2d5a7be5d3b7d11b06fe056674bb5552490592f147b60719a9ba743e4e""]"
"[0,1,""0.27799864696742072""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""160c0226fd9fc18eaef55d538478fae289e79429b2851449797568c6932aef52"",""49c9706d8b531a0307c0ad165e9044fb9e8fc040a4138385847e425e70db46f8"",""50543af8647ef778f34de4a2533000a5a97d1b082d7d9f1b4b274efbf054463f"",""790618ca2a8be39561858713f0a10193a8b251913d1da855aef9b6762a08417d""]"
"[0,1,""0.27800516013038312""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""04a48b990f550dfb93b6d8d1e958ffb3aae528eaaccdcc77e9da39e25c1cc1f0"",""188c29cb18c519ee4ec2ef82f0b310320fea52fad495b13a46c18eb7c3abf5eb"",""deb638661aa668940639761457e2dce2f2cfcfefbfc5431da4745d6a252a8677""]"
"[0,1,""0.27813534666122341""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""3d436a081f5584f7d8153f4976a8a5966e9b3af1a53a29595c8fb6962b042f40"",""5c8a7309959268b9b5cd6d90fdff877498ceddbf11dea380ab4cd1d3f69423a1"",""d490758ba6ac4d484336abbb9ddcb1b66565450aadc25924aab451c7fc80924c""]"
"[0,1,""0.27814652750632801""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""70107e5d40fb97ba46c5ae5577e9d35db67c69458f968898ea002c04660791cb"",""a3ae1f4b917bc61d1bf573c3d29417af19e92226141c4cef4909e09063afd6a7"",""e1f4192ad2e6e6d56ffb97c9535565cd50e942ff522b9effdd2adc8e5a6512f1""]"
"[0,1,""0.27837127490004554""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""10979e196f575cf054a9d4f1ce90d881cf9e0eb738b76077bdafa6e9b4d735f3"",""5292789a41ba97ffa850ce03d218e2c34333f0cca96315a928eb84664783a575"",""a55c46a5211c5d7e33c39b13429f42ed63b6c71bcf58a8b5b71f9bfa085fedf4""]"
"[0,1,""0.27850625690805109""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""17900365bc59f6aec2ac81b89bb65231d428f8d79d153aeff0156de8412e1f3a"",""1d50d37c5434c249a95f82f7292d31a39065dbba5d9bc4f5caac455e136326f5"",""5c1fda0428214a142a08909e5b873acaf945be2984b91d5266e390f0f3ff5270"",""688acd3efd096ba66b6a4660f5c3e6cd361e8a5a6f8c5a6eb9a2c1bf3432f3ee""]"
"[0,1,""0.27924277174536072""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""4a39ff87a90a1483266c85692970fee42e9127f59909cc6cd6b660fde80d8f12"",""ad05b5fec348289e8db81deef4f93e354a3cdf076fbae72d87c888d72f537eaa"",""e8381d04bda5c8c485048c6dbc8c9fed54d1e704172d707ee07678124365d049""]"
"[0,1,""0.27933962833156023""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""0667113373c7dda78753931ad0c47070c184b3054ae0746bcc9493fecd2195aa"",""7b72df0cac501dc1e0272ea3495cbdb60c0260bb2ca947fafe78971b8c7a1622""]"
"[0,1,""0.27954936110636858""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""b260695b20edd9c4435f57c1125a8944a2254eb4025765e0b0e99ad8bb8536c7"",""dfd0fc1391127d4a26aaa03d9eb540d4ad1cedbbdbba85b107e43085a0698790""]"
"[0,1,""0.27982277461366017""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""3e556c5b268ee86a231c3d08c1cba76c57970af5b68b8159c500f2bdc94a44ae"",""ac2f9cf27ddd4222617bb3cba4fe87501e6dfe8bade0290bc60d0d124f2d1647"",""cf538c9e2cf52ba5344a5d57b202cfdaa2246e1393c5c7db1df4b80f86a71b28""]"
"[0,1,""0.27985402352514482""]",5,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""2517ccdd7faab9c5378f6d8633728d21f8f5069c9b00a6614cdd2a21ff4b410a"",""2f3e977497d91fb826137fb5612f3ebcb682e4b5dcbf429fa2dc0d35b3396322"",""7c1e6a612a5c65108b0d971ded55599b82a7c5cf2c67b0464ac1709a044f563e"",""7dc611884d944d990fe39cb68be30d8b8a06b817bb3373e5d103ca5f22bf572b"",""84820e49d0e2efc8e23c2c9b3cd5ec8da39c47652e43a66a63ac1b61a3b72f4f""]"
"[0,1,""0.280411172164023""]",4,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""1f39839221ef772b2fd4079dbf416ff274639536cf0bcc23af1d581f875cc0bd"",""4b0b00de197b0b1b11673239d7761261198fad7823d976c4e3d6c34f1d719443"",""ab2430072dc8866d911d974311f18dcdc34935c1d656fadcf8cd792eabf1c54a"",""d4a97bebac28c40cdb5b6f570dfcd59665be89baafcbaf29abfdeafda9c624fb""]"
"[0,1,""0.28071116653654671""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""33e66f94ff990f1f18b4c8b19d326737517b7250d0c1557089ee2eee61cff36d"",""3f57db46f9af7c38207e1c2684ff55a7e9b378118b643e7274cb0b024b1b68d3"",""5ce152438ea7dc30abafcf3a616908698733236c9a4e826211d47f533567cc83"",""a55af88c19c62e31a41db21fe518b6187597f5986c0ae5443ba5d34dd9e9df3f""]"
"[0,1,""0.28093107350475244""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""7e214462c83ee9f71ed71baa255bb2cb89dd880cc1919324040c50f70bc25efa"",""87822f399e72c4b20b490075b00ad5e152864f5e8a8da069c7c7529965457bb0""]"
"[0,1,""0.28132949297179621""]",4,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""61a73998f595881245a71cc7d12473cdb93a40f962a3a0190be3a2ae8f8d6421"",""62fb9dfc24eb75aae5f10be02275974de6b4da446f3f9b3461b7401f7ef63b8c"",""775b68bc1a61fd4851646b6441b5f47ec2c171b995833da7aa6f5ebe1c553958"",""aae35516767fca10fef78c7584b82b9aae4edf282cbe901156084ad4270f9a1f""]"
"[0,1,""0.28159103953019338""]",2,1,1,0.0,LATE_LOSS,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""18a1ac1e621129046b32a7e465109b32b364d781db2004cd35629759263eb485"",""424b339d999489c834e84af3c3af4f54218f13526898a3c8ef62650257fa89e6""]"
"[0,1,""0.28164010016341301""]",4,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0abd8de226a81ff7aed7d628b888d4296d5fd464602a09bc9c3820484fa1985b"",""262d1092aaf14e591401c40ff5bc3fffdf80755c2070745b82f2e2531e4711ff"",""940654039cc1e2faa3290d3ef3160737125a21703e98801dd2bea39afead03d1"",""c92be6f7b1c649f9b1ba4e142cf6305d74aa108b4c4e24154e2db171d20d8446""]"
"[0,1,""0.28175623340749045""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""6628ce50ba51cd61b364d0448156573932ed81bb2ef60f4fed9810331d0363c7"",""abd61d6e34408d3506f40878aac72835798ef5ecde0fe0aed58ae508fbe9d5a7"",""fe8315914668e25d3973ae478aa4d233abf2db7f16ac5f681f10ab622b81dd13""]"
"[0,1,""0.28180482727138767""]",6,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""492c0ada8d7aae92cceeb0eb94ac3de11a84050a61caac0dd7d05d079ee34c63"",""ab2d9214683aca72b6f5c5b1faf61cf9fcd4c3357412935723763f800ad66fe3"",""caa2ecdff8baa43b7e7b3dd3966dd05618a4ebe532d25a49221dadea1c8c6f4d"",""e03f953cdbe7c00e0d350d5590f01442bf5315d97f9773fc4994341d99caf093"",""e6b3115a9ed49ca6eca678eb676e2304f6668a1e90706551aea5fefd9d2ee642""]"
"[0,1,""0.28223817350678282""]",3,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""418c41b499bee2f8e1450eec6883c0ba049b4f04be67734905adc491e1bd907e"",""62df0a79efaaa3c140207343e217b30ea944502ded0e67881dd21aa4bb7eefcd"",""70829ed25f20788e45a240da65f60cafef092c22adda20ac9095428ab4aede6b""]"
