geom_signature,group_size,distinct_graph_cost_count,distinct_graph_full_count,max_graph_potential_span,conditions,phases,active_objects,representative_state_hashes
"[0,1,""0.18046283940157887""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""839b6074c040d6dfefd265c990e7cebbac22cf0ac4c5692fe98e2647c3d265aa"",""87c7c2759313a1475919adb70223c0293fc16aa76a2aada1345aa2b47da813e1"",""9c8925bedf631b182e8042ef4a3e2791e88fd399e0393e518a3dfdfb03da0b15""]"
"[0,1,""0.18054069283384822""]",12,1,1,0.0,"LATE_LOSS,TWO_LOSSES,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""011e1a97506b82630000ab1ff630b2d6d8df8f1143612c9d8eff2c4bb37c31b3"",""04b84591108a788ed2765b91d7d9f32c401b4ae9ea39a885ac7cdf210f9c3c86"",""0fafb6d878a43a63e244f32bf1c75b31a36c1305e6a05162c13be3dc240e2a54"",""1623a51e60fb742997c06d0441fa174079b710cd5c4435c78a62895ad51f0716"",""21ae15287076cdfe8bd660e6d7edf0f91ef247a3345bd9bb429dba8b0c1847a3""]"
"[0,1,""0.18100077865397585""]",4,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""4d3d91a280ca3a659aa14b738e3932d5388fd5e2fce56e81d2a4e2bf17e23053"",""946b8881e3942a3df06cb74b1a60d87d68ed9d6dc6a0c42974bbd74a44d4a7a3"",""95e3180d23c9ee3d50909a787f13ea728d1805e4eca98e2a471881ab94493b86"",""df53915be96e684438db42732bb87ac6860309434e731352aba2fc265a415cf3""]"
"[0,1,""0.18100747136725209""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""1e14f259c9d0535a64e3cf4d98204a8624269bcb827c7553a89f388e8f2801e2"",""70e7bf7a99a142f5d6cecb8065226c5ab8ad2c00212aceb0545302e1b3277509"",""7d10d0dba5384273c8e09aa472929e9a1f63320b5daf4161cca4738d8bae8661""]"
"[0,1,""0.18102768518458212""]",5,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""76764c88785bb68d48dd9ddc17a3fa5d4c5b9a4a8856927dcbc7ea6f9aa549c6"",""7b5dfc2fa0578feb737d6ae1dfea267d64e51881d0aab07cc23cfb642bd613d8"",""b56254d363393f1f686a7475c97153d8a17c32b7448d4922df125d895b0e002d"",""dd7ff806ba4107da46ce361fc598b6123f2ac925ae52c4c21fb9f349701ab5b4"",""e331a54235e917b24b35795f9700cef2ec6b185b5c21f5e51b87ad739236de7d""]"
"[0,1,""0.18116024610303488""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""066cb147a7dbd0c695a12e4914db63e25e57a347dc36e06a9b89ec7dd884a878"",""b9602da6d01c54a6d636335a7cc80776ca7a30be372bf1bdc17f78ded3ac3cef"",""e0ff17ce7b7e6ff53f468ab173283e8ea89a41645a93d1b77b1133efa1a1ed83""]"
"[0,1,""0.18116024610303499""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""6f0a77497f45cc586f6c3e854435a28426b7495b9a4d36f60495a58538375f2c"",""8a0ef3f0afaa5b23b836276d0503127f9878e2dbc16a7f3fc27ea32e8fb1bb38"",""986e41eb8dce7eaf7515c92c7183031272845b9ee75079b43c92b6a79b97b2d5""]"
"[0,1,""0.18128262128110306""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""3d822633286821da250c1f2e9c860b6c3cc3fdef6e3fbbc1c943d3866ee2c0ba"",""bbf76667b3a6e544e35cc8ed705191d8fa8864e48a47b05bd0131e27c6a8cd9b"",""db8fb5cae98738b8df880a064eb5386a5b741ebffa99994a6393f1529baf15c5""]"
"[0,1,""0.1816345153748159""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""0d7968246ca27a99cb310a03d57dd2c46aa493497d4b7f87897910488e0fc106"",""2f43075786c6ffb4cafc0cd52bc4d20858fabe17504e1185b46f21e50dda90b4"",""3c5ca6647c79b333692bd9c427d3ac4ace897902fcb3e65be6b032c8d6570811"",""ba4917cbf47f9e3a752b78d5fbe90f9c93aa4e3026e2f662a387f41f0ea38d07""]"
"[0,1,""0.18163451537481595""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""7187663cdf0c06c07ee84e2129529958f2a576d0bb0e661c620a491d19c82ea4"",""8d4e69694a6995931c079317170c98828aa0f887413b3e5cd3c8b963533f6b1f"",""cfc34cbd655f30d05675da5253245fb5afa8c7f7bdf1bed488f70d1ef98d7681"",""eaf2e139834bbf72d1ca1728d38c66f8c49bf23e0b7fb2940b3556b34edf9441""]"
"[0,1,""0.18211485113827874""]",4,1,1,0.0,"LATE_LOSS,TWO_LOSSES","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""4e9ba5b41879093beaa199297e2ad9711887a476a207f2912d50ff96b12c3b7f"",""98604ba9f10399c20a87a0b4eb366f8eb0a87628182c18b4833828f833272891"",""db0ba18f0e9f5187efed38c52a5152795265829dc5d2a9e9f6092b101b7ad57f"",""e28f26aac85814a8e3b5baed97154baac0140275be9667f69d448a77f76e5251""]"
"[0,1,""0.1821148511382788""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""b2c15dce0a2040442908d856f1f8e9f81755cdaeff3faca27f644d15a7c6cb6f"",""c01591e321b6a41962c9eab13a9b7d66f2e2f0a87af70ec77bf524d6b870af24"",""e4b0e734f11305f280dd66a3a06f48e4f4f7108729ad9f257c8ee94334877809"",""fd9c70d651fde2e564db135438d0d927e875814877ff085926704f801d23499b""]"
"[0,1,""0.18215035938716551""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""67068e4461ecc489ef8c8c929579b5f27cde65fdcb2af0a2001949b2a353f9ab"",""9991216c77d49769325f08bcb6d271e43ad8f7540c1b963750d4209d9c8a30ff"",""b4f9ce81d0d146c5af1e1cd5fa6af3565a41470be8917bcec2fe71b4b0e9bafa"",""bc543e3d84a2e42c0d0738fd1200bd6407634a11ec5cd7ece724764ac30de8ba""]"
"[0,1,""0.1823049126002616""]",12,1,1,0.0,"TWO_LOSSES,A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""074d30c4b36e9a7951996024d762e298c3e81eb962b33bd70988f412ec5f7aeb"",""1208a5f346c1e57db19bf4fde99de7687faf2a7c85964fb5ca4bb25e57804777"",""307bbb324135a064774992d0b92e79b7a453289fe2ea29f45b285e72977fe299"",""4abee96cf084235bfca8272f839838e94a2da82a0ab503f08ada460a6c6d7204"",""4e3fa00bdcdafc114435d912f7d69970c7ca358bbe65d3463c6ab7eda1aa11d4""]"
"[0,1,""0.18230834741499768""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""6192d80fc71781b71e1868293b038848f4db5dd692530f1bae8901f5acb5cd2f"",""9a0c912d2a6d6d56066899c13dc409712fb67914ce2f5b0c5779bef640aa1c8d"",""cb5b13dae9dd6c0795dd05a83f723b6c67790d43613dbd79805c79cfabb0e6ae""]"
"[0,1,""0.1829777636332594""]",6,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""5279cab2735d3eabe9631fd2c67145633fec8f5f4ddd7cf614a9da1f108092ce"",""b96f90157b0d1eab0253e49874f8c74abd682a4d58f329825fc0a8324adaf142"",""c7f7ae60ff867c71441cf69671393fe1bdcb091c8b7d1ca93eb9340c5803c6b8"",""d5f208fa0880116b380171250e7be4f1640d39952c07a0c9856d2e50a40c4228"",""ea1f347f397f740ac541d9db4d7e0cb7924d811f256eb5a0b83d993c5e9244e0""]"
"[0,1,""0.18307169378800581""]",12,1,1,0.0,"TWO_LOSSES,LATE_LOSS,A_VALID_B_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""22a4f92f7e045753bc6db6d090b85971d6ac7d97cddd70e0e59f88034e05cd6b"",""32f6aa1f22bb12da073221063ff9dfb778633b725979cea88fbd90be9d48dc02"",""4b4111b36a57157b6073ac25da1504ef5371d162c85d3d618f72fc780e8c928c"",""6b4233fa3a627ab7c22f3b0084760beb44bfc9af4edd981655263f41c47c4ebf"",""8097ed290db8441bcc02290d31e97c81d73551ee6a37bbf1f194be4d44248561""]"
"[0,1,""0.1833850629026077""]",12,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS,TWO_LOSSES","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0c00a9b3345775035c7038b50272edfc5e9b008e4e8bcd4253782c71996e5a56"",""2612d94917b5ce065ce9bb28fe48eaa066bf4697f706758d823849fb2ef824be"",""480ec060ff189f751faeb0fd9fcbf1e449034a7889461e8a401173c23a21fcf3"",""58e98c811db56ff625d22bee563a847179a85d0a920f744babd4d840ac610d00"",""5d2429351b7dfbae59fc87b67f4bd2e2a99d64529e83335dcc39be35bd5156fe""]"
"[0,1,""0.18345481277940884""]",4,1,1,0.0,TWO_LOSSES,"RECOVERING/HELD,LOST/HELD",B,"[""17e13c0a466a654e39e190d216e5cd34cb685612c28b0158925373b0deca37b9"",""9ea7f9ac996a943027a2340a26a259a60135007e5f589b440defb67bcdae2398"",""f5f7a9a86bbd12b8b7dcf9fc842be25963c2d420b9787edd111561dc9c86fdc6"",""fe2e138796191351170f2e124d2310dae09937fb6f5f9748e7dbcc4bd6983e73""]"
"[0,1,""0.18375406526575466""]",13,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""246a8ee10b701d083604e99fdcca4d1bbd09cf8650bd310c80a959bae01f04d5"",""605da743ed96cf3efc46889a397c05cec542d97897218f7b84cac88bc25e0fed"",""7e3787593a0ce35b6578b21c6d85cd12b5831d676a8c1b8ea277192a55e831d1"",""97de5ff58215d5064d4a17835b4551b65c8d64f6bcaef430d1f70c829247a152"",""9cc1921161fc7dc69fafaa8fbde3674424412dede950508dba438b05c0372ff2""]"
"[0,1,""0.18385956902960665""]",3,1,1,0.0,TWO_LOSSES,"LOST/HELD,RECOVERING/HELD",B,"[""755eb218ec4178d76436cb542a5a82ec57278084033496fbb5ca83f399375767"",""a1519342b02b37bfcbeed682aafda09893b0f852d2c5afcf41697628df45f971"",""e355fa81759262c4c8ffca8757fb05dcff44274b64ce01eacbacde33f5e87a86""]"
"[0,1,""0.18391117391243705""]",8,1,1,0.0,"LATE_LOSS,TWO_LOSSES","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""6dfbbabe5ce8f14c78bcae992b3888ca6f63a68ad5f889d017de5a27519d6720"",""8fd5030c6795086629a51f3d1e39675f96e08182f8d50273badf1d0b810e6d5e"",""92831d0a87c9fa776859a54274d5e8447e00dd985adfa9705701bdf806be1b36"",""958227781e750d451f856dc6931dec67c502be7ca543842020e244adbb6893fe"",""9fbb53a7038ef5395aa62c3344577ceae6cd159e4b5cb4b5303f883f92237171""]"
"[0,1,""0.18395217747175541""]",6,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS,TWO_LOSSES","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""04b98d6046f4cddb7394199587303f14a7953f9a5f21cc240ad2131797e36661"",""518eb1366c9338a516f853a1bae8e3d5b179990683e6c5b699ad31995c1e4d4e"",""52396ecbb5bd16cdf96f0243bbdda81be6ee2ef8304a82b40b89b29f882fecea"",""9d6afc5c7841b630859c51e0eaedbd284d906f5b68807931d849d4986ad0ab3b"",""bbc3fd5f2dbf27ca60922d8bbc0fff96e474a5088d5a4a58cadabfa119b2af23""]"
"[0,1,""0.18405315235663011""]",4,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""0c37fcc2344e761ea33ca599fba0c45bf5f8a494d4fe71b2610a907cb36d9f9e"",""47a04bc58a0073e71eb73f384fe110c735a8256f3d79839b5e0e430d769f4913"",""99d4c1434cbe6f4ed1bc2491039b6db02c7e895a576328752f64cf02fae8e676"",""a12d8bc9c82f41fe4debeb74fc638c1eac312f99f23a2ea8908537b2463e97c3""]"
"[0,1,""0.18405778906295184""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""83ee216a4abbc340280fb17527f38f9fd90eed7e45ae04d229780d55014df780"",""d81badc9127244b38435db944f2e8c42c1b8819496be12c792525293e2427bd0"",""f88daa781ac6016200359213cc13aa8edc48bfe23dee6c70201f98eddcf62860""]"
"[0,1,""0.18419730748067747""]",3,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""14792802cacbc1a5282773616b3dd1b0e8fd48af6940553972680eccc54ba26e"",""2e1a91a3202678462d87ca61cea03c49d4a834edaceabce5de164ef3f49a0c76"",""a598a26bb5bc94b001031cea1c8a9cc26bcdd58840540a2195d24e96a5386b5a""]"
"[0,1,""0.18431413496521742""]",6,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""0a1fa1695fe79ee148cffbac34e20d70892042aa09b7974693bb9c4515535549"",""0b47356f6dfb3cd15ccd43c6dd326c4e887e9d660e09a94e05d5ba14d4ad5fa0"",""418517c880d2056b35aa9478843ff62046eedcd253c7252e377d76e5113606dd"",""4470a79e3e6df50b29a500e6be8119d92bf9891aeea5b6c88a07d6dd934fc323"",""82da507cdd9c7294df88352a4af5c5514ab587263f642f4dc751b25fe1d26ee7""]"
"[0,1,""0.18445939225882879""]",6,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS,TWO_LOSSES","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""0de326dd8ff054b7c24861927ecf44f89006d196c1513fb21290c56b387f30e8"",""0f2d21a2453d9ac318560117e665c784b7d457c5650772c39f07bba9b5970fae"",""22a483353a5d0e92406957534962b89459219b31c6d0ed8fb68ce01c8273078c"",""72c8e3c694b9f23d50f311d0271a0d465bcf55137e0ef53b8e1ffa730099e5dd"",""94c2c8501ad924dae710e0b1ddb18e53f3285dd0457cfcdc496e1728e9d9c538""]"
"[0,1,""0.18445939225882885""]",6,1,1,0.0,"TWO_LOSSES,LATE_LOSS,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""217a9a7e625cdd567621420ecff06e6956ae3e726abb9c202699ab6d6ccd1c0e"",""35ab7268f7244cc443d92e3c4bef33a4e3f2ebb96acb9e2d42ad76d6202b80bc"",""51fa2839ba5abe2e0c34c621edd6797f803c78d06d44eff6b8f9d8867ba636d3"",""900bda4011cdb8acd574fbc997b6f6390efe819959c8f7ab34681131a3e65068"",""a080e833c10337275221665e8d12bd2c4078f7bb4954a495476763bf8b02a46f""]"
"[0,1,""0.18451176587499774""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""4d2191083ffea0264fbd3c26bf23a32b0f9bacf16a83cf05457849c84cd13fc0"",""7f1301a31fb5bed3cdf3700b1dc0c0be4b299905f40562432be41c271cf06e5f"",""90c13dfcbc061231509b3648e3ec92748a40786df4c9908135b1a37f374175a2"",""e7143016c2e8b2a4920d9d83b507ca34b7db32c1ed66753b2311c9a05ba1e85c""]"
"[0,1,""0.18463310023304463""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""0ddd3c7120ba4aba04d22d486fb8c79b79f5238b1dabafd892d5733d7b5e815f"",""33fcf9b6e2d3900e16867712e17bc70a090e7296440895ffeca81a4e78be6be6"",""4f7e727b08a7f05920b1ed78bfc167d660c118566f8cbcec5cc57316371ca873""]"
"[0,1,""0.18470150139515523""]",12,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""03331e8b51481c904a5eb7f4c967707a4a59e28fc73201a3a8d872c76da17821"",""3f576b1c60bfd3e2f17dfc55daa798809cff602c0e2229eab79ba283058b8b21"",""6f54e7c6b47b7253be3ac3baf882c6925f503e9875b312495c5f8d7901ab3a63"",""76e12c95c9452a6255eb890d66de2c9d9e6c38b5dce632cce015745359c18f37"",""7d60edc5543069b212171c7cc11ba08b8ee3da356fb504eb2d757bd2b850c448""]"
"[0,1,""0.18471129414736936""]",6,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""64693b40dfef6cc1860111908a32950c17bb4aa3041e43605eff48026202c47d"",""a44fdf75f5877c63c9ba96a1e430a1f1aa557478ab1f111e355004bc4123a660"",""b4e63040ea2854ef1f13381c115ba9305c3543cf8c3f42727b3785d7a0d64b36"",""b72dd77aa0b033bbc1473145665188a6f47c7c49e061f89f1319f38e0652c943"",""f67ee4e81ff81f1c26e3de968f75bf7aa0b8b98121cdcb0e52d19d58947ea1a5""]"
"[0,1,""0.18472212773936947""]",6,1,1,0.0,"A_VALID_B_LOSS,TWO_LOSSES,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""0647ffc1ed7c827f83df736bffcdd30e189945e20a9c12bfca683f3ad920eb43"",""5b6300fee3b417f647b7d6ed98933e2f3778882bdccf23a627ecaa9017c88903"",""62ba3556d6a9ef7cfcda79299e0a19bf0b2df3ce92389e887a0431fb489a0176"",""74203fad59a1420f1772b3421ce49491c3ba33534a0a16e5f7dd95350f40fa60"",""8bdba4d88e8e61642086d6b861d351c68bd86bb531d6d91144dd55aeaae3245a""]"
"[0,1,""0.18472212773936952""]",6,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS,TWO_LOSSES","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""5af8e5f9278e4f8d4c2be0d882537733af833f858d941c3b681e7a5b72abb58f"",""603ff717fd1f173bc69bd4d6b22f4d507b37d0dd5269c54f2866a40f4bc16e37"",""8330d82e6fe64d6dfe9304d2b2434ebaa8f9eb1e0f5a80aaf11f45b238e5f66d"",""9c358a621a0b436f3d998e3d05a00e1b80047a337a31e2c5a10e97c1b72912cf"",""b086f5fe58d2c66ae08559fe238c92706c98cb4161956fc0269d0a35bf62cc14""]"
"[0,1,""0.18478850316809986""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""04492155d93afe57487d76e752e50b246cf7d9adf9dae180f3abe30d4529e685"",""74990ebdef8b81ab6ec2b3e5cdf518c30fa46cc8482a06e0e84948d73bc8ea2c"",""f43862156832f2d7ae34c6b9d20f21694c98f1b1a237470828031ba95a7b3d94""]"
"[0,1,""0.18522926397119516""]",6,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS,TWO_LOSSES","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""16de7beee9876200193b867bc8c4f3e6640ce1e4e25d4a24a86c39bddc8dc373"",""4ff4a97d6912b0c82de93135bd4dca12499253c53867607b7a6f64a6e1f6c59f"",""50c5da0c622fc472d86affcaac93962c70cf5498b480987a31431bdbc4d6cc78"",""67627e07c74b56150a7e9b857218a6a3e63466517f65c0016001d0abab29d151"",""74b5ee7ddd7126f5c4e0a6630685ceec506ec1eedabe8423ea663b552ef17a12""]"
"[0,1,""0.18608695113518398""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""7e87509b078f6fe8e14acbe91673e8a56db914da06a60a1727b96e8e01dd8f06"",""91619a5eaa089a9d44e104fd7a3aa4d6be518c98070e7b6786d6b699ced15987"",""ce7971d535c5d292708db630ef503dc63c076de31aed0991f36f7e6ecce561aa""]"
"[0,1,""0.18622641888770686""]",8,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""1332565d27fe25a988870e585f40481c7101651162796229cd95332328990191"",""19e6e2f51f756b3655b9bdfa13dbf66412388ac6c008b39b7ae00f3ae815fb14"",""4a557cf85d5dffff9aba55b83f9f834addaea061c4b11d185b69a44ae4ddbd59"",""728ba6b1c38898ee97e83f5f14e2cc0e5a15ce59d9073bc44393a5ceb43ec6b6"",""7d4aa9ba95765e15421e663d9142eb2a6e44e46f5ba32b99e56ac7d71ab9a9a2""]"
"[0,1,""0.18714077769103116""]",6,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS,TWO_LOSSES","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""1141eab640849cce693f93e7d4375a86713bfcae4035ae61cc9d0f1534c31dcd"",""3aec5d9903fed1ee686557a0d0d418ac7762d83b16a7692b44bb55a508559016"",""5f6a4f0bf1a2c93d0ffaeb6fc9d688d1d6122b75417c716b7d2595967860c39b"",""be8307730212b4eea19dacc7a6201b093e272246f0adf342ab1883d1ab12bcd5"",""f015ed3540b98dd26141387889c4d7d9996cf2a3cc441dc5514edbdafc80f606""]"
"[0,1,""0.18714077769103121""]",6,1,1,0.0,"A_VALID_B_LOSS,LATE_LOSS,TWO_LOSSES","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""35ac37b679d965c115dc0f6e954df6ea01219e0ca5ecba4365922b895d523d84"",""5141fe744f9384c733b4fb104d5f9301e7b864998bc896a5f9cdbd358320b050"",""8bc4d01db687daf6aad7dd7e7e6ca4c135be31b059defb5c58b44461f2436d99"",""a694544ec6998ede557531a70f994e9104c3d23d68b7b207130c04c889fddfac"",""dbd1cf1ef5a72c5eef21cb7037c409ae1412a4e745e686fdaf93ad386c6d6f8d""]"
"[0,1,""0.18728738233650166""]",8,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""273eeb9def3e7d67b8fb5d8dbe2686f03e7a4e1d744e229b6cae83ec21b8b0b9"",""416ddea4cd0608bb51520a7251c2bd08b8a20dbfdae6be613125455c9375f3f1"",""42b48c4a6b9ec308f6e0407da5d9e7a30b3d2ffea173080a4b8de782f15b4f12"",""68ba20280b6d1d99d7e67e3b68fdf217c8309a5954384d8555ec45d0cdda17bd"",""78884317f2bd26b5c9f785cb10021b72f55af08d106562f021f61f3e7c2a53f2""]"
"[0,1,""0.18747202391608253""]",3,1,1,0.0,TWO_LOSSES,"TRANSPORT/LOST,TRANSPORT/RECOVERING",A,"[""90b016b91692a9e5344c1b21fdd93c8a213f09f768544339a5e2fca3ca869e68"",""a6c823443be40ab8ecb5eb28319175c4fe6bf50c14cae7801e8772ca93356091"",""ac6a4453d9156969ba36aea8a3a6c3df9bf02709699f6d82d9757dc51348b219""]"
"[0,1,""0.18749295965546003""]",5,1,1,0.0,TWO_LOSSES,"RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""11489737b5610970be61d16609fbaaf121b4d90d9dfe39884fb1c0beb8b396cd"",""618144d2411b5ffcfabb2a69576f0481cb94d83876f4bd2b7b22726d1ac851d4"",""66082e0e9f4900b8496dd6609fca72004bea2f94ddb5e06f9df4dbe899666d89"",""a0a8b2feeccd74f7403c78ba5e5466636e0c224bed6244da684ed77234fd9cea"",""f5064dc0ff51e985d9ce865f6c8d334e8510f048a2f97af3bbd8a1aa0d8a6293""]"
"[0,1,""0.18755299531453079""]",12,1,1,0.0,"LATE_LOSS,TWO_LOSSES,A_VALID_B_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""1637767d3ef439b316fc9e02c8c2e95a8176b060222c8aa5c7e4d68cac361d74"",""2ba30ecefc73cfac5727fd30233bf2644ce57ae2ee92e08f38118659c20c06b7"",""2d1479c59ef8f2e724887314b4750cae40b1ed0ba128f18aecfccb272d499bd1"",""51b02773557e52146d7fb49d0277388541ce7550e38c646ab62fca4843f1fd62"",""62d1a26f1ae32780addc34c869e35898f0503beae59277f82bd6b5f849b54b71""]"
"[0,1,""0.18780933913941844""]",4,1,1,0.0,"TWO_LOSSES,LATE_LOSS","TRANSPORT/RECOVERING,TRANSPORT/LOST",A,"[""340ac760b46fe20ba40bd3af9e8c12f1a3ad7d7083fe9c98360c899d4ba65f82"",""749af647bacce75e4b0960b3e037dc33d505814ba4d272aa9b2b7560389a78f2"",""8b021c9fc8cbec0be8aa269d03c52f6da452ad56d18e05a793f3f1a2fa30f05d"",""c868e11af538bb8f048eceeb897885b5b1940250461de25e19594b2a62bdbad7""]"
"[0,1,""0.18815878233785521""]",5,1,1,0.0,"LATE_LOSS,A_VALID_B_LOSS,TWO_LOSSES","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""6304b5f20b20291ee220a43a3a4347f2a0330444094fcfa071d58114e30c6a72"",""6bbd1e74198fd516b870421a71660411bd56d5e874051ee2d4c2c9b4f5ed0274"",""794664af74b22d82085b34f6425fecd367d5735909a946fbb264989bacdad427"",""934773faed58e93fc946092e3a78d1aa7e2f6fe429dd10978b726f949f0d34a3"",""cc49dd3d9124386593d5fe06c9b3324782f210161eb870ba71e1686e14ae9221""]"
"[0,1,""0.18815878233785527""]",6,1,1,0.0,"A_VALID_B_LOSS,TWO_LOSSES,LATE_LOSS","RECOVERING/TRANSPORT,LOST/TRANSPORT",B,"[""25370cc78d6dac069e8951161f31678b02378df6ad7ecefd068b204a609461bf"",""39c158e9f0a549d85585772d7de8668bb33e6bd9b33178ff2732ca3afb872bef"",""4233078d24153d325d85ac99b8435fc88d41c8079ede9fca286b02a0a5096522"",""97ccd06da7943b3f7fd1bf4b4e1ae71ec6990ae56424517016c06c5cb8767596"",""9827a153eb4fb8c49d26d8a9bbedf676702fe1c4d7df334b88248a533937a903""]"
"[0,1,""0.18821845773641016""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""3259339d201c4097ecbd69abe6c968099c8c808b9cfdfecbd8006592724a6c2a"",""6b5c9a97faaa7cfd8f878d161e518e02ce8fa7b25d9d994ce9727d4186c16d44"",""f8053e48d21fb4497e6ccfb6696420d6c55d201238d2f57c1a72be6881df3e1a""]"
"[0,1,""0.18857391695344272""]",11,1,1,0.0,"TWO_LOSSES,A_VALID_B_LOSS,LATE_LOSS","LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""20ab264b6eceeac91baa2d59c83faced7e62a4540965a058e1ecfccb4590dd10"",""26f5a699eebdd35baa311a940e2d2151b29aba27d9b6c2d2e4fe46b11e53000f"",""281a43b287bbd5368fb4e680076343895b18c22c67c61b16af9425dec253ad94"",""59c216f92917cb306cd7637b0bb1e8892543dcfd0c6c6196d1989f9b231f2cda"",""60cd7696a5b9e5ab21ec2eeb891d9bd76a6511923bbbb937f769fc74c46a97f0""]"
"[0,1,""0.18904350888866062""]",3,1,1,0.0,TWO_LOSSES,"LOST/TRANSPORT,RECOVERING/TRANSPORT",B,"[""31bb425dfd89123e0b5efaf3073a45b6aefcfcc6f6a0d45ffe0d965f980bffb8"",""3efcb5094678184fac25c9b60432a777b5388fd9d9946cdce33cefd7328e18d6"",""77c93839f88a9eb2a22fe5bb96a1f7a4d2f5134975d62b9220f91471ef6ed40c""]"
