method,policy_seed,episode_id,family,profile,condition,success,steps,first_valid_object,final_valid_A,final_valid_B,first_loss_step,first_recovery_start_step,first_regrasp_step,invalid_action_count,object_switch_count,longest_identical_action_run,last_16_invalid_fraction,first_irreversible_error_step,primary_failure_class,secondary_failure_labels
COUNT_PBRS,223,P2B_test_1203027_LONG_CHAIN128_A_VALID_B_LOSS_0,1203027,LONG_CHAIN128,A_VALID_B_LOSS,False,128,A,True,False,,,,127,0,91,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203027_LONG_CHAIN128_B_VALID_A_LOSS_0,1203027,LONG_CHAIN128,B_VALID_A_LOSS,False,128,B,False,True,,,,75,0,52,0.5,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203027_LONG_CHAIN128_INVALIDATE_FIRST_0,1203027,LONG_CHAIN128,INVALIDATE_FIRST,False,128,,False,False,,,,45,0,74,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203027_LONG_CHAIN128_LATE_LOSS_0,1203027,LONG_CHAIN128,LATE_LOSS,False,128,,False,False,,,,45,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203027_LONG_CHAIN128_TWO_LOSSES_0,1203027,LONG_CHAIN128,TWO_LOSSES,False,128,,False,False,,,,45,0,74,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_FREE_ORDER_0,1203028,BASE64,FREE_ORDER,False,64,,False,False,,,,26,0,35,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_A_STARTED_0,1203028,BASE64,A_STARTED,False,64,,False,False,,,,27,0,35,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_B_STARTED_0,1203028,BASE64,B_STARTED,False,64,,False,False,,,,27,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_A_VALID_B_LOSS_0,1203028,BASE64,A_VALID_B_LOSS,False,64,A,True,False,,,,63,0,48,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_B_VALID_A_LOSS_0,1203028,BASE64,B_VALID_A_LOSS,False,64,B,False,True,,,,41,0,29,0.5625,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_INVALIDATE_FIRST_0,1203028,BASE64,INVALIDATE_FIRST,False,64,,False,False,,,,26,0,35,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_LATE_LOSS_0,1203028,BASE64,LATE_LOSS,False,64,,False,False,,,,26,0,35,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_BASE64_TWO_LOSSES_0,1203028,BASE64,TWO_LOSSES,False,64,,False,False,,,,26,0,35,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_FREE_ORDER_0,1203028,LONG_CHAIN128,FREE_ORDER,False,128,,False,False,,,,54,0,71,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_A_STARTED_0,1203028,LONG_CHAIN128,A_STARTED,False,128,,False,False,,,,55,0,71,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_B_STARTED_0,1203028,LONG_CHAIN128,B_STARTED,False,128,,False,False,,,,54,0,69,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_A_VALID_B_LOSS_0,1203028,LONG_CHAIN128,A_VALID_B_LOSS,False,128,A,True,False,,,,127,0,96,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_B_VALID_A_LOSS_0,1203028,LONG_CHAIN128,B_VALID_A_LOSS,False,128,B,False,True,,,,81,0,59,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_INVALIDATE_FIRST_0,1203028,LONG_CHAIN128,INVALIDATE_FIRST,False,128,,False,False,,,,54,0,71,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_LATE_LOSS_0,1203028,LONG_CHAIN128,LATE_LOSS,False,128,,False,False,,,,54,0,71,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203028_LONG_CHAIN128_TWO_LOSSES_0,1203028,LONG_CHAIN128,TWO_LOSSES,False,128,,False,False,,,,54,0,71,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_FREE_ORDER_0,1203029,BASE64,FREE_ORDER,False,64,,False,False,,,,26,0,29,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_A_STARTED_0,1203029,BASE64,A_STARTED,False,64,,False,False,,,,27,0,29,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_B_STARTED_0,1203029,BASE64,B_STARTED,False,64,,False,False,,,,24,0,30,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_A_VALID_B_LOSS_0,1203029,BASE64,A_VALID_B_LOSS,False,64,A,True,False,,,,63,0,49,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_B_VALID_A_LOSS_0,1203029,BASE64,B_VALID_A_LOSS,False,64,B,False,True,,,,36,0,23,0.125,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_INVALIDATE_FIRST_0,1203029,BASE64,INVALIDATE_FIRST,False,64,,False,False,,,,26,0,28,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_LATE_LOSS_0,1203029,BASE64,LATE_LOSS,False,64,,False,False,,,,26,0,29,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_BASE64_TWO_LOSSES_0,1203029,BASE64,TWO_LOSSES,False,64,,False,False,,,,26,0,29,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_FREE_ORDER_0,1203029,LONG_CHAIN128,FREE_ORDER,False,128,,False,False,,,,54,0,59,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_A_STARTED_0,1203029,LONG_CHAIN128,A_STARTED,False,128,,False,False,,,,55,0,59,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_B_STARTED_0,1203029,LONG_CHAIN128,B_STARTED,False,128,,False,False,,,,52,0,60,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_A_VALID_B_LOSS_0,1203029,LONG_CHAIN128,A_VALID_B_LOSS,False,128,A,True,False,,,,126,0,96,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_B_VALID_A_LOSS_0,1203029,LONG_CHAIN128,B_VALID_A_LOSS,False,128,B,False,True,,,,74,0,47,0.375,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_INVALIDATE_FIRST_0,1203029,LONG_CHAIN128,INVALIDATE_FIRST,False,128,,False,False,,,,54,0,59,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_LATE_LOSS_0,1203029,LONG_CHAIN128,LATE_LOSS,False,128,,False,False,,,,54,0,61,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203029_LONG_CHAIN128_TWO_LOSSES_0,1203029,LONG_CHAIN128,TWO_LOSSES,False,128,,False,False,,,,54,0,59,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_FREE_ORDER_0,1203030,BASE64,FREE_ORDER,False,64,,False,False,,,,24,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_A_STARTED_0,1203030,BASE64,A_STARTED,False,64,,False,False,,,,25,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_B_STARTED_0,1203030,BASE64,B_STARTED,False,64,,False,False,,,,25,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_A_VALID_B_LOSS_0,1203030,BASE64,A_VALID_B_LOSS,False,64,A,True,False,,,,63,0,48,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_B_VALID_A_LOSS_0,1203030,BASE64,B_VALID_A_LOSS,False,64,B,False,True,,,,40,0,26,0.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_INVALIDATE_FIRST_0,1203030,BASE64,INVALIDATE_FIRST,False,64,,False,False,,,,24,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_LATE_LOSS_0,1203030,BASE64,LATE_LOSS,False,64,,False,False,,,,24,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_BASE64_TWO_LOSSES_0,1203030,BASE64,TWO_LOSSES,False,64,,False,False,,,,24,0,34,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_FREE_ORDER_0,1203030,LONG_CHAIN128,FREE_ORDER,False,128,,False,False,,,,49,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_A_STARTED_0,1203030,LONG_CHAIN128,A_STARTED,False,128,,False,False,,,,50,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_B_STARTED_0,1203030,LONG_CHAIN128,B_STARTED,False,128,,False,False,,,,50,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_A_VALID_B_LOSS_0,1203030,LONG_CHAIN128,A_VALID_B_LOSS,False,128,A,True,False,,,,127,0,95,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_B_VALID_A_LOSS_0,1203030,LONG_CHAIN128,B_VALID_A_LOSS,False,128,B,False,True,,,,80,0,52,0.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_INVALIDATE_FIRST_0,1203030,LONG_CHAIN128,INVALIDATE_FIRST,False,128,,False,False,,,,49,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_LATE_LOSS_0,1203030,LONG_CHAIN128,LATE_LOSS,False,128,,False,False,,,,49,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203030_LONG_CHAIN128_TWO_LOSSES_0,1203030,LONG_CHAIN128,TWO_LOSSES,False,128,,False,False,,,,49,0,73,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_FREE_ORDER_0,1203031,BASE64,FREE_ORDER,False,64,,False,False,,,,25,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_A_STARTED_0,1203031,BASE64,A_STARTED,False,64,,False,False,,,,26,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_B_STARTED_0,1203031,BASE64,B_STARTED,False,64,,False,False,,,,24,0,29,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_A_VALID_B_LOSS_0,1203031,BASE64,A_VALID_B_LOSS,False,64,A,True,False,,,,63,0,48,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_B_VALID_A_LOSS_0,1203031,BASE64,B_VALID_A_LOSS,False,64,B,False,True,,,,37,0,27,0.1875,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_INVALIDATE_FIRST_0,1203031,BASE64,INVALIDATE_FIRST,False,64,,False,False,,,,25,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_LATE_LOSS_0,1203031,BASE64,LATE_LOSS,False,64,,False,False,,,,25,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_BASE64_TWO_LOSSES_0,1203031,BASE64,TWO_LOSSES,False,64,,False,False,,,,25,0,32,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_FREE_ORDER_0,1203031,LONG_CHAIN128,FREE_ORDER,False,128,,False,False,,,,50,0,65,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_A_STARTED_0,1203031,LONG_CHAIN128,A_STARTED,False,128,,False,False,,,,51,0,65,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_B_STARTED_0,1203031,LONG_CHAIN128,B_STARTED,False,128,,False,False,,,,48,0,62,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_A_VALID_B_LOSS_0,1203031,LONG_CHAIN128,A_VALID_B_LOSS,False,128,A,True,False,,,,127,0,96,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_B_VALID_A_LOSS_0,1203031,LONG_CHAIN128,B_VALID_A_LOSS,False,128,B,False,True,,,,76,0,54,0.5,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_INVALIDATE_FIRST_0,1203031,LONG_CHAIN128,INVALIDATE_FIRST,False,128,,False,False,,,,50,0,65,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_LATE_LOSS_0,1203031,LONG_CHAIN128,LATE_LOSS,False,128,,False,False,,,,50,0,65,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,223,P2B_test_1203031_LONG_CHAIN128_TWO_LOSSES_0,1203031,LONG_CHAIN128,TWO_LOSSES,False,128,,False,False,,,,50,0,65,0.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_FREE_ORDER_0,1203000,BASE64,FREE_ORDER,False,64,,False,False,,,,52,0,29,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_A_STARTED_0,1203000,BASE64,A_STARTED,False,64,,False,False,,,,64,0,42,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_B_STARTED_0,1203000,BASE64,B_STARTED,False,64,,False,False,,,,62,0,46,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_A_VALID_B_LOSS_0,1203000,BASE64,A_VALID_B_LOSS,False,64,A,True,False,,,,64,0,64,1.0,,ONE_OBJECT_ONLY_TIMEOUT,"[""TRANSPORT_STALL"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_B_VALID_A_LOSS_0,1203000,BASE64,B_VALID_A_LOSS,False,64,B,False,True,,,,30,0,33,0.0,,NO_ACQUIRE_PROGRESS,"[""ONE_OBJECT_ONLY_TIMEOUT"",""INVALID_ACTION_LOOP"",""PREMATURE_PLACE_OR_RELEASE"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_INVALIDATE_FIRST_0,1203000,BASE64,INVALIDATE_FIRST,False,64,,False,False,,,,52,0,29,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_LATE_LOSS_0,1203000,BASE64,LATE_LOSS,False,64,,False,False,,,,52,0,29,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_BASE64_TWO_LOSSES_0,1203000,BASE64,TWO_LOSSES,False,64,,False,False,,,,52,0,29,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
COUNT_PBRS,227,P2B_test_1203000_LONG_CHAIN128_FREE_ORDER_0,1203000,LONG_CHAIN128,FREE_ORDER,False,128,,False,False,,,,104,0,57,1.0,,TRANSPORT_STALL,"[""INVALID_ACTION_LOOP"",""DETERMINISTIC_ACTION_CYCLE_OTHER""]"
