method,policy_seed,condition,profile,successes,episodes,success_rate
GRAPH_FULL_PBRS,239,B_VALID_A_LOSS,BASE64,124,128,0.96875
GRAPH_FULL_PBRS,239,B_VALID_A_LOSS,LONG_CHAIN128,124,128,0.96875
GRAPH_FULL_PBRS,239,FREE_ORDER,BASE64,108,128,0.84375
GRAPH_FULL_PBRS,239,FREE_ORDER,LONG_CHAIN128,72,128,0.5625
GRAPH_FULL_PBRS,239,INVALIDATE_FIRST,BASE64,104,128,0.8125
GRAPH_FULL_PBRS,239,INVALIDATE_FIRST,LONG_CHAIN128,68,128,0.53125
GRAPH_FULL_PBRS,239,LATE_LOSS,BASE64,104,128,0.8125
GRAPH_FULL_PBRS,239,LATE_LOSS,LONG_CHAIN128,76,128,0.59375
GRAPH_FULL_PBRS,239,TWO_LOSSES,BASE64,104,128,0.8125
GRAPH_FULL_PBRS,239,TWO_LOSSES,LONG_CHAIN128,84,128,0.65625
TASK_ONLY,211,A_STARTED,BASE64,0,128,0.0
TASK_ONLY,211,A_STARTED,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,A_VALID_B_LOSS,BASE64,0,128,0.0
TASK_ONLY,211,A_VALID_B_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,B_STARTED,BASE64,0,128,0.0
TASK_ONLY,211,B_STARTED,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,B_VALID_A_LOSS,BASE64,0,128,0.0
TASK_ONLY,211,B_VALID_A_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,FREE_ORDER,BASE64,0,128,0.0
TASK_ONLY,211,FREE_ORDER,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,INVALIDATE_FIRST,BASE64,0,128,0.0
TASK_ONLY,211,INVALIDATE_FIRST,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,LATE_LOSS,BASE64,0,128,0.0
TASK_ONLY,211,LATE_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,211,TWO_LOSSES,BASE64,0,128,0.0
TASK_ONLY,211,TWO_LOSSES,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,A_STARTED,BASE64,0,128,0.0
TASK_ONLY,239,A_STARTED,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,A_VALID_B_LOSS,BASE64,0,128,0.0
TASK_ONLY,239,A_VALID_B_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,B_STARTED,BASE64,0,128,0.0
TASK_ONLY,239,B_STARTED,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,B_VALID_A_LOSS,BASE64,0,128,0.0
TASK_ONLY,239,B_VALID_A_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,FREE_ORDER,BASE64,0,128,0.0
TASK_ONLY,239,FREE_ORDER,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,INVALIDATE_FIRST,BASE64,0,128,0.0
TASK_ONLY,239,INVALIDATE_FIRST,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,LATE_LOSS,BASE64,0,128,0.0
TASK_ONLY,239,LATE_LOSS,LONG_CHAIN128,0,128,0.0
TASK_ONLY,239,TWO_LOSSES,BASE64,0,128,0.0
TASK_ONLY,239,TWO_LOSSES,LONG_CHAIN128,0,128,0.0
