task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,10,20260930,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,11,20260931,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,12,20260932,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,13,20260933,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,14,20260934,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,15,20260935,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,16,20260936,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,17,20260937,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,18,20260938,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
transport_recovery,linear_sarm_equiv,20260913,drop_regrasp,19,20260939,1,1,0,9,6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901,True
