job_id,train_fraction,seed,supervision_root,checkpoint_path,checkpoint_sha256,selection_split,test_used,status,provenance
f025_s20260906,0.25,20260906,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f025_s20260906,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f025_s20260906/checkpoints/best.pt,bf6f54a2ce22b136933008227b83ffaf77dba58f778c228e3b034014841a7080,val,False,PASS,real_trained_coverage_subset
f025_s20260907,0.25,20260907,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f025_s20260907,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f025_s20260907/checkpoints/best.pt,7cbcfd980a22e795b27a59bb0a37e3ca700f84c8e3930b470f338b7f8a24fb03,val,False,PASS,real_trained_coverage_subset
f025_s20260908,0.25,20260908,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f025_s20260908,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f025_s20260908/checkpoints/best.pt,ac231013751e9add6795f2b18f5bf9bfd449117418e23b186dbc574ac2e62a7d,val,False,PASS,real_trained_coverage_subset
f050_s20260906,0.5,20260906,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f050_s20260906,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f050_s20260906/checkpoints/best.pt,4d5029634d5dc0401ca899a4f28be7c11ddee1d02152ca95e1dbebad39390159,val,False,PASS,real_trained_coverage_subset
f050_s20260907,0.5,20260907,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f050_s20260907,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f050_s20260907/checkpoints/best.pt,887c7d33ef4848cdcb5804e2f34ef198447b255b5d59bf346086e939cb1378a0,val,False,PASS,real_trained_coverage_subset
f050_s20260908,0.5,20260908,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/supervision/f050_s20260908,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage7_refine1/coverage_real_v1/jobs/f050_s20260908/checkpoints/best.pt,65df24697bcf24dfc5f276934ceffbd1225604481c43108f6a8d589a18df0d6a,val,False,PASS,real_trained_coverage_subset
