repeat,direction,source_pool_size,target_pool_size,method,selected_count,precision_against_independent_bottom20,recall_against_independent_bottom20,jaccard_against_independent_bottom20,mean_independent_rank_percentile,negative_score_rate_in_independent_pool
1,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.16502192982456143,0.8947368421052632
1,A_to_B,50,50,stable_core_p_ge_0.80,17.0,0.7058823529411765,0.3157894736842105,0.27906976744186046,0.17279411764705882,0.8823529411764706
1,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,17.0,0.7647058823529411,0.34210526315789475,0.30952380952380953,0.1593137254901961,0.8823529411764706
1,A_to_B,50,50,stable_core_p_ge_0.90,11.0,0.8181818181818182,0.23684210526315788,0.225,0.14062499999999997,0.9090909090909091
1,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,11.0,0.8181818181818182,0.23684210526315788,0.225,0.131155303030303,0.9090909090909091
1,A_to_B,50,50,stable_core_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.08449074074074074,1.0
1,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.07118055555555555,1.0
1,B_to_A,50,50,fixed_bottom20,38.0,0.5789473684210527,0.5789473684210527,0.4074074074074074,0.22272478070175447,0.8421052631578947
1,B_to_A,50,50,fixed_bottom10,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.1513157894736842,0.8947368421052632
1,B_to_A,50,50,stable_core_p_ge_0.80,16.0,0.875,0.3684210526315789,0.35,0.09440104166666667,1.0
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,16.0,0.8125,0.34210526315789475,0.3170731707317073,0.12825520833333334,0.9375
1,B_to_A,50,50,stable_core_p_ge_0.90,13.0,0.8461538461538461,0.2894736842105263,0.275,0.10136217948717949,1.0
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,13.0,0.8461538461538461,0.2894736842105263,0.275,0.10416666666666667,1.0
1,B_to_A,50,50,stable_core_p_ge_0.95,8.0,0.75,0.15789473684210525,0.15,0.11458333333333334,1.0
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,8.0,0.875,0.18421052631578946,0.1794871794871795,0.09830729166666666,1.0
2,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.17420504385964916,0.9210526315789473
2,A_to_B,50,50,fixed_bottom10,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.12033991228070173,1.0
2,A_to_B,50,50,stable_core_p_ge_0.80,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.15323464912280702,0.9473684210526315
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.12033991228070173,1.0
2,A_to_B,50,50,stable_core_p_ge_0.90,10.0,1.0,0.2631578947368421,0.2631578947368421,0.078125,1.0
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,10.0,1.0,0.2631578947368421,0.2631578947368421,0.058333333333333334,1.0
2,A_to_B,50,50,stable_core_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.078125,1.0
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.058333333333333334,1.0
2,B_to_A,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.22683662280701758,0.8947368421052632
2,B_to_A,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.15378289473684212,0.9473684210526315
2,B_to_A,50,50,stable_core_p_ge_0.80,17.0,1.0,0.4473684210526316,0.4473684210526316,0.07322303921568626,1.0
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,17.0,0.9411764705882353,0.42105263157894735,0.41025641025641024,0.09252450980392156,1.0
2,B_to_A,50,50,stable_core_p_ge_0.90,14.0,1.0,0.3684210526315789,0.3684210526315789,0.07775297619047618,1.0
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,14.0,0.9285714285714286,0.34210526315789475,0.3333333333333333,0.09784226190476189,1.0
2,B_to_A,50,50,stable_core_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.07447916666666667,1.0
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.06354166666666666,1.0
3,A_to_B,50,50,fixed_bottom20,38.0,0.6052631578947368,0.6052631578947368,0.4339622641509434,0.22053179824561406,0.868421052631579
3,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.14364035087719298,0.9473684210526315
3,A_to_B,50,50,stable_core_p_ge_0.80,23.0,0.7391304347826086,0.4473684210526316,0.38636363636363635,0.15104166666666669,0.9565217391304348
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,23.0,0.6956521739130435,0.42105263157894735,0.35555555555555557,0.15353260869565222,0.9565217391304348
3,A_to_B,50,50,stable_core_p_ge_0.90,11.0,0.8181818181818182,0.23684210526315788,0.225,0.10179924242424242,1.0
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,11.0,0.9090909090909091,0.2631578947368421,0.2564102564102564,0.06770833333333331,1.0
3,A_to_B,50,50,stable_core_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.08449074074074074,1.0
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.07870370370370369,1.0
3,B_to_A,50,50,fixed_bottom20,38.0,0.6052631578947368,0.6052631578947368,0.4339622641509434,0.2158717105263158,0.9210526315789473
3,B_to_A,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.11540570175438596,0.9473684210526315
3,B_to_A,50,50,stable_core_p_ge_0.80,18.0,0.8333333333333334,0.39473684210526316,0.36585365853658536,0.09809027777777778,1.0
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,18.0,0.8333333333333334,0.39473684210526316,0.36585365853658536,0.12152777777777778,0.9444444444444444
3,B_to_A,50,50,stable_core_p_ge_0.90,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.08043981481481481,1.0
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,9.0,1.0,0.23684210526315788,0.23684210526315788,0.05787037037037038,1.0
3,B_to_A,50,50,stable_core_p_ge_0.95,4.0,1.0,0.10526315789473684,0.10526315789473684,0.07552083333333334,1.0
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,4.0,1.0,0.10526315789473684,0.10526315789473684,0.06119791666666667,1.0
4,A_to_B,50,50,fixed_bottom20,38.0,0.5789473684210527,0.5789473684210527,0.4074074074074074,0.20298793859649125,0.9210526315789473
4,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.15213815789473684,0.9473684210526315
4,A_to_B,50,50,stable_core_p_ge_0.80,24.0,0.7083333333333334,0.4473684210526316,0.37777777777777777,0.15342881944444445,0.9583333333333334
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,24.0,0.75,0.47368421052631576,0.4090909090909091,0.14453125,0.9583333333333334
4,A_to_B,50,50,stable_core_p_ge_0.90,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.13349780701754388,1.0
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.15213815789473684,0.9473684210526315
4,A_to_B,50,50,stable_core_p_ge_0.95,16.0,0.8125,0.34210526315789475,0.3170731707317073,0.1123046875,1.0
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,16.0,0.8125,0.34210526315789475,0.3170731707317073,0.14225260416666669,0.9375
4,B_to_A,50,50,fixed_bottom20,38.0,0.5789473684210527,0.5789473684210527,0.4074074074074074,0.21367872807017543,0.8947368421052632
4,B_to_A,50,50,fixed_bottom10,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.15487938596491227,0.8947368421052632
4,B_to_A,50,50,stable_core_p_ge_0.80,14.0,0.8571428571428571,0.3157894736842105,0.3,0.11979166666666667,0.9285714285714286
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,14.0,0.9285714285714286,0.34210526315789475,0.3333333333333333,0.09784226190476193,0.9285714285714286
4,B_to_A,50,50,stable_core_p_ge_0.90,11.0,0.9090909090909091,0.2631578947368421,0.2564102564102564,0.11742424242424243,0.9090909090909091
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,11.0,1.0,0.2894736842105263,0.2894736842105263,0.05871212121212121,1.0
4,B_to_A,50,50,stable_core_p_ge_0.95,6.0,0.8333333333333334,0.13157894736842105,0.1282051282051282,0.14670138888888887,0.8333333333333334
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,6.0,1.0,0.15789473684210525,0.15789473684210525,0.05815972222222222,1.0
5,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.15748355263157893,0.9736842105263158
5,A_to_B,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.09375,1.0
5,A_to_B,50,50,stable_core_p_ge_0.80,16.0,0.9375,0.39473684210526316,0.38461538461538464,0.07747395833333334,1.0
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,16.0,0.9375,0.39473684210526316,0.38461538461538464,0.06673177083333334,1.0
5,A_to_B,50,50,stable_core_p_ge_0.90,11.0,0.9090909090909091,0.2631578947368421,0.2564102564102564,0.08333333333333333,1.0
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,11.0,0.9090909090909091,0.2631578947368421,0.2564102564102564,0.07575757575757577,1.0
5,A_to_B,50,50,stable_core_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.07002314814814814,1.0
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,9.0,1.0,0.23684210526315788,0.23684210526315788,0.0630787037037037,1.0
5,B_to_A,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.17955043859649125,0.9473684210526315
5,B_to_A,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.1030701754385965,1.0
5,B_to_A,50,50,stable_core_p_ge_0.80,18.0,0.8888888888888888,0.42105263157894735,0.4,0.08854166666666667,1.0
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,18.0,0.8333333333333334,0.39473684210526316,0.36585365853658536,0.10734953703703705,1.0
5,B_to_A,50,50,stable_core_p_ge_0.90,14.0,0.9285714285714286,0.34210526315789475,0.3333333333333333,0.07738095238095237,1.0
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,14.0,1.0,0.3684210526315789,0.3684210526315789,0.06212797619047618,1.0
5,B_to_A,50,50,stable_core_p_ge_0.95,9.0,1.0,0.23684210526315788,0.23684210526315788,0.06886574074074074,1.0
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,9.0,1.0,0.23684210526315788,0.23684210526315788,0.05671296296296296,1.0
6,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.18914473684210525,0.8947368421052632
6,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.17351973684210528,0.8947368421052632
6,A_to_B,50,50,stable_core_p_ge_0.80,18.0,0.7222222222222222,0.34210526315789475,0.3023255813953488,0.18171296296296297,0.8888888888888888
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,18.0,0.7222222222222222,0.34210526315789475,0.3023255813953488,0.18171296296296297,0.8888888888888888
6,A_to_B,50,50,stable_core_p_ge_0.90,12.0,0.8333333333333334,0.2631578947368421,0.25,0.1306423611111111,0.9166666666666666
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,12.0,0.8333333333333334,0.2631578947368421,0.25,0.12977430555555555,0.9166666666666666
6,A_to_B,50,50,stable_core_p_ge_0.95,6.0,0.8333333333333334,0.13157894736842105,0.1282051282051282,0.13975694444444445,0.8333333333333334
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,6.0,1.0,0.15789473684210525,0.15789473684210525,0.04600694444444445,1.0
6,B_to_A,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.1820175438596491,0.9210526315789473
6,B_to_A,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.11842105263157894,0.9473684210526315
6,B_to_A,50,50,stable_core_p_ge_0.80,19.0,0.9473684210526315,0.47368421052631576,0.46153846153846156,0.10745614035087718,1.0
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,19.0,0.8947368421052632,0.4473684210526316,0.425,0.11842105263157894,0.9473684210526315
6,B_to_A,50,50,stable_core_p_ge_0.90,16.0,0.9375,0.39473684210526316,0.38461538461538464,0.10026041666666666,1.0
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,16.0,1.0,0.42105263157894735,0.42105263157894735,0.0791015625,1.0
6,B_to_A,50,50,stable_core_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.06875,1.0
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.0703125,1.0
7,A_to_B,50,50,fixed_bottom20,38.0,0.6578947368421053,0.6578947368421053,0.49019607843137253,0.17845394736842102,0.9736842105263158
7,A_to_B,50,50,fixed_bottom10,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.10800438596491228,1.0
7,A_to_B,50,50,stable_core_p_ge_0.80,16.0,0.8125,0.34210526315789475,0.3170731707317073,0.1025390625,1.0
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,16.0,0.9375,0.39473684210526316,0.38461538461538464,0.07552083333333333,1.0
7,A_to_B,50,50,stable_core_p_ge_0.90,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.08564814814814815,1.0
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,9.0,1.0,0.23684210526315788,0.23684210526315788,0.0474537037037037,1.0
7,A_to_B,50,50,stable_core_p_ge_0.95,7.0,1.0,0.18421052631578946,0.18421052631578946,0.052827380952380945,1.0
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,7.0,1.0,0.18421052631578946,0.18421052631578946,0.043154761904761904,1.0
7,B_to_A,50,50,fixed_bottom20,38.0,0.6578947368421053,0.6578947368421053,0.49019607843137253,0.19736842105263158,0.9210526315789473
7,B_to_A,50,50,fixed_bottom10,19.0,0.9473684210526315,0.47368421052631576,0.46153846153846156,0.1044407894736842,0.9473684210526315
7,B_to_A,50,50,stable_core_p_ge_0.80,19.0,0.9473684210526315,0.47368421052631576,0.46153846153846156,0.1044407894736842,0.9473684210526315
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,19.0,0.9473684210526315,0.47368421052631576,0.46153846153846156,0.1044407894736842,0.9473684210526315
7,B_to_A,50,50,stable_core_p_ge_0.90,13.0,1.0,0.34210526315789475,0.34210526315789475,0.05809294871794873,1.0
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,13.0,0.9230769230769231,0.3157894736842105,0.3076923076923077,0.11017628205128203,0.9230769230769231
7,B_to_A,50,50,stable_core_p_ge_0.95,7.0,1.0,0.18421052631578946,0.18421052631578946,0.047619047619047616,1.0
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,7.0,0.8571428571428571,0.15789473684210525,0.15384615384615385,0.17038690476190474,0.8571428571428571
8,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.17489035087719298,0.9473684210526315
8,A_to_B,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.09402412280701755,1.0
8,A_to_B,50,50,stable_core_p_ge_0.80,20.0,0.95,0.5,0.48717948717948717,0.08567708333333333,1.0
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,20.0,0.9,0.47368421052631576,0.45,0.09765625000000001,1.0
8,A_to_B,50,50,stable_core_p_ge_0.90,14.0,0.9285714285714286,0.34210526315789475,0.3333333333333333,0.08258928571428571,1.0
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,14.0,1.0,0.3684210526315789,0.3684210526315789,0.06398809523809525,1.0
8,A_to_B,50,50,stable_core_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.059375,1.0
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,10.0,1.0,0.2631578947368421,0.2631578947368421,0.05572916666666666,1.0
8,B_to_A,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.17338267543859648,0.9210526315789473
8,B_to_A,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.10060307017543861,0.9473684210526315
8,B_to_A,50,50,stable_core_p_ge_0.80,17.0,0.8235294117647058,0.3684210526315789,0.34146341463414637,0.11642156862745097,0.9411764705882353
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,17.0,0.8823529411764706,0.39473684210526316,0.375,0.10324754901960784,0.9411764705882353
8,B_to_A,50,50,stable_core_p_ge_0.90,10.0,1.0,0.2631578947368421,0.2631578947368421,0.05885416666666667,1.0
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,10.0,1.0,0.2631578947368421,0.2631578947368421,0.04479166666666666,1.0
8,B_to_A,50,50,stable_core_p_ge_0.95,7.0,1.0,0.18421052631578946,0.18421052631578946,0.058779761904761904,1.0
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,7.0,1.0,0.18421052631578946,0.18421052631578946,0.05580357142857143,1.0
9,A_to_B,50,50,fixed_bottom20,38.0,0.631578947368421,0.631578947368421,0.46153846153846156,0.19969846491228072,0.8947368421052632
9,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.15652412280701755,0.8947368421052632
9,A_to_B,50,50,stable_core_p_ge_0.80,21.0,0.7619047619047619,0.42105263157894735,0.37209302325581395,0.15575396825396826,0.9047619047619048
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,21.0,0.7619047619047619,0.42105263157894735,0.37209302325581395,0.15575396825396826,0.9047619047619048
9,A_to_B,50,50,stable_core_p_ge_0.90,15.0,0.8,0.3157894736842105,0.2926829268292683,0.12534722222222225,0.9333333333333333
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,15.0,0.8666666666666667,0.34210526315789475,0.325,0.10833333333333332,0.9333333333333333
9,A_to_B,50,50,stable_core_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.12789351851851852,0.8888888888888888
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,9.0,0.8888888888888888,0.21052631578947367,0.20512820512820512,0.10995370370370369,0.8888888888888888
9,B_to_A,50,50,fixed_bottom20,38.0,0.631578947368421,0.631578947368421,0.46153846153846156,0.21546052631578946,0.8421052631578947
9,B_to_A,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.10389254385964912,0.9473684210526315
9,B_to_A,50,50,stable_core_p_ge_0.80,17.0,0.8823529411764706,0.39473684210526316,0.375,0.09221813725490195,1.0
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,17.0,0.8823529411764706,0.39473684210526316,0.375,0.10631127450980392,0.9411764705882353
9,B_to_A,50,50,stable_core_p_ge_0.90,10.0,0.9,0.23684210526315788,0.23076923076923078,0.09791666666666667,1.0
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,10.0,1.0,0.2631578947368421,0.2631578947368421,0.0625,1.0
9,B_to_A,50,50,stable_core_p_ge_0.95,8.0,1.0,0.21052631578947367,0.21052631578947367,0.07421875,1.0
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,8.0,1.0,0.21052631578947367,0.21052631578947367,0.07421875,1.0
10,A_to_B,50,50,fixed_bottom20,38.0,0.5789473684210527,0.5789473684210527,0.4074074074074074,0.22272478070175436,0.8947368421052632
10,A_to_B,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.1337719298245614,0.9473684210526315
10,A_to_B,50,50,stable_core_p_ge_0.80,18.0,0.8888888888888888,0.42105263157894735,0.4,0.13541666666666663,0.9444444444444444
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,18.0,0.8888888888888888,0.42105263157894735,0.4,0.1351273148148148,0.9444444444444444
10,A_to_B,50,50,stable_core_p_ge_0.90,11.0,1.0,0.2894736842105263,0.2894736842105263,0.08238636363636363,1.0
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,11.0,0.8181818181818182,0.23684210526315788,0.225,0.16998106060606064,0.9090909090909091
10,A_to_B,50,50,stable_core_p_ge_0.95,4.0,1.0,0.10526315789473684,0.10526315789473684,0.06640625,1.0
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,4.0,0.75,0.07894736842105263,0.07692307692307693,0.2916666666666667,0.75
10,B_to_A,50,50,fixed_bottom20,38.0,0.5789473684210527,0.5789473684210527,0.4074074074074074,0.18777412280701752,0.8947368421052632
10,B_to_A,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.1069078947368421,1.0
10,B_to_A,50,50,stable_core_p_ge_0.80,20.0,0.75,0.39473684210526316,0.3488372093023256,0.13072916666666667,1.0
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,20.0,0.8,0.42105263157894735,0.38095238095238093,0.11510416666666665,1.0
10,B_to_A,50,50,stable_core_p_ge_0.90,15.0,0.9333333333333333,0.3684210526315789,0.358974358974359,0.09027777777777778,1.0
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,15.0,0.9333333333333333,0.3684210526315789,0.358974358974359,0.08298611111111112,1.0
10,B_to_A,50,50,stable_core_p_ge_0.95,9.0,1.0,0.23684210526315788,0.23684210526315788,0.06828703703703703,1.0
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,9.0,1.0,0.23684210526315788,0.23684210526315788,0.06307870370370369,1.0
11,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.17598684210526316,0.9473684210526315
11,A_to_B,50,50,fixed_bottom10,19.0,0.8421052631578947,0.42105263157894735,0.3902439024390244,0.08662280701754387,1.0
11,A_to_B,50,50,stable_core_p_ge_0.80,21.0,0.8095238095238095,0.4473684210526316,0.40476190476190477,0.09821428571428571,1.0
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,21.0,0.7619047619047619,0.42105263157894735,0.37209302325581395,0.12996031746031744,0.9523809523809523
11,A_to_B,50,50,stable_core_p_ge_0.90,12.0,0.75,0.23684210526315788,0.21951219512195122,0.10633680555555557,1.0
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,12.0,0.8333333333333334,0.2631578947368421,0.25,0.08203124999999999,1.0
11,A_to_B,50,50,stable_core_p_ge_0.95,8.0,0.625,0.13157894736842105,0.12195121951219512,0.12565104166666669,1.0
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,8.0,0.875,0.18421052631578946,0.1794871794871795,0.0703125,1.0
11,B_to_A,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.19915021929824564,0.9210526315789473
11,B_to_A,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.10307017543859649,0.9473684210526315
11,B_to_A,50,50,stable_core_p_ge_0.80,18.0,0.8333333333333334,0.39473684210526316,0.36585365853658536,0.12239583333333333,0.9444444444444444
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,18.0,0.8888888888888888,0.42105263157894735,0.4,0.10011574074074074,0.9444444444444444
11,B_to_A,50,50,stable_core_p_ge_0.90,11.0,1.0,0.2894736842105263,0.2894736842105263,0.06392045454545456,1.0
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,11.0,1.0,0.2894736842105263,0.2894736842105263,0.052556818181818184,1.0
11,B_to_A,50,50,stable_core_p_ge_0.95,8.0,1.0,0.21052631578947367,0.21052631578947367,0.0625,1.0
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,8.0,1.0,0.21052631578947367,0.21052631578947367,0.04817708333333333,1.0
12,A_to_B,50,50,fixed_bottom20,38.0,0.6842105263157895,0.6842105263157895,0.52,0.1928453947368421,0.8947368421052632
12,A_to_B,50,50,fixed_bottom10,19.0,0.8947368421052632,0.4473684210526316,0.425,0.10910087719298248,0.9473684210526315
12,A_to_B,50,50,stable_core_p_ge_0.80,20.0,0.85,0.4473684210526316,0.4146341463414634,0.12578125,0.95
12,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,20.0,0.85,0.4473684210526316,0.4146341463414634,0.11848958333333333,0.95
12,A_to_B,50,50,stable_core_p_ge_0.90,16.0,0.875,0.3684210526315789,0.35,0.11816406250000001,0.9375
12,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,16.0,0.875,0.3684210526315789,0.35,0.11751302083333334,0.9375
