task_id,mean_decisions,mean_branch,ge2_rate,force_rate,empty_patch_rate,prior_nonempty_rate,dp_n
T_B,10.01,2.1548731823731826,0.6953046953046953,0.3046953046953047,1.0,0.0,0
T_C,8.38,2.264274350649351,0.8102625298329356,0.18973747016706444,1.0,0.0,0
