dataset,rollout_id,case_id,reference_action,reference_resolved,temporal_outcome,accurate,primary_action,primary_action_time,primary_action_capture_order,event_onset,deadline,latency_from_physical_onset
R21,L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.6100000000000012,2.360000000000001,0.040000000000000036
R21,L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5700000000000012,2.320000000000001,0.08000000000000007
R21,L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.6500000000000012,37,1.5900000000000012,2.340000000000001,0.06000000000000005
R21,L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout,T11_transport_strong_phase_40ms_rgb_dropout,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.5400000000000011,34,1.480000000000001,2.2300000000000013,0.06000000000000005
R21,L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release,T12_transport_commanded_release,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean,T1_transport_stable_clean,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter,T2_transport_camera_jitter,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout,T3_transport_single_contact_proxy_dropout,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true,T4_transport_same_time_contact_false_then_true,none,True,CORRECT_NONE,True,,,,,,
R21,L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms,T7_transport_strong_phase_00ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.450000000000001,32,1.370000000000001,2.120000000000001,0.08000000000000007
R21,L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms,T9_transport_strong_phase_20ms,recover_object,True,CORRECT_IN_WINDOW,True,recover_object,1.500000000000001,33,1.390000000000001,2.140000000000001,0.1100000000000001
