p,r_fail,expected,passed,old_missing,old_fail,telescope
0.2,-0.5333333333333334,-0.5333333333333333,True,True,-0.5,True
0.4,-0.5666666666666667,-0.5666666666666667,True,True,-0.5,True
0.8,-0.6333333333333334,-0.6333333333333333,True,True,-0.5,True
