anchor_count,claim_id,continuation_count,eligible_family_count,lock_sha256,status
0,T028,0,0,83e1c5472bd15691e664695948374c809905624ab92d205349510d9f0f96053e,not_encountered
0,T029,0,0,83e1c5472bd15691e664695948374c809905624ab92d205349510d9f0f96053e,not_encountered
0,C_ROLE,0,0,83e1c5472bd15691e664695948374c809905624ab92d205349510d9f0f96053e,not_encountered
