episode_id,evidence_end_ns,evidence_end_capture_order,first_proposal_ns,first_proposal_capture_order,first_proposal_attempt_id,first_recovery_command_ns,first_recovery_command_capture_order,recovery_physics_start_ns,recovery_control_executed,release_intent_ns,attempt_change_ns,observation_boundary_ns,observation_boundary_capture_order,observation_boundary_reason,last_candidate_observation_ns
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,6650000000
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,12450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,13050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,6650000000
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,12450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,13050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,15450000000
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,15450000000
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,15450000000
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,9050000000
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,2650000000,57,2650000000,56,1,2700000000,58,2700000000,True,8450000000,2700000000,2700000000,58,RECOVERY_CONTROL_STARTED,15450000000
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,2310000000,50,2250000000,48,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,2310000000,50,2250000000,48,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,15560000000
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,2310000000,50,2250000000,48,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,2310000000,50,2250000000,48,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,15560000000
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,6310000000
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,12200000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,19210000000
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,6310000000
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,12200000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,19210000000
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,15560000000
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,15560000000
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,15560000000
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,9160000000
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,2310000000,50,2200000000,47,1,2350000000,51,2350000000,True,8550000000,2350000000,2350000000,51,RECOVERY_CONTROL_STARTED,21960000000
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,3800000000,80,,,,,,,False,,,,,RAW_OBSERVATION_ENDED,3800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,13600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,14200000000
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,13600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,20600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,10200000000
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,16600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,10200000000
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,16600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,10200000000
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,16600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,10200000000
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,3800000000,80,3800000000,79,1,3850000000,81,3850000000,True,9600000000,3850000000,3850000000,81,RECOVERY_CONTROL_STARTED,16600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,7150000000,150,,,,,,,False,7200000000,,7200000000,151,RELEASE_STARTED,7800000000
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,2100000000,45,,,,,,,False,2150000000,,2150000000,46,RELEASE_STARTED,2600000000
