method,node_macro_f1,edge_type_macro_f1_non_none,phi_mae,cost_mae,legal_path_normalized_gap,failure_negative_rate,recovery_positive_rate,recovery_cycle_nonpositive_rate,loop_nonpositive_rate,positive_loop_rate,loop_return_mean,success_return_spearman,success_failure_margin,fixed_order_drop,within_node_reward_density,statistics_unit,provenance
pathgraph_reward_v1_locked,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.8846153846153846,0.2652299461265408,0.0,0.8155706313601052,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
pathgraph_full_no_lcb,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.8846153846153846,0.2652299461265408,0.0,0.8155706313601052,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
pathgraph_cost_plus_phi,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8791208791208791,0.3210965660711125,0.0,0.8211146369041106,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
pathgraph_cost_only,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.7857142857142857,1.0,0.0,1.0,0.0,0.0,0.3516483516483516,6.91155592602577e-05,0.0,0.8211146369041106,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
linear_time_fraction,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5549450549450549,-8.881784197001252e-16,0.0,nan,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
oracle_linear_chain_A_first,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3237798511981964,0.0,nan,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
oracle_linear_chain_B_first,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3237798511981964,0.0,nan,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
sequential_transition_oracle,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3237798511981964,0.0,nan,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
learned_linear_sarm,0.7348406699430963,0.6200716845878137,0.15070918833828953,0.16663568494860112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3237798511981964,0.0,nan,content_group_id,stage8_recomputed_from_checkpoint_predictions_and_frozen_oracle_traces
