episode_id,paired_condition_id,root_family_id,arm_id
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_00_898000,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_00_898000,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_00_898000,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_00_898000,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_00_898000,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_00_898000,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_00_898000,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_00_898000,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_00_898000,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_00_898000,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_00_898000,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_00_898000,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_00_898000,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_00_898000,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_01_898001,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_01_898001,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_01_898001,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_01_898001,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_02_898002,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_02_898002,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_02_898002,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_02_898002__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_02_898002,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C1_contact_absence_edge_missing,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C2_rgb_detach_contact_masked,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C3_transient_relocation_error,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C4_goal_verification_retry,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C5_secondary_loss_rearm,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C6_partial_slip_control,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_03_898003::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_03_898003,F0_S0_CLP3_BASELINE
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_03_898003,F0_S1_SUPERVISOR_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_03_898003::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_03_898003,F1_S0_FUSION_ONLY
L2RAR2_R25_FACTORIAL_03_898003__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_03_898003::R25C7_commanded_release_control,L2RAR2_R25_FACTORIAL_03_898003,F1_S1_FUSION_SUPERVISOR
