case,trial,differing_pixels,ratio,max_channel_diff,mean_abs_channel_diff,bbox
T_C_train_01,0,0,0.0,0,0.0,None
T_C_train_01,1,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_train_01,2,0,0.0,0,0.0,None
T_C_train_01,3,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_train_01,4,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_train_01,5,0,0.0,0,0.0,None
T_C_train_01,6,0,0.0,0,0.0,None
T_C_train_01,7,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_train_01,8,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_train_01,9,0,0.0,0,0.0,None
T_C_dev_00,0,0,0.0,0,0.0,None
T_C_dev_00,1,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_dev_00,2,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_dev_00,3,0,0.0,0,0.0,None
T_C_dev_00,4,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_dev_00,5,0,0.0,0,0.0,None
T_C_dev_00,6,0,0.0,0,0.0,None
T_C_dev_00,7,0,0.0,0,0.0,None
T_C_dev_00,8,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
T_C_dev_00,9,1,6.103515625e-05,1,2.0345052083333332e-05,[25, 33, 25, 33]
