path	size_bytes	sha256	use	recovery
/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v1/data/new_development	22950762	NOT_COMPUTED_BY_PACKAGER	RGB, dense observations, oracle traces	Use the exact path and fixed seed lock in configs/protocol.json; do not regenerate under a new seed.
