graph_id,split,status,transition_coverage_macro,typed_occurrence_coverage,unknown_rate
G0_raw_topology,dev_route,not_estimable_without_confirmation,,,
G1_semantic_only,dev_route,not_estimable_without_confirmation,,,
G2_evidence_edited,dev_route,not_estimable_without_confirmation,,,
