accepted_edit_count,automatic_boundary_status,boundary_source,candidate_reachability,continuation_calls,contradicted_claim_count,edge_count,eligible_family_count,failure_event_precision,failure_event_recall,false_terminal_claim_rate,graph_id,label_origin,mixed_failure_recovery_rate,node_count,observed_only_reachability,path,provenance,recovery_achieved_precision,recovery_achieved_recall,recovery_attempt_precision,recovery_attempt_recall,split,status,supported_claim_count,terminal_claim_coverage,transition_coverage_denominator,transition_coverage_macro,transition_coverage_micro,transition_coverage_numerator,typed_occurrence_coverage,unknown_rate,untested_claim_count
0,computed_and_locked,offline_teacher_to_causal_s623,True,0,0,30,12,,0.0,0.9111111111111111,G0_raw_topology,simulator_info.events,0.0,11,True,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G0_raw_topology.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.17045454545454544,528,0.3346474470721444,0.29545454545454547,156,0.0,1.0,30
0,computed_and_locked,offline_teacher_to_causal_s623,True,0,0,30,12,,0.0,0.9111111111111111,G1_semantic_only,simulator_info.events,0.0,11,True,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/graphs/G1_semantic_only.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.17045454545454544,528,0.3346474470721444,0.29545454545454547,156,0.12121212121212122,0.8787878787878788,30
2,computed_and_locked,offline_teacher_to_causal_s623,True,0,0,30,12,,0.0,1.0,G2_evidence_edited,simulator_info.events,0.0,11,True,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/graphs/G2_evidence_edited.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.005681818181818182,528,0.3346474470721444,0.29545454545454547,156,0.12121212121212122,0.8787878787878788,30
