budget,repeats,success_mean,failure_mean,spearman_mean,spearman_std,kendall_mean,kendall_std,top_jaccard_mean,top_jaccard_std
5,20,3.8,1.2,0.21360595312372843,0.1523431657998157,0.14796029668411867,0.10832567570654783,0.1564788057048533,0.0634608405663377
10,20,6.75,3.25,0.3317271891869897,0.10150814794903526,0.2305737347294939,0.07126862381017426,0.18976465743218687,0.041594979066232135
25,20,17.8,7.2,0.5403938768487655,0.10547034906584862,0.391048185060936,0.0838919625278893,0.280233404507504,0.07423294223681631
50,20,35.3,14.7,0.7680615556248814,0.08140703852168572,0.5894960732984293,0.07578853469833095,0.4312438035253874,0.07724202760743358
100,20,71.0,29.0,1.0,0.0,1.0,0.0,1.0,0.0
