epoch,loss,smooth_l1,rank_penalty
1,0.07245806604623795,0.0712260901927948,0.00024639573530294
2,0.06988350301980972,0.06923648715019226,0.00012940332817379385
3,0.06763162463903427,0.06735772639513016,5.477972445078194e-05
4,0.06577297300100327,0.06560556590557098,3.3480904676252976e-05
5,0.06419207155704498,0.0639474019408226,4.893338700640015e-05
6,0.0626044049859047,0.06234452873468399,5.1975126552861184e-05
7,0.061075955629348755,0.0608479306101799,4.560519300866872e-05
8,0.05966559052467346,0.05944731459021568,4.365499262348749e-05
9,0.05829427391290665,0.058048658072948456,4.9123420467367396e-05
10,0.05690707266330719,0.056630510836839676,5.531258648261428e-05
11,0.05548322573304176,0.05516819283366203,6.300631503108889e-05
12,0.054050613194704056,0.05368738994002342,7.264476153068244e-05
13,0.052616991102695465,0.052198927849531174,8.3612569142133e-05
14,0.05115469917654991,0.050678499042987823,9.52401096583344e-05
15,0.049658555537462234,0.049123428761959076,0.00010702560393838212
16,0.04812629520893097,0.04752686992287636,0.00011988515325356275
17,0.04658573865890503,0.045911744236946106,0.00013479912013281137
18,0.04503219202160835,0.04426479712128639,0.00015347919543273747
19,0.043447788804769516,0.042569879442453384,0.0001755819102982059
20,0.04183293879032135,0.04083515331149101,0.00019955722382292151
21,0.04018707200884819,0.03906024247407913,0.00022536561300512403
22,0.03850105404853821,0.03724800422787666,0.0002506096789147705
23,0.03681005537509918,0.03541380539536476,0.00027925020549446344
24,0.035095375031232834,0.03355696424841881,0.00030768217402510345
25,0.033389635384082794,0.03168978542089462,0.00033997002174146473
26,0.03169894590973854,0.02982703223824501,0.00037438288563862443
27,0.03004426509141922,0.027995306998491287,0.0004097915661986917
28,0.028429001569747925,0.026207536458969116,0.00044429313857108355
29,0.02684907428920269,0.024462316185235977,0.00047735156840644777
30,0.025321166962385178,0.022781524807214737,0.0005079286056570709
31,0.023858996108174324,0.021176695823669434,0.0005364599055610597
32,0.022449355572462082,0.019668836146593094,0.0005561037105508149
33,0.02112634666264057,0.01826869323849678,0.0005715308361686766
34,0.019892606884241104,0.016995102167129517,0.000579500978346914
35,0.018746113404631615,0.015869054943323135,0.0005754115991294384
36,0.01776694878935814,0.014892874285578728,0.0005748150288127363
37,0.01692766509950161,0.014057706110179424,0.000573991856072098
38,0.016214538365602493,0.013356552459299564,0.0005715973675251007
39,0.015579871833324432,0.012768763117492199,0.0005622218595817685
40,0.015000486746430397,0.01228080503642559,0.000543936446774751
41,0.014507448300719261,0.011867979541420937,0.0005278937751427293
42,0.01406959630548954,0.011512394063174725,0.0005114403320476413
43,0.01366757694631815,0.011197189800441265,0.0004940773942507803
44,0.013287532143294811,0.010910775512456894,0.0004753512912429869
45,0.01291566714644432,0.010639901272952557,0.00045515323290601373
46,0.01255478523671627,0.010374507866799831,0.000436055357567966
47,0.012206412851810455,0.010115223005414009,0.0004182379925623536
48,0.01187425572425127,0.00986139103770256,0.00040257294313050807
49,0.011549940332770348,0.009611988440155983,0.00038759034941904247
50,0.01122657023370266,0.00935633759945631,0.0003740465035662055
51,0.010895111598074436,0.00909351371228695,0.0003603196528274566
52,0.01056449580937624,0.00881912000477314,0.0003490751259960234
53,0.010236348956823349,0.008533935062587261,0.0003404828312341124
54,0.009895427152514458,0.008241327479481697,0.0003308199520688504
55,0.009549182839691639,0.007944350130856037,0.0003209665010217577
56,0.009214731864631176,0.007649103179574013,0.0003131257835775614
57,0.008920354768633842,0.007370537146925926,0.0003099634777754545
58,0.008662189356982708,0.007127366028726101,0.0003069646772928536
59,0.008486623875796795,0.006913278251886368,0.00031466910149902105
60,0.008372086100280285,0.006707837805151939,0.0003328497114125639
61,0.008130163885653019,0.006489884108304977,0.0003280559030827135
62,0.007792416028678417,0.006256612949073315,0.0003071606333833188
63,0.00756234023720026,0.006032187957316637,0.00030603044433519244
64,0.007358863949775696,0.005827954970300198,0.00030618184246122837
65,0.007181984838098288,0.005652355495840311,0.00030592584516853094
66,0.007020020857453346,0.005494333803653717,0.0003051373641937971
67,0.006847965531051159,0.005345926620066166,0.00030040775891393423
68,0.0066639576107263565,0.005196663551032543,0.00029345875373110175
69,0.006481909193098545,0.005052943713963032,0.0002857930667232722
70,0.006313401274383068,0.004927497822791338,0.0002771807194221765
71,0.00615629693493247,0.004832270089536905,0.0002648053632583469
72,0.006029956508427858,0.004747610539197922,0.00025646918220445514
73,0.005868904292583466,0.0046441685408353806,0.000244947150349617
74,0.005725862458348274,0.004557838197797537,0.0002336048783035949
75,0.0056074922904372215,0.004497292917221785,0.0002220398309873417
76,0.005500958301126957,0.004439935088157654,0.0002122045843861997
77,0.005378730595111847,0.004368951078504324,0.0002019558596657589
78,0.005248731467872858,0.004290746990591288,0.00019159686053171754
79,0.005164420697838068,0.004226690158247948,0.0001875461166491732
80,0.005026414059102535,0.0041697947308421135,0.00017132381617557257
