path	size_bytes	job_id	artifact_type	reason_omitted	sha256	packaged	epoch_or_step	key_metric
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_only_s623/best.pt	200284	causal_weak_only_s623	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	4d8a71f0a8fe250fe067b030b7bdae5cfaf2aa88f5da32c720cedaeb4ef335c0	False	not_recorded	0.42130947539650265
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_only_s621/best.pt	200284	causal_weak_only_s621	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	10e5824dfcf5d362949bb8a634c895242ae971ba996ae15375b092d4103aeda8	False	not_recorded	0.40452948067161265
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_only_s622/best.pt	200284	causal_weak_only_s622	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	54a848d0704ac3d80106b51919ff49f8ae08ecd73191cd34bfd73796de162b92	False	not_recorded	0.4265129682997118
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_plus_oracle30_s621/best.pt	200284	causal_weak_plus_oracle30_s621	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	b963024cfce1dd314b8d5d013d4bfec7e25292d28670bee4f9380dcfd7d4635a	False	not_recorded	0.4095049504950495
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_plus_oracle30_s623/best.pt	200284	causal_weak_plus_oracle30_s623	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	03e4205f5c1707c67eb877d675f4f3e04e81cad53c05e9c11bdecf917c87bfea	False	not_recorded	0.43972835314091674
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/causal_weak_plus_oracle30_s622/best.pt	200284	causal_weak_plus_oracle30_s622	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	5b651a5df1380e8f80e97c64d5966ebf409f754e3f482777f93826cc632d6905	False	not_recorded	0.4139311449159327
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/offline_teacher_to_causal_s621/best.pt	200284	offline_teacher_to_causal_s621	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	60830d97d0dc49722fa564bd19fd1b4de52c35563de2c1fd0395d1d35a44d70a	False	not_recorded	0.43610291016448754
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/offline_teacher_to_causal_s622/best.pt	200284	offline_teacher_to_causal_s622	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	2e0f19de70ad47152759218c0c6581b044650a6774fe0e43cd9ddb8b8ef5ffb8	False	not_recorded	0.4074074074074075
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/offline_teacher_to_causal_s623/best.pt	200284	offline_teacher_to_causal_s623	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	fe0464076a3590de19b31d88cd668d4c0e8cf92ee2a80ec413e8191fea34c94e	False	not_recorded	0.5878339965889711
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/best.pt	200284	budget0_s642	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	e19557dd217c3e2970b453736109b0275c969ba11fee3277e6e0edca53048c0f	False	not_recorded	0.41291351135910725
