path	size_bytes	job_id	artifact_type	reason_omitted	sha256	packaged	epoch_or_step	key_metric
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/best.pt	200284	budget0_s641	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	3a9faf030e05f3a470429703b72a10877a5a2675dc2f24e33e33928b6efbdc06	False	not_recorded	0.4107850911974623
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s643/best.pt	200284	budget0_s643	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	1937711ea1e7319ca811711245fcf9d42b6249fa2d894a3695981d94b3cb791f	False	not_recorded	0.39632746748278497
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_random_stratified_s641/best.pt	200284	budget30_random_stratified_s641	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	0eb37785e00f2357714fab356918aa5557aa857217c4ce6ae6cf75555f113070	False	not_recorded	0.43972835314091674
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_random_stratified_s642/best.pt	200284	budget30_random_stratified_s642	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	632d44efa3448ed443bdd6895f1b35c07e2db57526d90cfcfe53c7c6f0065685	False	not_recorded	0.43329150982852366
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_random_stratified_s643/best.pt	200284	budget30_random_stratified_s643	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	5766b280e803c3697ec3ab5658281451e240c6ad52550d5ca494758f889b257c	False	not_recorded	0.3955623565416986
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_entropy_x_event_importance_s641/best.pt	200284	budget30_entropy_x_event_importance_s641	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	ac1ca4e9c8a24146d7cd5b44f66f33366b924f08433b506135d6ff6405341b1c	False	not_recorded	0.4260403790688092
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_entropy_x_event_importance_s642/best.pt	200284	budget30_entropy_x_event_importance_s642	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	2f9e99591632db9710c1b8dd44f8bcd9ff2bde8d59a2245416308a908d7234d7	False	not_recorded	0.4365781710914454
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget30_entropy_x_event_importance_s643/best.pt	200284	budget30_entropy_x_event_importance_s643	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	93428e6398d5b6ebbebacfb11c9e8d6b87e425e7d59573d89ea29dad3d4c0be5	False	not_recorded	0.39450591377336897
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_only_s653/best.pt	108330	q_only_s653	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	d92fb4ba94ea197a919eb391bd5b9c5c223cfd19afc60f7df6488972821d30a1	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_only_s651/best.pt	108330	q_only_s651	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	b3fa65cc479dba181cf31c2ea15307b5c64ccb8b622cc942087f4ab54b3d5023	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_only_s652/best.pt	108330	q_only_s652	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	f516bc8c3495293d2a61fbee88ac7732d2cf7c5b8e8cc1341e1f1164b677bc40	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/D_only_s651/best.pt	108330	D_only_s651	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	d28ffa1f5af10303a8f82dd3546072978948c42a9ecacafb32b1558f5b0e1042	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/D_only_s652/best.pt	108330	D_only_s652	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	f47ce5fd7f1c59908c5806f63b0fcf39f017af084b81a3bbbfaced6eefed9d21	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/D_only_s653/best.pt	108330	D_only_s653	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	4fbdf09c974e73554597657f104a63cc9bf5456083460f4f4499b8e21285ca03	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_plus_D_s651/best.pt	108330	q_plus_D_s651	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	d85c4f05397153a290f9848753367a7d7d5cb1a778e0ec0c1d66b87073f9c051	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_plus_D_s652/best.pt	108330	q_plus_D_s652	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	96cf5259ab433a94ce6fb9df058af4468408e6f970323b5587df2b36430db4b6	False	not_recorded	not_recorded
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/reward_impact_v1/value_models/q_plus_D_s653/best.pt	108330	q_plus_D_s653	checkpoint_or_model_weight	checkpoint excluded from single ZIP; placeholder retained	dcbba9e4a9932c4e95214b03d22cec8cfb043924d55bfb43823612b4e4310de3	False	not_recorded	not_recorded
