rollout_id,root_family_id,case_id,requested_effect,dense_observation_count,action_end_observation_count,first_hold_evidence_time,first_hold_evidence_capture_order,first_hold_memory_time,first_hold_memory_capture_order,first_post_transient_loss_hold_evidence_time,first_post_transient_loss_hold_evidence_capture_order,first_post_transient_loss_hold_memory_time,first_post_transient_loss_hold_memory_capture_order,hold_evidence_count,hold_memory_count,hold_evidence_count_through_transient_loss,first_transient_contact_time,first_transient_contact_lost_time,first_contact_established_time,reference_events_used_for_alignment,online_hold_evidence_observed,online_hold_memory_observed,online_hold_reestablished_after_transient_loss,online_feature_sources
L2RAR2_SELECT_05_820005:K2_touch_request_completes_without_hold,L2RAR2_SELECT_05_820005,K2_touch_request_completes_without_hold,TOUCH_OBJECT,12,4,0.45,11,0.45,11,,,,,1,2,1,0.45,0.6,,"['transient_contact', 'transient_contact_lost']",True,True,False,dense observations only; action-end used only for causal alignment audit
L2RAR2_SELECT_05_820005:K8_acquisition_touch_then_continue,L2RAR2_SELECT_05_820005,K8_acquisition_touch_then_continue,HOLD_OBJECT,25,8,0.45,11,0.45,11,0.95,24,0.95,24,6,9,1,0.45,0.6,0.9,"['contact_established', 'transient_contact', 'transient_contact_lost']",True,True,True,dense observations only; action-end used only for causal alignment audit
L2RAR2_SELECT_07_820007:K2_touch_request_completes_without_hold,L2RAR2_SELECT_07_820007,K2_touch_request_completes_without_hold,TOUCH_OBJECT,16,4,0.55,13,0.55,13,,,,,1,2,1,0.55,0.8,,"['transient_contact', 'transient_contact_lost']",True,True,False,dense observations only; action-end used only for causal alignment audit
L2RAR2_SELECT_07_820007:K8_acquisition_touch_then_continue,L2RAR2_SELECT_07_820007,K8_acquisition_touch_then_continue,HOLD_OBJECT,29,8,0.55,13,0.55,13,1.3,32,1.3,32,5,6,1,0.55,0.8,1.1,"['contact_established', 'transient_contact', 'transient_contact_lost']",True,True,True,dense observations only; action-end used only for causal alignment audit
