logical_id	original_path	exists	size_bytes	sha256	purpose	recovery
new_dev_fit_raw_rollouts	/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data/dev_fit/rollouts	True	4436472	NOT_COMPUTED_DIRECTORY_TREE	new_dev_fit_raw_rollouts	restore the original directory at this exact path; verify file-level manifests where present
new_dev_select_raw_rollouts	/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data/dev_select/rollouts	True	8922720	NOT_COMPUTED_DIRECTORY_TREE	new_dev_select_raw_rollouts	restore the original directory at this exact path; verify file-level manifests where present
new_confirmation_raw_rollouts	/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/rounds/l2rar2_4_focused_confirmation/data/rollouts	False	0	NOT_COMPUTED_DIRECTORY_TREE	new_confirmation_raw_rollouts	restore the original directory at this exact path; verify file-level manifests where present
historical_r1_7_cache	/tmp/l2ra_r1_7_full	True	34610613	NOT_COMPUTED_DIRECTORY_TREE	historical_r1_7_cache	restore the original directory at this exact path; verify file-level manifests where present
