anchor_count,claim_id,continuation_count,eligible_family_count,lock_sha256,status
0,T028,0,0,ef13beb60ab82aa02cf6cd58ab7f18fd004c654a5846c3e13ca8e6d8e0dd5f6d,not_encountered
0,T029,0,0,ef13beb60ab82aa02cf6cd58ab7f18fd004c654a5846c3e13ca8e6d8e0dd5f6d,not_encountered
0,C_ROLE,0,0,ef13beb60ab82aa02cf6cd58ab7f18fd004c654a5846c3e13ca8e6d8e0dd5f6d,not_encountered
