beta,mean_reward,diagnostic_only,main_reward_selected,provenance
0.0,0.34,True,False,post_hoc_diagnostic
0.5,0.3325,True,False,post_hoc_diagnostic
1.0,0.325,True,False,post_hoc_diagnostic
