condition	content_nonempty	error_message	error_type	finish_reason	http_status	http_success	input_tokens	json_parse_success	latency_seconds	network_retries	output_tokens	prompt_sha256	provider	raw_sanitized_present	reasoning_tokens	repair_sanitized_present	replicate	request_id	requested_model	response_id	response_mode	returned_model	schema_errors	schema_repair_attempted	schema_repair_valid	schema_valid
instruction_only	True			stop		True	4014	True	92.803929	0	5367	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:b7aaf0b5aa7d4033fb62b54cc5960b0e5bc8eca8fa72e7597fb8442cf87e32c4	qwen	True	2214	False	1	instruction_only_r01	qwen3.7-plus	chatcmpl-7dac3b26-cb20-9fce-baed-975b9f21df4b	json_object_local_validation	qwen3.7-plus	[]	False		True
instruction_only	True			stop		True	4014	True	92.41707	0	5346	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:b7aaf0b5aa7d4033fb62b54cc5960b0e5bc8eca8fa72e7597fb8442cf87e32c4	qwen	True	2674	False	2	instruction_only_r02	qwen3.7-plus	chatcmpl-125512ba-4896-9898-be22-6f79aa2a0434	json_object_local_validation	qwen3.7-plus	[]	False		True
instruction_only	True			stop		True	4014	True	98.334504	0	5696	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:b7aaf0b5aa7d4033fb62b54cc5960b0e5bc8eca8fa72e7597fb8442cf87e32c4	qwen	True	2958	False	3	instruction_only_r03	qwen3.7-plus	chatcmpl-8dc1e2be-8d8c-9564-a320-a62ca3e6cc95	json_object_local_validation	qwen3.7-plus	[]	False		True
instruction_plus_auto_train_segments	True			length		True	14804	False	167.131594	0	9757	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:1b8dfece1046a3ce4aea6d9208855ed41c66d22b3fbfda2616f0cf58da3a4428	qwen	True	4754	False	1	instruction_plus_auto_train_segments_r01	qwen3.7-plus	chatcmpl-0bf1e336-4040-9dcc-b52c-947d2ab0b165	json_object_local_validation	qwen3.7-plus	['Expecting value: line 563 column 33 (char 15733)']	False		False
instruction_plus_auto_train_segments	True			stop		True	14804	True	137.027926	0	7976	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:df4beef6ec137a65591ddf4134c012cf9740e7f24ff661cc1680ab523c34e3c6	qwen	True	4936	False	2	instruction_plus_auto_train_segments_r02	qwen3.7-plus	chatcmpl-b41ff732-c741-94ce-828e-f5ebb5c45e6b	json_object_local_validation	qwen3.7-plus	[]	False		True
instruction_plus_auto_train_segments	True			length		True	14804	False	201.054816	0	11765	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:aba0c49325cc0968a4bc85e584a7a79a450e41ea10906a8a77be9c57ab85fb41	qwen	True	6763	False	3	instruction_plus_auto_train_segments_r03	qwen3.7-plus	chatcmpl-5b86f2bf-4ec9-9b76-8fd4-6393535008b2	json_object_local_validation	qwen3.7-plus	['Unterminated string starting at: line 584 column 9 (char 16224)']	False		False
instruction_plus_budgeted_train_fallback	True			length		True	30116	False	156.242129	0	9092	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:37abd638b519b1ad3feb474943facc802bb3bc100e28dd3bf1711c7e9921b525	qwen	True	4090	False	1	instruction_plus_budgeted_train_fallback_r01	qwen3.7-plus	chatcmpl-7c170735-55dd-95bb-ae61-447facc75dac	json_object_local_validation	qwen3.7-plus	['Expecting property name enclosed in double quotes: line 598 column 9 (char 16396)']	False		False
instruction_plus_budgeted_train_fallback	True			length		True	30116	False	183.946114	0	10735	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:adf9567d08f6138ddfd5b35aa05e7e6aea79f7343fded4747b8029941ae07f12	qwen	True	5733	False	2	instruction_plus_budgeted_train_fallback_r02	qwen3.7-plus	chatcmpl-29277717-d3aa-93a3-b74b-4746c26d901b	json_object_local_validation	qwen3.7-plus	['Unterminated string starting at: line 511 column 13 (char 15278)']	False		False
instruction_plus_budgeted_train_fallback	True			length		True	30116	False	197.155133	0	11517	f8475a2dac38143c442a151bff92e8097e7712f8830bcb628f7fd604d4fab8dc:e52e8b7544707bd3a202509e3efc1696c3b522b7c4aad0faba599d75fbfe934d	qwen	True	6515	False	3	instruction_plus_budgeted_train_fallback_r03	qwen3.7-plus	chatcmpl-36e861da-a102-95f4-bd35-efd421a4e47d	json_object_local_validation	qwen3.7-plus	['Unterminated string starting at: line 533 column 26 (char 16224)']	False		False
