episode_id,task,SPARSE_TERMINAL_signed,SPARSE_TERMINAL_pos,LINEAR_A_FIRST_R1_signed,LINEAR_A_FIRST_R1_pos,LINEAR_B_FIRST_R1_signed,LINEAR_B_FIRST_R1_pos,UNORDERED_VALID_COUNT_signed,UNORDERED_VALID_COUNT_pos,VALID_COUNT_PLUS_MATCHED_EVENTS_V1_signed,VALID_COUNT_PLUS_MATCHED_EVENTS_V1_pos,GRAPH_COST_ONLY_signed,GRAPH_COST_ONLY_pos,FULL_FROZEN_signed,FULL_FROZEN_pos,V6_CAP_POTENTIAL_signed,V6_CAP_POTENTIAL_pos,A_minus_B,v6_minus_count,v6_minus_event
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,dual_order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.75,1.0,0.75,1.0,0.75,1.5723955835953491,0.0,-0.25,-0.25
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,dual_order,1.0,1.0,1.0,1.3333333333333335,1.0,1.0,1.0,1.5,1.0,1.5,0.75,1.0,0.75,1.0,0.75,1.978173214235405,0.0,-0.25,-0.25
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,dual_order,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1.0,0.25,0.5,0.25,0.5,0.3333333333333333,1.0825258875411097,0.3333333333333333,-0.16666666666666669,-0.16666666666666669
P1V5_F02_920002__R1_clean_transport_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333333,1.137842661666666,1.3045093283333324,0.6666666666666666,0.9983850946221017,,-0.33333333333333337,-0.33333333333333337
P1V5_F02_920002__R2_loss_at_40pct_recover_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,2.0,0.6666666666666667,1.3333333333333335,0.9040674910251825,1.5707341576918492,0.6666666666666666,1.5639056531723656,,-0.33333333333333337,-0.33333333333333337
P1V5_F02_920002__R3_loss_at_80pct_recover_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,2.0,0.6666666666666667,1.3333333333333335,1.0890737974726774,1.7557404641393441,0.6666666666666666,1.6288796590939971,,-0.33333333333333337,-0.33333333333333337
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,4.0,0.6666666666666667,3.0,1.434334412915962,3.825538710086179,0.6666666666666667,3.517967589498806,,-0.33333333333333326,-0.33333333333333326
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,recovery,3.0,3.0,,,,,1.0,3.0,1.0,6.0,0.6666666666666667,3.3333333333333335,1.7400560032288863,4.477916724472695,0.6666666666666665,3.9132366869496367,,-0.3333333333333335,-0.3333333333333335
P1V5_F02_920002__R6_three_closed_cycles_then_stop,recovery,0.0,0.0,,,,,0.0,0.0,0.0,3.0,0.3333333333333334,2.5,0.8110788215906066,3.035616452094157,0.4024128444984941,2.9213259462897976,,0.4024128444984941,0.4024128444984941
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,recovery,0.0,0.0,,,,,0.0,0.0,-1.0,0.0,-0.16666666666666669,0.3333333333333333,0.02768655378450069,0.5276865537845007,-0.16666666666666669,0.3981168013048742,,-0.16666666666666669,0.8333333333333333
P1V5_F02_920002__R8_commanded_release,recovery,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.16666666666666663,,0.0,0.0
P1V5_F03_920003__D1_A_then_B_clean_success,dual_order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.2483853013751816,0.0,-0.25,-0.25
P1V5_F03_920003__D2_B_then_A_clean_success,dual_order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.2483853008977062,0.0,-0.25,-0.25
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,dual_order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.75,1.0,0.75,1.0,0.75,1.5722354698649241,0.0,-0.25,-0.25
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,dual_order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.75,1.0,0.75,1.0,0.75,1.5722388328340673,0.0,-0.25,-0.25
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,dual_order,1.0,1.0,1.0,1.3333333333333335,1.0,1.0,1.0,1.5,1.0,1.5,0.75,1.0,0.75,1.0,0.75,1.9758850547951232,0.0,-0.25,-0.25
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,dual_order,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1.0,0.25,0.5,0.25,0.5,0.3333333333333333,1.0825258900738775,0.3333333333333333,-0.16666666666666669,-0.16666666666666669
P1V5_F03_920003__R1_clean_transport_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333333,1.1378426616666661,1.3045093283333329,0.6666666666666666,0.9983851140807046,,-0.33333333333333337,-0.33333333333333337
P1V5_F03_920003__R2_loss_at_40pct_recover_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,2.0,0.6666666666666667,1.3333333333333335,0.9333623753377215,1.6000290420043881,0.6666666666666665,1.5633082774643163,,-0.3333333333333335,-0.3333333333333335
P1V5_F03_920003__R3_loss_at_80pct_recover_success,recovery,1.0,1.0,,,,,1.0,1.0,1.0,2.0,0.6666666666666667,1.3333333333333335,1.1025012966601004,1.7691679633267672,0.6666666666666666,1.628605853687525,,-0.33333333333333337,-0.33333333333333337
