episode_id,method,signed_return,positive_weight_sum,n,nonzero_pos
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,1.0,171,3
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,1.0,171,3
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,1.0,171,3
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,1.0,171,3
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,171,3
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED,0.0,1.0,171,1
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,V6_CAP_COST_ONLY,0.75,1.3333333333333333,171,8
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.7758383546375656,1.3591716879708988,171,25
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,V6_CAP_POTENTIAL,0.75,1.5722077219853474,171,25
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST_R1,1.0,1.0,171,1
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST_R1,1.0,1.0,171,2
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,UNORDERED_R1,1.0,1.0,171,2
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171,1
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,UNORDERED_VALID_COUNT,1.0,1.0,171,2
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,171,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED,0.0,0.0,259,0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,V6_CAP_COST_ONLY,0.75,1.6666666666666665,259,10
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,V6_CAP_WITHIN_PHI_ABLATION,0.7698979534834167,1.6987380463817903,259,34
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,V6_CAP_POTENTIAL,0.75,1.9744923013147546,259,34
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST_R1,1.0,1.3333333333333335,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST_R1,1.0,1.0,259,1
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,UNORDERED_R1,1.0,1.3333333333333335,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259,1
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,UNORDERED_VALID_COUNT,1.0,1.5,259,3
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,259,3
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,OLD_GLOBAL_PHI_DIAGNOSTIC,0.25,0.5,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED,0.0,0.0,139,0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_COST_ONLY,0.3333333333333333,0.9166666666666665,139,5
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_WITHIN_PHI_ABLATION,0.3465324523275731,0.9298657856609063,139,21
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_POTENTIAL,0.3333333333333333,1.0825258824531465,139,21
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST_R1,0.0,0.0,139,0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139,0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_VALID_COUNT,0.5,1.0,139,2
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.5,1.0,139,2
P1V5_F01_920001__R1_clean_transport_success,FULL_FROZEN,1.1378426616666664,1.304509328333333,67,11
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_PHI,1.1378426616666664,1.304509328333333,67,11
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67,3
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F01_920001__R1_clean_transport_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666666,1.304509328333333,67,11
P1V5_F01_920001__R1_clean_transport_success,PAIRED_EVENT_BALANCED,0.0,0.0,67,0
P1V5_F01_920001__R1_clean_transport_success,V6_CAP_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F01_920001__R1_clean_transport_success,V6_CAP_WITHIN_PHI_ABLATION,0.6930641691532723,0.859730835819939,67,11
P1V5_F01_920001__R1_clean_transport_success,V6_CAP_POTENTIAL,0.6666666666666666,0.9983851432336627,67,11
P1V5_F01_920001__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67,1
P1V5_F01_920001__R1_clean_transport_success,UNORDERED_VALID_COUNT,1.0,1.0,67,1
P1V5_F01_920001__R1_clean_transport_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,67,1
P1V5_F01_920001__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9392799402543608,1.6059466069210275,117,24
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9392799402543608,1.6059466069210275,117,24
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R2_loss_at_40pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,2.0228974380802343,117,24
P1V5_F01_920001__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F01_920001__R2_loss_at_40pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R2_loss_at_40pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.7575374428927124,1.4242041095593791,117,23
P1V5_F01_920001__R2_loss_at_40pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666666,1.5631876049083522,117,23
P1V5_F01_920001__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F01_920001__R2_loss_at_40pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F01_920001__R2_loss_at_40pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F01_920001__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.1043213955093683,1.770988062176035,117,24
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.1043213955093683,1.770988062176035,117,24
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R3_loss_at_80pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666666,2.2190400449775645,117,24
P1V5_F01_920001__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F01_920001__R3_loss_at_80pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F01_920001__R3_loss_at_80pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.8125514899219421,1.479218156588609,117,23
P1V5_F01_920001__R3_loss_at_80pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666666,1.6285687455654845,117,23
P1V5_F01_920001__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F01_920001__R3_loss_at_80pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F01_920001__R3_loss_at_80pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5555465087239921,3.9080046302869054,289,66
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.5555465087239921,3.9080046302869054,289,66
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,4.146283603021902,289,64
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED,0.0,3.0,289,3
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,V6_CAP_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.9629604860181253,3.3026687752524504,289,65
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,V6_CAP_POTENTIAL,0.6666666666666665,3.493203539458856,289,65
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289,1
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,UNORDERED_VALID_COUNT,1.0,1.0,289,1
P1V5_F01_920001__R4_three_cycles_at_40pct_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,4.0,289,4
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.8792153496260788,4.251810724728396,289,66
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.8792153496260788,4.251810724728396,289,66
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,5.151842225698806,289,64
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED,0.0,3.0,289,3
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,V6_CAP_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,V6_CAP_WITHIN_PHI_ABLATION,1.0708505479893486,3.4172712829637124,289,65
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,V6_CAP_POTENTIAL,0.6666666666666666,3.828391139890028,289,65
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,289,1
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,UNORDERED_VALID_COUNT,1.0,1.0,289,1
P1V5_F01_920001__R5_three_cycles_at_80pct_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,4.0,289,4
P1V5_F01_920001__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.9148304716647842,3.100621926561031,255,52
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.9148304716647842,3.100621926561031,255,52
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333334,2.5,255,12
P1V5_F01_920001__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333334,2.5,255,12
P1V5_F01_920001__R6_three_closed_cycles_then_stop,OLD_GLOBAL_PHI_DIAGNOSTIC,0.5229432912052612,3.3389008992960276,255,50
P1V5_F01_920001__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED,0.0,3.0,255,3
P1V5_F01_920001__R6_three_closed_cycles_then_stop,V6_CAP_COST_ONLY,0.3333333333333335,2.5,255,12
P1V5_F01_920001__R6_three_closed_cycles_then_stop,V6_CAP_WITHIN_PHI_ABLATION,0.5271658256647496,2.700207448232408,255,51
P1V5_F01_920001__R6_three_closed_cycles_then_stop,V6_CAP_POTENTIAL,0.3965362226802089,2.8907422124388136,255,51
P1V5_F01_920001__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,255,0
P1V5_F01_920001__R6_three_closed_cycles_then_stop,UNORDERED_VALID_COUNT,0.0,0.0,255,0
P1V5_F01_920001__R6_three_closed_cycles_then_stop,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.0,3.0,255,3
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,0.02768505739605992,0.5276850573960599,57,13
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,0.02768505739605992,0.5276850573960599,57,13
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,OLD_GLOBAL_PHI_DIAGNOSTIC,-0.16666666666666669,0.5276850573960599,57,13
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED,-1.0,0.0,57,0
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,V6_CAP_COST_ONLY,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,V6_CAP_WITHIN_PHI_ABLATION,-0.10188318202136039,0.3981168179786396,57,12
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,V6_CAP_POTENTIAL,-0.16666666666666674,0.3981168179786396,57,12
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,57,0
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,UNORDERED_VALID_COUNT,0.0,0.0,57,0
P1V5_F01_920001__R7_loss_recovery_started_not_completed_terminal,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,-1.0,0.0,57,0
P1V5_F01_920001__R8_commanded_release,FULL_FROZEN,0.16666666666666663,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_PHI,0.16666666666666663,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_DEBT,0.16666666666666663,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,OLD_GLOBAL_PHI_DIAGNOSTIC,0.16666666666666663,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,PAIRED_EVENT_BALANCED,0.0,0.0,41,0
P1V5_F01_920001__R8_commanded_release,V6_CAP_COST_ONLY,0.0,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,V6_CAP_WITHIN_PHI_ABLATION,0.0,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,V6_CAP_POTENTIAL,0.0,0.16666666666666663,41,1
P1V5_F01_920001__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,41,0
P1V5_F01_920001__R8_commanded_release,UNORDERED_VALID_COUNT,0.0,0.0,41,0
P1V5_F01_920001__R8_commanded_release,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.0,0.0,41,0
P1V5_F02_920002__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,0.75,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED,0.0,0.0,131,0
P1V5_F02_920002__D1_A_then_B_clean_success,V6_CAP_COST_ONLY,0.75,1.0833333333333333,131,6
P1V5_F02_920002__D1_A_then_B_clean_success,V6_CAP_WITHIN_PHI_ABLATION,0.7763948303862633,1.1097281637195966,131,22
P1V5_F02_920002__D1_A_then_B_clean_success,V6_CAP_POTENTIAL,0.75,1.2483853066983435,131,22
P1V5_F02_920002__D1_A_then_B_clean_success,LINEAR_A_FIRST_R1,1.0,1.0,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,LINEAR_B_FIRST_R1,1.0,1.0,131,1
P1V5_F02_920002__D1_A_then_B_clean_success,UNORDERED_R1,1.0,1.0,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,131,1
P1V5_F02_920002__D1_A_then_B_clean_success,UNORDERED_VALID_COUNT,1.0,1.0,131,2
P1V5_F02_920002__D1_A_then_B_clean_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,0.75,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED,0.0,0.0,131,0
P1V5_F02_920002__D2_B_then_A_clean_success,V6_CAP_COST_ONLY,0.75,1.0833333333333333,131,6
P1V5_F02_920002__D2_B_then_A_clean_success,V6_CAP_WITHIN_PHI_ABLATION,0.77639501185532,1.1097283451886533,131,22
P1V5_F02_920002__D2_B_then_A_clean_success,V6_CAP_POTENTIAL,0.75,1.2483852955970458,131,22
P1V5_F02_920002__D2_B_then_A_clean_success,LINEAR_A_FIRST_R1,1.0,1.0,131,1
P1V5_F02_920002__D2_B_then_A_clean_success,LINEAR_B_FIRST_R1,1.0,1.0,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,UNORDERED_R1,1.0,1.0,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,131,1
P1V5_F02_920002__D2_B_then_A_clean_success,UNORDERED_VALID_COUNT,1.0,1.0,131,2
P1V5_F02_920002__D2_B_then_A_clean_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,131,2
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,1.0,171,3
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,1.0,171,3
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,1.0,171,3
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,1.0,171,3
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,171,3
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED,0.0,1.0,171,1
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,V6_CAP_COST_ONLY,0.75,1.3333333333333333,171,8
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.7729205812843252,1.3562539146176584,171,25
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,V6_CAP_POTENTIAL,0.75,1.5723860355602524,171,25
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST_R1,1.0,1.0,171,2
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST_R1,1.0,1.0,171,1
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,UNORDERED_R1,1.0,1.0,171,2
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171,1
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,UNORDERED_VALID_COUNT,1.0,1.0,171,2
P1V5_F02_920002__D3_A_done_B_loss_recovery_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,1.0,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,1.0,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,1.0,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,1.0,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,171,3
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED,0.0,1.0,171,1
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,V6_CAP_COST_ONLY,0.75,1.3333333333333333,171,8
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.7727608670794542,1.3560942004127876,171,25
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,V6_CAP_POTENTIAL,0.75,1.5723955835953491,171,25
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST_R1,1.0,1.0,171,1
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST_R1,1.0,1.0,171,2
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,UNORDERED_R1,1.0,1.0,171,2
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171,1
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,UNORDERED_VALID_COUNT,1.0,1.0,171,2
P1V5_F02_920002__D4_B_done_A_loss_recovery_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,171,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED,0.0,0.0,259,0
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,V6_CAP_COST_ONLY,0.75,1.6666666666666665,259,10
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,V6_CAP_WITHIN_PHI_ABLATION,0.7708984683037491,1.6978631570329654,259,34
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,V6_CAP_POTENTIAL,0.75,1.978173214235405,259,34
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST_R1,1.0,1.3333333333333335,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST_R1,1.0,1.0,259,1
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,UNORDERED_R1,1.0,1.3333333333333335,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259,1
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,UNORDERED_VALID_COUNT,1.0,1.5,259,3
P1V5_F02_920002__D5_completed_subgoal_invalidated_restored,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,259,3
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,OLD_GLOBAL_PHI_DIAGNOSTIC,0.25,0.5,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED,0.0,0.0,139,0
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_COST_ONLY,0.3333333333333333,0.9166666666666665,139,5
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_WITHIN_PHI_ABLATION,0.34653236915640634,0.9298657024897395,139,21
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_POTENTIAL,0.3333333333333333,1.0825258875411097,139,21
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST_R1,0.0,0.0,139,0
