episode_id,object_id,opportunity_id,onset,restoration,start,end,closure_status,legacy_return_reported,complete_physical_closure_certified,physical_cycle_claim,loop_audit_eef_pos_delta,loop_audit_obj_pos_delta,loop_audit_obj_vel_delta,loop_audit_orientation_observed,candidate_endpoint_delta,legacy_endpoint_delta,residual_against_reported_reference,v6_signed_return,candidate_lipschitz_bound,evidence_tier,raw,note,independent_endpoint_verified,independent_endpoint_status,independent_reason,independent_eef_pos_delta,independent_obj_pos_delta,independent_obj_vel_delta,independent_orientation_observed
P1V5_F00_920000__D3_A_done_B_loss_recovery_then_success,B,P1V5_F00_920000__D3_A_done_B_loss_recovery_then_success:B:99:1,98,120,97,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/D3_A_done_B_loss_recovery_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__D4_B_done_A_loss_recovery_then_success,A,P1V5_F00_920000__D4_B_done_A_loss_recovery_then_success:A:99:1,98,120,97,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/D4_B_done_A_loss_recovery_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__R2_loss_at_40pct_recover_success,obj,P1V5_F00_920000__R2_loss_at_40pct_recover_success:obj:45:1,44,66,43,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R2_loss_at_40pct_recover_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__R3_loss_at_80pct_recover_success,obj,P1V5_F00_920000__R3_loss_at_80pct_recover_success:obj:45:1,44,66,43,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R3_loss_at_80pct_recover_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,obj,P1V5_F00_920000__R4_three_cycles_at_40pct_then_success:obj:127:2,126,148,125,207,BOUNDED_OBSERVED_TASK_RETURN,true,false,UNRESOLVED,1.1785507225903769e-07,1.1785507225903769e-07,,false,3.945455162579492e-08,1.183627276191146e-07,5.551115123125783e-17,3.945455168130607e-08,3.946239079717613e-08,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R4_three_cycles_at_40pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,true,BOUNDED_OBSERVED_TASK_RETURN,,1.17855072259e-07,1.17855072259e-07,0,false
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,obj,P1V5_F00_920000__R4_three_cycles_at_40pct_then_success:obj:209:3,208,230,207,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R4_three_cycles_at_40pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,obj,P1V5_F00_920000__R4_three_cycles_at_40pct_then_success:obj:45:1,44,66,43,125,BOUNDED_OBSERVED_TASK_RETURN,true,false,UNRESOLVED,0.0006151717983109611,0.0006151717983109611,,false,0.00020594171551691076,0.0006178203070078547,5.551115123125783e-17,0.00020594171551696627,0.0002059825512340043,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R4_three_cycles_at_40pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,true,BOUNDED_OBSERVED_TASK_RETURN,,0.000615171798311,0.000615171798311,0,false
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,obj,P1V5_F00_920000__R5_three_cycles_at_80pct_then_success:obj:127:2,126,148,125,207,BOUNDED_OBSERVED_TASK_RETURN,true,false,UNRESOLVED,2.1461168425053626e-09,2.1461168425053626e-09,,false,7.186021222516104e-10,2.1557893803425543e-09,8.326672684688674e-17,7.186022055183372e-10,7.186020924852724e-10,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R5_three_cycles_at_80pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,true,BOUNDED_OBSERVED_TASK_RETURN,,2.14611684251e-09,2.14611684251e-09,0,false
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,obj,P1V5_F00_920000__R5_three_cycles_at_80pct_then_success:obj:209:3,208,230,207,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R5_three_cycles_at_80pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,obj,P1V5_F00_920000__R5_three_cycles_at_80pct_then_success:obj:45:1,44,66,43,,NO_OBSERVED_RETURN,false,false,UNRESOLVED,,,,false,,,,,,EXISTING_SIMPLIFIED_STATE_SIMULATION_REPLAY,/home/__compress_data/xushijie/graph_pathgraph_p1_v5_data_v6/P1V5_F00_920000/R5_three_cycles_at_80pct_then_success/rollout_00,Independent measurement uses raw timeseries pose/velocity only; quaternion/attachment are absent so this is not complete physical closure.,false,NOT_EVALUATED_NO_RETURN_BOUNDARY,,,,,false
