method_id,task_id,suite,provenance,metric,n_parent_groups,n_events,value,ci_low,ci_high,status,reason,input_id,checkpoint_sha256,scorer_version,split_version,label_source
manual_rank_prior_legacy,all,historical_reference,deterministic_state_machine_probe,identity,0,0,,,,not_computed,old rank-based checkpoint deliberately excluded from corrected learned-method claim,,ee3c4aea451a8be78008339826d945df9bca2b86990892fc371c301c3fa53f8a,legacy,legacy_existing,historical
