task_id,condition_or_aggregate,metric,method_a,method_b,point_estimate_a,point_estimate_b,difference,ci95_low,ci95_high,prob_difference_gt_0,resamples
all_graph_tasks,predefined_equal_condition_aggregate,graph_task_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.9333333333333332,0.8666666666666667,0.0666666666666667,0.0,0.20000000000000007,0.7072,5000
all_graph_tasks,predefined_equal_condition_aggregate,recovery_success,pathgraph_reward_v1_locked,linear_sarm_equiv,1.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.7072,5000
all_graph_tasks,predefined_equal_condition_aggregate,worst_order_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,5000
all_graph_tasks,predefined_equal_condition_aggregate,fixed_order_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,5000
all_graph_tasks,predefined_equal_condition_aggregate,long_horizon_completion,pathgraph_reward_v1_locked,linear_sarm_equiv,0.9333333333333332,0.8666666666666667,0.0666666666666667,0.0,0.20000000000000007,0.7072,5000
all_graph_tasks,predefined_equal_condition_aggregate,order_gap,pathgraph_reward_v1_locked,linear_sarm_equiv,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,5000
